frame,path,teacher_top1_conf,accepted,num_pseudo_boxes_used,buffer_size,update_applied,updates_this_frame,batch_size_used,det_loss,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
270,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00271.jpg,0.781212,0,4,32,1,1,4,8.158082,11.824,0.747808,12.584,438.849,474.663
271,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00272.jpg,0.836480,1,4,32,1,1,4,8.501846,13.437,0.818029,13.224,396.630,436.856
272,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00273.jpg,0.882029,1,4,32,1,1,4,8.468130,12.809,0.899714,11.784,705.816,743.221
273,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00274.jpg,0.886825,1,4,32,1,1,4,8.246164,13.098,0.877345,12.965,425.854,552.911
274,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00275.jpg,0.912095,1,4,32,1,1,4,7.368432,12.693,0.915365,13.231,581.776,620.878
275,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00276.jpg,0.903994,1,4,32,1,1,4,8.635619,12.236,0.904478,13.466,603.163,641.955
276,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00277.jpg,0.829431,1,4,32,1,1,4,8.377887,12.804,0.774253,12.639,720.190,759.073
277,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00278.jpg,0.865961,1,4,32,1,1,4,7.588113,13.104,0.855700,12.902,496.884,535.903
278,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00279.jpg,0.842042,1,4,32,1,1,4,7.477408,13.501,0.805785,12.097,666.168,703.807
279,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00280.jpg,0.842062,1,4,32,1,1,4,8.259635,12.107,0.805653,12.718,498.620,535.966
280,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00281.jpg,0.896933,1,4,32,1,1,4,8.346102,12.054,0.886160,12.924,534.334,572.326
281,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00282.jpg,0.887660,1,4,32,1,1,4,8.829292,13.267,0.885809,12.988,568.527,608.320
282,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00283.jpg,0.875470,1,4,32,1,1,4,8.387741,12.878,0.879436,12.460,733.609,770.697
283,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00284.jpg,0.841620,1,4,32,1,1,4,7.632301,12.379,0.802729,12.048,402.236,438.373
284,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00285.jpg,0.783456,0,4,32,1,1,4,8.417418,12.655,0.711984,12.932,521.514,560.519
285,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00286.jpg,0.838108,1,4,32,1,1,4,9.093380,13.347,0.795896,13.243,272.576,310.608
286,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00287.jpg,0.870036,1,4,32,1,1,4,7.884079,12.933,0.833390,12.639,499.996,538.874
287,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00288.jpg,0.849903,1,4,32,1,1,4,8.279508,12.854,0.812498,13.601,803.313,843.259
288,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00289.jpg,0.863578,1,4,32,1,1,4,7.047936,13.128,0.843619,12.843,690.250,729.853
289,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00290.jpg,0.846952,1,4,32,1,1,4,7.010689,13.392,0.807527,13.022,540.271,578.622
290,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00291.jpg,0.822114,1,4,32,1,1,4,7.202798,12.300,0.845756,12.763,411.315,449.721
291,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00292.jpg,0.869593,1,4,32,1,1,4,9.959103,13.579,0.879859,13.215,659.916,698.683
292,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00293.jpg,0.822139,1,4,32,1,1,4,11.108860,13.184,0.781639,12.708,533.015,571.985
293,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00294.jpg,0.843713,1,4,32,1,1,4,11.209660,14.230,0.828321,14.671,593.874,635.997
294,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00295.jpg,0.849636,1,4,32,1,1,4,10.218426,15.244,0.838091,13.227,296.248,339.843
295,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00296.jpg,0.853500,1,4,32,1,1,4,8.022777,14.155,0.845191,13.143,571.550,614.078
296,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00297.jpg,0.860537,1,4,32,1,1,4,6.867985,14.114,0.858570,13.320,452.392,493.348
297,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00298.jpg,0.854820,1,4,32,1,1,4,6.300490,12.345,0.852854,13.471,813.829,852.955
298,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00299.jpg,0.854818,1,4,32,1,1,4,7.049398,13.346,0.855291,13.477,421.163,460.317
299,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00300.jpg,0.871457,1,4,32,1,1,4,7.168905,13.038,0.876745,16.376,660.758,703.457
