frame,path,teacher_top1_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,prototype_memory_size,update_applied,updates_this_frame,batch_size_used,det_loss,prototype_loss,total_loss,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
2170,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02171.jpg,0.044451,0,0,0,0,0,0,,,0.018782,3.372584,4,32,128,1,1,4,6.179781,0.000000,6.179781,12.367,0.036139,12.726,458.527,495.435
2171,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02172.jpg,0.019938,0,0,0,0,0,0,,,0.075220,5.128177,4,32,128,1,1,4,6.104834,0.000000,6.104834,12.801,0.011463,12.556,424.397,462.904
2172,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02173.jpg,0.036451,0,0,0,1,0,0,,,0.073780,1.767862,4,32,128,1,1,4,6.746573,0.000000,6.746573,12.266,0.027963,13.872,501.315,540.883
2173,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02174.jpg,0.018134,0,0,0,1,0,0,,,0.186375,1.352022,4,32,128,1,1,4,8.584586,0.000000,8.584586,12.693,0.011722,13.230,540.286,578.739
2174,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02175.jpg,0.012761,0,0,0,1,0,0,,,0.041626,1.305133,4,32,128,1,1,4,5.523376,0.000000,5.523376,12.667,0.007806,12.330,589.022,627.131
2175,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02176.jpg,0.041698,0,0,0,1,0,0,,,0.039722,1.215846,4,32,128,1,1,4,6.600699,0.000000,6.600699,12.686,0.031295,12.212,609.363,646.175
2176,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02177.jpg,0.009241,0,0,0,1,0,0,,,0.047804,1.210412,4,32,128,1,1,4,7.158085,0.000000,7.158085,12.485,0.007575,12.454,426.698,465.172
2177,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02178.jpg,0.041167,0,0,0,0,0,0,,,0.274484,4.675216,4,32,128,1,1,4,6.561035,0.000000,6.561035,12.700,0.033511,13.139,608.569,647.937
2178,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02179.jpg,0.092358,0,0,0,1,0,0,,,0.008569,1.008632,4,32,128,1,1,4,5.578421,0.000000,5.578421,13.128,0.091731,13.313,694.801,735.053
2179,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02180.jpg,0.019128,0,0,0,0,0,0,,,0.186230,7.179747,4,32,128,1,1,4,5.763509,0.000000,5.763509,13.200,0.020722,12.524,496.498,534.699
2180,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02181.jpg,0.019128,0,0,0,1,0,0,,,0.000001,1.000002,4,32,128,1,1,4,9.467669,0.000000,9.467669,12.200,0.020884,15.739,583.206,623.015
2181,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02182.jpg,0.019128,0,0,0,1,0,0,,,0.000000,1.000002,4,32,128,1,1,4,6.330429,0.000000,6.330429,12.685,0.021023,13.047,525.100,562.734
2182,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02183.jpg,0.005210,0,0,0,0,0,0,,,0.480148,3.291226,4,32,128,1,1,4,6.198810,0.000000,6.198810,12.151,0.040662,12.465,614.054,650.326
2183,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02184.jpg,0.013104,0,0,0,0,0,0,,,0.500355,1.490618,4,32,128,1,1,4,7.167683,0.000000,7.167683,12.627,0.025816,12.688,413.390,452.058
2184,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02185.jpg,0.013098,0,0,0,1,0,0,,,0.000029,1.000083,4,32,128,1,1,4,5.437243,0.000000,5.437243,12.540,0.025951,13.080,345.001,382.571
2185,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02186.jpg,0.036517,0,0,0,1,0,0,,,0.014147,1.088729,4,32,128,1,1,4,5.780087,0.000000,5.780087,13.601,0.272265,13.610,436.777,478.017
2186,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02187.jpg,0.025721,0,0,0,0,0,0,,,0.216644,3.338333,4,32,128,1,1,4,5.710689,0.000000,5.710689,12.793,0.016186,12.568,587.623,625.155
2187,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02188.jpg,0.032279,0,0,0,0,0,0,,,0.061245,2.673511,4,32,128,1,1,4,6.051257,0.000000,6.051257,13.519,0.028695,13.141,487.864,528.676
2188,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02189.jpg,0.037774,0,0,0,0,0,0,,,0.152400,16.716283,4,32,128,1,1,4,5.628316,0.000000,5.628316,12.632,0.068126,12.952,710.186,749.368
2189,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02190.jpg,0.020519,0,0,0,0,0,0,,,0.209584,8.315607,4,32,128,1,1,4,6.266939,0.000000,6.266939,12.969,0.010755,13.776,733.063,773.338
2190,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02191.jpg,0.139359,0,0,0,1,0,0,,,0.161504,2.352106,4,32,128,1,1,4,6.036574,0.000000,6.036574,13.774,0.218578,12.887,381.109,421.478
2191,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02192.jpg,0.098846,0,0,0,1,0,0,,,0.004198,1.069943,4,32,128,1,1,4,7.502378,0.000000,7.502378,13.618,0.097037,13.488,587.204,628.628
2192,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02193.jpg,0.036363,0,0,0,0,0,0,,,0.058453,4.247988,4,32,128,1,1,4,5.911211,0.000000,5.911211,12.715,0.028021,12.872,452.311,491.264
2193,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02194.jpg,0.032394,0,0,0,1,0,0,,,0.155563,2.032372,4,32,128,1,1,4,5.851634,0.000000,5.851634,13.121,0.018745,14.100,551.685,593.013
2194,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02195.jpg,0.017235,0,0,0,1,0,0,,,0.028148,1.156185,4,32,128,1,1,4,5.662136,0.000000,5.662136,12.591,0.009502,12.573,564.715,601.696
2195,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02196.jpg,0.216245,0,0,0,0,0,0,,,0.211664,6.274633,4,32,128,1,1,4,6.919286,0.000000,6.919286,13.090,0.213472,14.583,507.921,549.299
2196,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02197.jpg,0.039132,0,0,0,1,0,0,,,0.047561,1.409170,4,32,128,1,1,4,5.326715,0.000000,5.326715,13.166,0.028153,13.183,467.414,505.962
2197,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02198.jpg,0.080100,0,0,0,1,0,0,,,0.010375,1.065466,4,32,128,1,1,4,6.360135,0.000000,6.360135,13.105,0.064973,13.298,378.792,417.985
2198,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02199.jpg,0.515914,0,0,0,1,0,0,,,0.009480,1.077902,4,32,128,1,1,4,5.660074,0.000000,5.660074,13.024,0.577768,13.625,506.590,545.399
2199,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02200.jpg,0.630886,0,0,0,1,0,0,,,0.020199,1.276808,4,32,128,1,1,4,5.954696,0.000000,5.954696,13.066,0.698320,13.573,216.882,255.748
2200,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02201.jpg,0.831209,0,0,0,0,0,0,0.000000,,0.323643,1.023651,4,32,128,1,1,4,5.774773,0.000000,5.774773,13.313,0.904047,13.320,499.715,539.317
2201,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02202.jpg,0.458587,0,0,0,0,0,0,,,0.316169,1.231937,4,32,128,1,1,4,6.423727,0.000000,6.423727,13.483,0.748592,13.378,620.560,661.372
2202,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02203.jpg,0.904933,0,0,0,1,0,0,,,0.007067,1.067434,4,32,128,1,1,4,5.707519,0.000000,5.707519,13.326,0.947017,13.570,498.050,538.856
2203,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02204.jpg,0.914480,0,0,0,1,0,0,,,0.011738,1.150249,4,32,128,1,1,4,5.892145,0.000000,5.892145,14.185,0.951211,13.434,395.916,437.386
2204,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02205.jpg,0.646518,0,0,0,0,0,0,,,0.318071,1.021644,4,32,128,1,1,4,6.011929,0.000000,6.011929,13.355,0.890521,13.681,382.556,423.965
2205,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02206.jpg,0.899980,0,0,0,0,0,0,,,0.314174,1.190891,4,32,128,1,1,4,5.969060,0.000000,5.969060,13.888,0.943589,13.627,547.781,589.677
2206,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02207.jpg,0.896594,0,0,0,0,0,0,0.000000,,0.314148,1.181827,4,32,128,1,1,4,5.783871,0.000000,5.783871,13.309,0.951124,12.854,437.049,475.408
2207,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02208.jpg,0.918749,0,0,1,1,0,1,0.961860,,0.003918,1.036962,4,32,128,1,1,4,8.082711,0.000000,8.082711,12.900,0.951060,13.470,525.427,567.236
2208,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02209.jpg,0.906695,1,1,1,1,1,2,0.784773,0.784773,0.026772,1.262294,4,32,128,1,1,4,7.904524,0.000000,7.904524,12.982,0.929822,13.768,376.959,416.397
2209,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02210.jpg,0.961487,1,1,1,1,1,3,0.809342,0.809342,0.023720,1.229007,4,32,128,1,1,4,10.194262,0.000000,10.194262,13.063,0.976617,13.875,417.389,458.189
2210,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02211.jpg,0.875861,1,1,1,1,1,4,0.980348,0.980348,0.001154,1.005105,4,32,128,1,1,4,10.388570,0.000000,10.388570,13.090,0.932395,13.566,332.967,373.375
2211,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02212.jpg,0.950573,1,1,1,1,1,5,0.985400,0.985400,0.001053,1.010157,4,32,128,1,1,4,10.398791,0.000000,10.398791,13.582,0.972207,13.462,545.691,586.854
2212,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02213.jpg,0.905342,1,1,1,1,1,6,0.996726,0.996726,0.000224,1.003285,4,32,128,1,1,4,8.680431,0.000000,8.680431,13.289,0.952684,15.574,539.717,581.144
2213,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02214.jpg,0.975375,1,1,1,1,1,7,0.989287,0.989287,0.000966,1.001184,4,32,128,1,1,4,7.626466,0.000000,7.626466,13.882,0.986175,13.187,654.047,695.680
2214,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02215.jpg,0.731621,0,0,0,1,0,0,,,0.013842,1.114699,4,32,128,1,1,4,7.724078,0.000000,7.724078,14.061,0.940004,13.107,356.298,396.524
2215,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02216.jpg,0.731696,0,0,0,1,0,0,,,0.000007,1.000049,4,32,128,1,1,4,8.132202,0.000000,8.132202,13.656,0.939314,15.002,567.277,609.565
2216,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02217.jpg,0.128783,0,0,0,0,0,0,,,0.094181,9.555131,4,32,128,1,1,4,7.975862,0.000000,7.975862,12.987,0.227411,13.005,494.355,533.951
2217,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02218.jpg,0.128718,0,0,0,1,0,0,,,0.000000,1.000000,4,32,128,1,1,4,7.571457,0.000000,7.571457,13.585,0.225202,13.393,760.418,801.135
2218,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02219.jpg,0.191738,0,0,0,1,0,0,,,0.139242,1.552444,4,32,128,1,1,4,7.498374,0.000000,7.498374,14.031,0.229295,13.010,387.658,428.391
2219,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02220.jpg,0.840108,0,0,0,0,0,0,0.235600,,0.170459,4.244481,4,32,128,1,1,4,6.739056,0.000000,6.739056,13.314,0.929413,13.273,460.451,500.874
2220,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02221.jpg,0.828659,0,0,1,1,0,1,0.696304,,0.060710,1.434232,4,32,128,1,1,4,7.654831,0.000000,7.654831,13.327,0.954790,13.745,700.701,741.789
2221,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02222.jpg,0.911029,1,1,1,1,1,2,0.957254,0.957254,0.005804,1.044655,4,32,128,1,1,4,8.277999,0.000000,8.277999,14.440,0.967442,13.673,520.993,563.234
2222,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02223.jpg,0.028828,0,0,0,0,0,0,,,0.131543,2.614304,4,32,128,1,1,4,7.670174,0.000000,7.670174,13.500,0.192404,13.077,633.326,676.393
2223,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02224.jpg,0.699389,0,0,0,0,0,0,,,0.145135,4.019440,4,32,128,1,1,4,8.068624,0.000000,8.068624,13.358,0.912318,12.995,577.765,617.593
2224,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02225.jpg,0.980830,0,0,1,1,0,1,0.758334,,0.024288,1.225482,4,32,128,1,1,4,7.045371,0.000000,7.045371,12.918,0.997183,13.826,431.745,472.512
2225,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02226.jpg,0.980866,1,1,1,1,1,2,0.999746,0.999746,0.000023,1.000241,4,32,128,1,1,4,9.292891,0.000000,9.292891,12.847,0.997113,13.317,610.366,650.170
2226,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02227.jpg,0.971492,1,1,1,1,1,3,0.893930,0.893930,0.008522,1.081538,4,32,128,1,1,4,11.266466,0.000000,11.266466,13.070,0.995400,13.169,531.493,571.495
2227,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02228.jpg,0.991250,1,1,1,1,1,4,0.923008,0.923008,0.006695,1.041686,4,32,128,1,1,4,14.500153,0.000000,14.500153,12.685,0.997568,13.107,583.668,622.989
2228,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02229.jpg,0.983457,1,1,1,1,1,5,0.928275,0.928275,0.006249,1.030465,4,32,128,1,1,4,15.271779,0.000000,15.271779,12.937,0.996926,13.151,483.363,522.851
2229,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02230.jpg,0.995141,1,1,1,1,1,6,0.964888,0.964888,0.002848,1.025020,4,32,128,1,1,4,17.009949,0.000000,17.009949,13.599,0.998074,14.808,481.076,523.325
2230,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02231.jpg,0.995145,1,1,1,1,1,7,0.999762,0.999762,0.000019,1.000232,4,32,128,1,1,4,15.799170,0.000000,15.799170,13.078,0.997996,13.235,650.813,690.927
2231,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02232.jpg,0.994570,1,1,1,1,1,8,0.877121,0.877121,0.012437,1.126203,4,32,128,1,1,4,16.081623,0.000000,16.081623,13.577,0.997787,13.312,448.401,489.000
2232,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02233.jpg,0.994574,1,1,1,1,1,9,0.999826,0.999826,0.000017,1.000166,4,32,128,1,1,4,16.718197,0.000000,16.718197,12.915,0.997687,14.618,349.661,390.817
2233,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02234.jpg,0.988630,1,1,1,1,1,10,0.956591,0.956591,0.003532,1.032279,4,32,128,1,1,4,16.012033,0.000000,16.012033,15.950,0.996596,13.179,469.252,512.383
2234,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02235.jpg,0.994293,1,1,1,1,1,11,0.973025,0.973025,0.002461,1.010568,4,32,128,1,1,4,15.855214,0.000000,15.855214,13.120,0.997950,14.948,546.955,588.723
2235,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02236.jpg,0.994299,1,1,1,1,1,12,0.999742,0.999742,0.000020,1.000258,4,32,128,1,1,4,15.876605,0.000000,15.876605,13.644,0.997841,13.109,613.799,654.355
2236,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02237.jpg,0.989392,1,1,1,1,1,13,0.983581,0.983581,0.001375,1.009905,4,32,128,1,1,4,15.431885,0.000000,15.431885,13.476,0.996745,15.380,510.066,552.724
2237,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02238.jpg,0.989404,1,1,1,1,1,14,0.999746,0.999746,0.000016,1.000250,4,32,128,1,1,4,15.750999,0.000000,15.750999,12.894,0.996589,14.338,468.327,509.279
2238,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02239.jpg,0.982587,1,1,1,1,1,15,0.939328,0.939328,0.003313,1.019888,4,32,128,1,1,4,15.140705,0.000000,15.140705,12.971,0.993543,12.847,558.633,598.261
2239,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02240.jpg,0.984588,1,1,1,1,1,16,0.958494,0.958494,0.004678,1.032642,4,32,128,1,1,4,15.053434,0.000000,15.053434,14.974,0.994795,13.470,318.582,360.643
2240,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02241.jpg,0.983996,1,1,1,1,1,17,0.957168,0.957168,0.003903,1.043744,4,32,128,1,1,4,14.498211,0.000000,14.498211,13.146,0.994375,12.965,540.360,580.341
2241,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02242.jpg,0.981647,1,1,1,1,1,18,0.924383,0.924383,0.008163,1.079482,4,32,128,1,1,4,12.210024,0.000000,12.210024,13.176,0.995712,13.302,547.499,587.893
2242,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02243.jpg,0.980966,1,1,1,1,1,19,0.882450,0.882450,0.013558,1.121774,4,32,128,1,1,4,13.398059,0.000000,13.398059,12.502,0.994770,13.084,557.573,596.714
2243,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02244.jpg,0.991537,1,1,1,1,1,20,0.913227,0.913227,0.009103,1.086566,4,32,128,1,1,4,12.352609,0.000000,12.352609,12.580,0.996413,13.334,686.718,727.906
2244,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02245.jpg,0.986623,1,1,1,1,1,21,0.992820,0.992820,0.000492,1.007086,4,32,128,1,1,4,12.277327,0.000000,12.277327,13.082,0.994601,15.256,616.845,659.023
2245,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02246.jpg,0.987773,1,1,1,1,1,22,0.987790,0.987790,0.001147,1.004854,4,32,128,1,1,4,10.850959,0.000000,10.850959,12.716,0.994872,12.733,542.053,581.280
2246,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02247.jpg,0.986304,1,1,1,1,1,23,0.967123,0.967123,0.002405,1.003013,4,32,128,1,1,4,9.568057,0.000000,9.568057,12.455,0.992966,12.709,422.338,461.758
2247,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02248.jpg,0.977948,1,1,1,1,1,24,0.976011,0.976011,0.002400,1.005299,4,32,128,1,1,4,9.078985,0.000000,9.078985,12.838,0.989419,13.323,341.597,381.269
2248,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02249.jpg,0.986730,1,1,1,1,1,25,0.952801,0.952801,0.004743,1.022524,4,32,128,1,1,4,9.466339,0.000000,9.466339,12.872,0.991411,13.748,469.032,509.681
2249,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02250.jpg,0.987996,1,1,1,1,1,26,0.994111,0.994111,0.000326,1.004866,4,32,128,1,1,4,8.642668,0.000000,8.642668,12.804,0.991023,13.255,416.247,455.855
2250,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02251.jpg,0.984394,1,1,1,1,1,27,0.974792,0.974792,0.002044,1.002091,4,32,128,1,1,4,8.447136,0.000000,8.447136,12.766,0.983854,14.657,443.832,484.966
2251,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02252.jpg,0.982492,1,1,1,1,1,28,0.978200,0.978200,0.001897,1.006806,4,32,128,1,1,4,8.328903,0.000000,8.328903,13.015,0.980093,13.391,373.402,413.418
2252,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02253.jpg,0.982485,1,1,1,1,1,29,0.999967,0.999967,0.000002,1.000027,4,32,128,1,1,4,8.009836,0.000000,8.009836,12.617,0.979346,13.278,347.178,386.691
2253,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02254.jpg,0.985897,1,1,1,1,1,30,0.997500,0.997500,0.000200,1.001648,4,32,128,1,1,4,8.155436,0.000000,8.155436,13.032,0.984104,12.770,416.346,455.737
2254,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02255.jpg,0.982240,1,1,1,1,1,31,0.988213,0.988213,0.001111,1.008639,4,32,128,1,1,4,7.737273,0.000000,7.737273,12.537,0.984835,15.075,385.415,426.590
2255,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02256.jpg,0.977273,1,1,1,1,1,32,0.984789,0.984789,0.001220,1.007757,4,32,128,1,1,4,8.019275,0.000000,8.019275,13.375,0.984732,12.704,642.996,682.784
2256,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02257.jpg,0.992035,1,1,1,1,1,33,0.953610,0.953610,0.003667,1.021934,4,32,128,1,1,4,7.839250,0.000000,7.839250,12.448,0.992941,14.560,478.615,518.804
2257,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02258.jpg,0.983395,1,1,1,1,1,34,0.944503,0.944503,0.004742,1.024705,4,32,128,1,1,4,8.044436,0.000000,8.044436,12.687,0.988315,12.752,542.544,581.130
2258,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02259.jpg,0.986421,1,1,1,1,1,35,0.987631,0.987631,0.001147,1.000957,4,32,128,1,1,4,8.436622,0.000000,8.436622,12.557,0.990589,12.791,662.154,700.749
2259,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02260.jpg,0.990258,1,1,1,1,1,36,0.965997,0.965997,0.001894,1.026249,4,32,128,1,1,4,8.183531,0.000000,8.183531,13.041,0.992066,12.736,218.711,258.468
2260,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02261.jpg,0.994072,1,1,1,1,1,37,0.984239,0.984239,0.001295,1.009913,4,32,128,1,1,4,8.222699,0.000000,8.222699,13.995,0.994143,13.090,334.346,375.993
2261,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02262.jpg,0.997449,1,1,1,1,1,38,0.955119,0.955119,0.003675,1.023613,4,32,128,1,1,4,8.038736,0.000000,8.038736,12.630,0.996348,12.928,586.911,625.893
2262,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02263.jpg,0.997748,1,1,1,1,1,39,0.978075,0.978075,0.001566,1.011869,4,32,128,1,1,4,7.941962,0.000000,7.941962,12.800,0.996051,13.329,284.821,324.677
2263,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02264.jpg,0.997714,1,1,1,1,1,40,0.967183,0.967183,0.001956,1.015437,4,32,128,1,1,4,8.090851,0.000000,8.090851,13.353,0.997020,13.356,543.778,585.135
2264,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02265.jpg,0.997713,1,1,1,1,1,41,0.999922,0.999922,0.000002,1.000032,4,32,128,1,1,4,7.674620,0.000000,7.674620,13.169,0.996973,13.140,594.841,634.760
2265,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02266.jpg,0.997134,1,1,1,1,1,42,0.988217,0.988217,0.000926,1.011087,4,32,128,1,1,4,7.375929,0.000000,7.375929,13.753,0.996671,13.262,502.195,542.909
2266,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02267.jpg,0.997016,1,1,1,1,1,43,0.981789,0.981789,0.000884,1.006367,4,32,128,1,1,4,7.536113,0.000000,7.536113,12.888,0.996747,13.156,744.337,784.234
2267,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02268.jpg,0.997191,1,1,1,1,1,44,0.993653,0.993653,0.000583,1.003834,4,32,128,1,1,4,7.151747,0.000000,7.151747,12.558,0.996897,13.217,452.458,491.587
2268,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02269.jpg,0.996410,1,1,1,1,1,45,0.988457,0.988457,0.000149,1.000694,4,32,128,1,1,4,7.012626,0.000000,7.012626,12.823,0.996714,14.359,522.268,562.984
2269,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02270.jpg,0.996411,1,1,1,1,1,46,0.999948,0.999948,0.000004,1.000011,4,32,128,1,1,4,6.983585,0.000000,6.983585,13.972,0.996660,12.842,645.685,686.571
2270,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02271.jpg,0.997973,1,1,1,1,1,47,0.982937,0.982937,0.001135,1.015739,4,32,128,1,1,4,6.784291,0.000000,6.784291,13.030,0.997559,13.344,534.361,574.588
2271,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02272.jpg,0.998183,1,1,1,1,1,48,0.976572,0.976572,0.001841,1.003090,4,32,128,1,1,4,6.630556,0.000000,6.630556,13.503,0.997608,12.912,542.726,582.795
2272,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02273.jpg,0.998026,1,1,1,1,1,49,0.996799,0.996799,0.000321,1.000315,4,32,128,1,1,4,6.916748,0.000000,6.916748,12.804,0.997276,13.024,572.686,611.873
2273,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02274.jpg,0.997390,1,1,1,1,1,50,0.967384,0.967384,0.002590,1.014365,4,32,128,1,1,4,6.822356,0.000000,6.822356,12.672,0.997111,13.073,553.154,592.304
2274,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02275.jpg,0.998064,1,1,1,1,1,51,0.984920,0.984920,0.000734,1.001272,4,32,128,1,1,4,6.758980,0.000000,6.758980,12.617,0.997696,13.089,440.181,479.213
2275,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02276.jpg,0.997378,1,1,1,1,1,52,0.995486,0.995486,0.000203,1.002203,4,32,128,1,1,4,6.448544,0.000000,6.448544,12.605,0.997249,13.095,380.637,420.574
2276,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02277.jpg,0.995784,1,1,1,1,1,53,0.965577,0.965577,0.003041,1.015944,4,32,128,1,1,4,6.357066,0.000000,6.357066,12.748,0.995604,13.739,386.798,426.612
2277,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02278.jpg,0.997647,1,1,1,1,1,54,0.977856,0.977856,0.001859,1.001846,4,32,128,1,1,4,6.157617,0.000000,6.157617,13.095,0.996391,13.217,529.030,568.987
2278,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02279.jpg,0.997269,1,1,1,1,1,55,0.974166,0.974166,0.002123,1.002351,4,32,128,1,1,4,6.240986,0.000000,6.240986,12.635,0.996068,13.190,494.864,534.366
2279,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02280.jpg,0.998593,1,1,1,1,1,56,0.982668,0.982668,0.001019,1.012388,4,32,128,1,1,4,6.508924,0.000000,6.508924,12.859,0.996486,12.524,463.420,501.952
2280,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02281.jpg,0.997604,1,1,1,1,1,57,0.967283,0.967283,0.003030,1.010981,4,32,128,1,1,4,6.631483,0.000000,6.631483,12.316,0.995862,12.629,590.924,629.139
