frame,path,teacher_top1_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,prototype_memory_size,update_applied,updates_this_frame,batch_size_used,det_loss,prototype_loss,total_loss,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
2661,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02662.jpg,0.034890,0,0,0,0,0,0,,,0.320014,1.694146,4,32,128,1,1,4,4.953287,0.000000,4.953287,13.004,0.029605,12.696,601.023,640.379
2662,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02663.jpg,0.026918,0,0,0,1,0,0,,,0.034546,1.070933,4,32,128,1,1,4,4.704151,0.000000,4.704151,12.520,0.052190,12.683,503.150,541.748
2663,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02664.jpg,0.038198,0,0,0,1,0,0,,,0.006541,1.013893,4,32,128,1,1,4,5.171368,0.000000,5.171368,13.347,0.026821,12.619,557.810,597.069
2664,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02665.jpg,0.033290,0,0,0,1,0,0,,,0.001109,1.003016,4,32,128,1,1,4,4.610631,0.000000,4.610631,12.132,0.023994,12.297,735.975,773.636
2665,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02666.jpg,0.027080,0,0,0,1,0,0,,,0.000793,1.002003,4,32,128,1,1,4,4.934102,0.000000,4.934102,12.518,0.019427,12.496,545.792,584.179
2666,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02667.jpg,0.036661,0,0,0,1,0,0,,,0.072989,1.214771,4,32,128,1,1,4,5.363151,0.000000,5.363151,12.335,0.023031,12.684,473.446,511.849
2667,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02668.jpg,0.014019,0,0,0,1,0,0,,,0.013252,1.063530,4,32,128,1,1,4,4.785161,0.000000,4.785161,13.149,0.048758,12.183,453.929,492.829
2668,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02669.jpg,0.042943,0,0,0,0,0,0,,,0.257768,1.187659,4,32,128,1,1,4,4.928856,0.000000,4.928856,12.309,0.076698,12.699,425.420,463.351
2669,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02670.jpg,0.088908,0,0,0,1,0,0,,,0.033218,1.029515,4,32,128,1,1,4,4.696597,0.000000,4.696597,12.165,0.128437,12.507,622.884,661.242
2670,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02671.jpg,0.106889,0,0,0,0,0,0,,,0.283828,1.460867,4,32,128,1,1,4,5.169941,0.000000,5.169941,12.848,0.079172,12.606,679.481,719.749
2671,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02672.jpg,0.086216,0,0,0,1,0,0,,,0.007837,1.014668,4,32,128,1,1,4,5.909321,0.000000,5.909321,12.628,0.075674,12.919,667.134,706.036
2672,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02673.jpg,0.092827,0,0,0,1,0,0,,,0.000560,1.001706,4,32,128,1,1,4,5.108204,0.000000,5.108204,12.562,0.087734,12.956,623.658,662.548
2673,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02674.jpg,0.146596,0,0,0,0,0,0,,,0.328057,22.074724,4,32,128,1,1,4,4.535923,0.000000,4.535923,13.222,0.194075,15.156,573.813,615.645
2674,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02675.jpg,0.164329,0,0,0,0,0,0,,,0.737093,1.292697,4,32,128,1,1,4,5.337720,0.000000,5.337720,13.037,0.163767,12.402,446.315,485.545
2675,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02676.jpg,0.041376,0,0,0,0,0,0,,,0.745607,1.314529,4,32,128,1,1,4,4.937827,0.000000,4.937827,12.505,0.052734,12.958,434.472,473.404
2676,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02677.jpg,0.073243,0,0,0,0,0,0,,,0.331040,22.577437,4,32,128,1,1,4,5.258625,0.000000,5.258625,12.427,0.058035,12.404,704.682,743.108
2677,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02678.jpg,0.058974,0,0,0,1,0,0,,,0.009993,1.009070,4,32,128,1,1,4,4.937628,0.000000,4.937628,12.496,0.040686,12.569,616.627,656.600
2678,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02679.jpg,0.056521,0,0,0,0,0,0,,,0.259377,1.162234,4,32,128,1,1,4,4.779418,0.000000,4.779418,12.508,0.040884,12.867,585.060,624.173
2679,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02680.jpg,0.065628,0,0,0,0,0,0,,,0.430546,14.728956,4,32,128,1,1,4,4.854889,0.000000,4.854889,13.283,0.062768,13.017,755.363,795.242
2680,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02681.jpg,0.038314,0,0,0,0,0,0,,,0.541020,15.191393,4,32,128,1,1,4,4.976003,0.000000,4.976003,12.586,0.060288,15.328,688.505,729.909
2681,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02682.jpg,0.062968,0,0,0,0,0,0,,,0.233610,1.053106,4,32,128,1,1,4,4.976327,0.000000,4.976327,12.375,0.047126,12.783,336.804,375.415
2682,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02683.jpg,0.048043,0,0,0,0,0,0,,,0.303800,20.258677,4,32,128,1,1,4,6.226506,0.000000,6.226506,12.854,0.059293,13.402,498.708,538.930
2683,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02684.jpg,0.093475,0,0,0,1,0,0,,,0.017079,1.073309,4,32,128,1,1,4,4.696022,0.000000,4.696022,12.503,0.120919,12.889,512.038,550.844
2684,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02685.jpg,0.055069,0,0,0,1,0,0,,,0.000821,1.023955,4,32,128,1,1,4,5.183269,0.000000,5.183269,12.874,0.070501,13.010,553.048,592.537
2685,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02686.jpg,0.045716,0,0,0,1,0,0,,,0.024577,1.111408,4,32,128,1,1,4,5.219079,0.000000,5.219079,12.991,0.057058,12.695,425.046,464.170
2686,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02687.jpg,0.027022,0,0,0,1,0,0,,,0.009573,1.062026,4,32,128,1,1,4,5.141333,0.000000,5.141333,12.357,0.033277,13.062,629.323,668.173
2687,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02688.jpg,0.049850,0,0,0,1,0,0,,,0.000986,1.000597,4,32,128,1,1,4,4.744378,0.000000,4.744378,13.084,0.062243,12.577,459.441,498.788
2688,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02689.jpg,0.049861,0,0,0,1,0,0,,,0.000003,1.000005,4,32,128,1,1,4,5.126873,0.000000,5.126873,12.670,0.062196,12.486,468.700,507.439
2689,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02690.jpg,0.040957,0,0,0,0,0,0,,,0.740273,1.956580,4,32,128,1,1,4,4.792445,0.000000,4.792445,12.597,0.042108,12.909,459.218,497.963
2690,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02691.jpg,0.097309,0,0,0,0,0,0,,,0.749601,2.003209,4,32,128,1,1,4,5.048954,0.000000,5.048954,12.823,0.120589,13.234,510.458,550.336
2691,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02692.jpg,0.061515,0,0,0,1,0,0,,,0.002937,1.006808,4,32,128,1,1,4,5.182326,0.000000,5.182326,13.292,0.075636,12.863,533.259,573.038
2692,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02693.jpg,0.051233,0,0,0,0,0,0,,,0.331336,14.072766,4,32,128,1,1,4,4.822908,0.000000,4.822908,12.679,0.040083,12.938,588.065,627.010
2693,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02694.jpg,0.104027,0,0,0,0,0,0,,,0.466561,8.878739,4,32,128,1,1,4,4.940631,0.000000,4.940631,12.375,0.099004,12.720,310.595,349.382
2694,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02695.jpg,0.059059,0,0,0,1,0,0,,,0.018483,1.128789,4,32,128,1,1,4,4.697428,0.000000,4.697428,12.682,0.060272,12.739,653.141,691.931
2695,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02696.jpg,0.041314,0,0,0,1,0,0,,,0.011527,1.148296,4,32,128,1,1,4,5.016293,0.000000,5.016293,13.728,0.043964,12.848,422.286,462.613
2696,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02697.jpg,0.046155,0,0,0,1,0,0,,,0.008886,1.024698,4,32,128,1,1,4,4.901737,0.000000,4.901737,12.669,0.047275,17.399,625.667,669.193
2697,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02698.jpg,0.035055,0,0,0,1,0,0,,,0.017474,1.060550,4,32,128,1,1,4,5.080135,0.000000,5.080135,12.697,0.038911,12.423,422.853,461.598
2698,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02699.jpg,0.024588,0,0,0,0,0,0,,,0.503313,10.777797,4,32,128,1,1,4,5.961322,0.000000,5.961322,12.899,0.016889,12.998,669.158,708.626
2699,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02700.jpg,0.024229,0,0,0,1,0,0,,,0.019060,1.041104,4,32,128,1,1,4,5.010221,0.000000,5.010221,13.005,0.022885,12.859,268.841,308.276
2700,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02701.jpg,0.036660,0,0,0,0,0,0,,,0.505268,8.860464,4,32,128,1,1,4,4.970617,0.000000,4.970617,12.720,0.039171,12.989,622.044,661.336
2701,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02702.jpg,0.064801,0,0,0,0,0,0,,,0.541324,9.853565,4,32,128,1,1,4,4.672545,0.000000,4.672545,13.610,0.055478,12.898,495.346,535.815
2702,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02703.jpg,0.076418,0,0,0,0,0,0,,,0.234187,1.031754,4,32,128,1,1,4,5.347587,0.000000,5.347587,12.503,0.060633,12.984,621.730,660.555
2703,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02704.jpg,0.037491,0,0,0,0,0,0,,,0.234218,1.039748,4,32,128,1,1,4,4.859071,0.000000,4.859071,12.723,0.028798,12.975,479.510,518.725
2704,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02705.jpg,0.032689,0,0,0,1,0,0,,,0.059285,1.134104,4,32,128,1,1,4,4.692330,0.000000,4.692330,12.838,0.024186,13.088,468.731,509.225
2705,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02706.jpg,0.056332,0,0,0,0,0,0,,,0.474532,6.151714,4,32,128,1,1,4,5.141207,0.000000,5.141207,12.499,0.052041,12.684,281.674,320.532
2706,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02707.jpg,0.028983,0,0,0,0,0,0,,,0.516529,6.938221,4,32,128,1,1,4,4.711933,0.000000,4.711933,12.818,0.025578,12.862,607.847,649.499
2707,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02708.jpg,0.026094,0,0,0,1,0,0,,,0.009415,1.018802,4,32,128,1,1,4,4.796432,0.000000,4.796432,12.486,0.021303,12.688,622.623,661.370
2708,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02709.jpg,0.033144,0,0,0,1,0,0,,,0.011347,1.022131,4,32,128,1,1,4,4.796731,0.000000,4.796731,12.209,0.027869,12.754,347.973,386.295
2709,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02710.jpg,0.059703,0,0,0,1,0,0,,,0.007143,1.011703,4,32,128,1,1,4,4.895996,0.000000,4.895996,12.851,0.048379,12.476,421.539,460.602
2710,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02711.jpg,0.074854,0,0,0,1,0,0,,,0.006638,1.012260,4,32,128,1,1,4,4.853457,0.000000,4.853457,12.161,0.064715,12.999,598.656,637.885
2711,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02712.jpg,0.110366,0,0,0,1,0,0,,,0.001340,1.001123,4,32,128,1,1,4,4.755620,0.000000,4.755620,12.724,0.102049,12.533,458.837,496.129
2712,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02713.jpg,0.110358,0,0,0,1,0,0,,,0.000000,1.000001,4,32,128,1,1,4,4.653590,0.000000,4.653590,12.204,0.102681,12.865,374.545,413.519
2713,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02714.jpg,0.052325,0,0,0,1,0,0,,,0.035970,1.105852,4,32,128,1,1,4,4.991495,0.000000,4.991495,12.799,0.069454,12.788,531.013,568.940
2714,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02715.jpg,0.066278,0,0,0,0,0,0,,,0.253818,1.467936,4,32,128,1,1,4,4.678451,0.000000,4.678451,12.630,0.104011,13.572,510.515,548.661
2715,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02716.jpg,0.104704,0,0,0,0,0,0,,,0.231779,1.615279,4,32,128,1,1,4,5.121216,0.000000,5.121216,13.274,0.098656,12.829,493.263,531.463
2716,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02717.jpg,0.104698,0,0,0,1,0,0,,,0.000031,1.000076,4,32,128,1,1,4,4.780097,0.000000,4.780097,12.156,0.099099,12.849,426.305,463.312
2717,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02718.jpg,0.070960,0,0,0,1,0,0,,,0.004754,1.007033,4,32,128,1,1,4,4.558066,0.000000,4.558066,12.509,0.065984,13.017,698.552,736.064
2718,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02719.jpg,0.047945,0,0,0,1,0,0,,,0.003639,1.008529,4,32,128,1,1,4,4.714576,0.000000,4.714576,12.978,0.042264,12.684,609.920,647.600
2719,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02720.jpg,0.063279,0,0,0,1,0,0,,,0.000604,1.000905,4,32,128,1,1,4,6.379978,0.000000,6.379978,12.585,0.054920,13.025,643.304,680.966
2720,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02721.jpg,0.061714,0,0,0,1,0,0,,,0.004777,1.005445,4,32,128,1,1,4,4.785752,0.000000,4.785752,12.944,0.052463,13.191,389.063,427.331
2721,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02722.jpg,0.072497,0,0,0,1,0,0,,,0.005266,1.011544,4,32,128,1,1,4,4.752391,0.000000,4.752391,13.332,0.065784,12.758,451.422,490.109
2722,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02723.jpg,0.072490,0,0,0,1,0,0,,,0.000006,1.000018,4,32,128,1,1,4,6.537076,0.000000,6.537076,12.679,0.065566,12.900,690.505,727.966
2723,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02724.jpg,0.039510,0,0,0,1,0,0,,,0.001804,1.001990,4,32,128,1,1,4,5.193743,0.000000,5.193743,12.922,0.036595,12.966,307.146,345.018
2724,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02725.jpg,0.043703,0,0,0,1,0,0,,,0.002466,1.007411,4,32,128,1,1,4,5.107921,0.000000,5.107921,13.123,0.051334,13.238,574.436,612.913
2725,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02726.jpg,0.098937,0,0,0,1,0,0,,,0.012948,1.038260,4,32,128,1,1,4,4.805765,0.000000,4.805765,12.579,0.089586,13.119,662.047,700.192
2726,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02727.jpg,0.176103,0,0,0,1,0,0,,,0.014246,1.040056,4,32,128,1,1,4,4.747602,0.000000,4.747602,12.839,0.178990,13.040,577.460,615.315
2727,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02728.jpg,0.176106,0,0,0,1,0,0,,,0.000002,1.000008,4,32,128,1,1,4,4.850539,0.000000,4.850539,13.218,0.178796,12.555,331.576,369.479
2728,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02729.jpg,0.072824,0,0,0,1,0,0,,,0.025900,1.087588,4,32,128,1,1,4,4.653655,0.000000,4.653655,12.293,0.064376,12.982,623.782,661.073
2729,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02730.jpg,0.070012,0,0,0,1,0,0,,,0.185160,1.942149,4,32,128,1,1,4,5.045397,0.000000,5.045397,12.655,0.096160,12.156,454.150,490.676
2730,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02731.jpg,0.080508,0,0,0,1,0,0,,,0.184997,1.962583,4,32,128,1,1,4,4.846727,0.000000,4.846727,12.097,0.117735,12.603,372.334,408.555
2731,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02732.jpg,0.060685,0,0,0,1,0,0,,,0.004864,1.011466,4,32,128,1,1,4,4.585786,0.000000,4.585786,12.726,0.071098,12.518,503.567,540.811
2732,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02733.jpg,0.110807,0,0,0,1,0,0,,,0.001004,1.000283,4,32,128,1,1,4,4.979568,0.000000,4.979568,16.262,0.127873,12.574,622.835,663.823
2733,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02734.jpg,0.106754,0,0,0,1,0,0,,,0.001011,1.002971,4,32,128,1,1,4,4.946362,0.000000,4.946362,12.856,0.114539,12.481,572.719,609.993
2734,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02735.jpg,0.168090,0,0,0,1,0,0,,,0.001202,1.000960,4,32,128,1,1,4,5.046827,0.000000,5.046827,12.303,0.193032,12.542,326.957,363.456
2735,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02736.jpg,0.107462,0,0,0,1,0,0,,,0.001224,1.002785,4,32,128,1,1,4,5.757000,0.000000,5.757000,12.867,0.120930,13.224,344.852,383.310
2736,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02737.jpg,0.135661,0,0,0,1,0,0,,,0.001897,1.005073,4,32,128,1,1,4,4.807833,0.000000,4.807833,12.901,0.150788,12.787,653.015,690.821
2737,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02738.jpg,0.069408,0,0,0,0,0,0,,,0.303685,2.928050,4,32,128,1,1,4,5.747857,0.000000,5.747857,12.274,0.137427,12.615,538.013,574.768
2738,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02739.jpg,0.071486,0,0,0,1,0,0,,,0.033724,1.094654,4,32,128,1,1,4,4.678663,0.000000,4.678663,12.067,0.130434,12.569,509.444,545.966
2739,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02740.jpg,0.190140,0,0,0,0,0,0,,,0.315231,3.035726,4,32,128,1,1,4,4.907093,0.000000,4.907093,12.878,0.198166,12.196,559.673,596.887
2740,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02741.jpg,0.079981,0,0,0,1,0,0,,,0.019457,1.051542,4,32,128,1,1,4,4.623458,0.000000,4.623458,12.286,0.112640,12.953,573.566,610.693
2741,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02742.jpg,0.122102,0,0,0,1,0,0,,,0.001264,1.003802,4,32,128,1,1,4,4.762213,0.000000,4.762213,12.455,0.120567,13.147,380.885,418.478
2742,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02743.jpg,0.122101,0,0,0,1,0,0,,,0.000001,1.000003,4,32,128,1,1,4,4.646564,0.000000,4.646564,12.809,0.120793,12.982,574.530,612.311
2743,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02744.jpg,0.099781,0,0,0,1,0,0,,,0.004015,1.008868,4,32,128,1,1,4,4.798173,0.000000,4.798173,13.240,0.096142,12.845,382.070,420.212
2744,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02745.jpg,0.122663,0,0,0,1,0,0,,,0.003072,1.003277,4,32,128,1,1,4,4.749681,0.000000,4.749681,12.810,0.210483,12.888,570.503,608.037
2745,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02746.jpg,0.145838,0,0,0,0,0,0,,,0.325750,3.036582,4,32,128,1,1,4,6.455373,0.000000,6.455373,12.628,0.317177,12.416,413.953,450.806
2746,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02747.jpg,0.115951,0,0,0,0,0,0,,,0.225161,1.835246,4,32,128,1,1,4,4.879733,0.000000,4.879733,12.783,0.450543,12.770,347.294,384.709
2747,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02748.jpg,0.109898,0,0,0,1,0,0,,,0.120736,1.532904,4,32,128,1,1,4,4.757955,0.000000,4.757955,12.953,0.137598,13.253,339.079,378.065
2748,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02749.jpg,0.143815,0,0,0,1,0,0,,,0.002701,1.009476,4,32,128,1,1,4,4.762048,0.000000,4.762048,12.545,0.150798,12.891,457.935,495.076
2749,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02750.jpg,0.154580,0,0,0,1,0,0,,,0.007387,1.022568,4,32,128,1,1,4,4.459373,0.000000,4.459373,12.527,0.164265,14.511,729.310,767.722
2750,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02751.jpg,0.158736,0,0,0,1,0,0,,,0.004828,1.005840,4,32,128,1,1,4,4.781194,0.000000,4.781194,13.133,0.185260,13.143,550.907,590.010
2751,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02752.jpg,0.180958,0,0,0,1,0,0,,,0.001677,1.005839,4,32,128,1,1,4,5.044587,0.000000,5.044587,12.992,0.206621,13.145,410.186,448.329
2752,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02753.jpg,0.177167,0,0,0,1,0,0,,,0.005367,1.018856,4,32,128,1,1,4,5.863808,0.000000,5.863808,12.797,0.213844,12.652,504.389,541.604
2753,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02754.jpg,0.181707,0,0,0,1,0,0,,,0.002341,1.000488,4,32,128,1,1,4,4.821885,0.000000,4.821885,12.719,0.248936,12.578,686.430,724.332
2754,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02755.jpg,0.149076,0,0,0,0,0,0,,,0.698657,18.459526,4,32,128,1,1,4,5.162591,0.000000,5.162591,12.135,0.257465,12.444,267.014,303.372
2755,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02756.jpg,0.165243,0,0,0,0,0,0,,,0.698047,18.499733,4,32,128,1,1,4,5.553966,0.000000,5.553966,12.715,0.181694,12.913,533.327,570.622
2756,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02757.jpg,0.210323,0,0,0,1,0,0,,,0.001441,1.005100,4,32,128,1,1,4,6.089526,0.000000,6.089526,13.826,0.378104,13.334,473.945,513.095
2757,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02758.jpg,0.155668,0,0,0,1,0,0,,,0.000938,1.003362,4,32,128,1,1,4,4.808084,0.000000,4.808084,12.820,0.256022,13.146,649.683,687.757
2758,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02759.jpg,0.225526,0,0,0,1,0,0,,,0.000403,1.000989,4,32,128,1,1,4,4.826305,0.000000,4.826305,13.782,0.339279,12.522,394.402,432.740
2759,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02760.jpg,0.134097,0,0,0,1,0,0,,,0.116092,1.523604,4,32,128,1,1,4,4.620928,0.000000,4.620928,12.483,0.453066,12.893,496.628,533.717
2760,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02761.jpg,0.119018,0,0,0,1,0,0,,,0.114222,1.559692,4,32,128,1,1,4,5.570467,0.000000,5.570467,14.120,0.405883,12.561,406.386,445.129
2761,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02762.jpg,0.232729,0,0,0,1,0,0,,,0.008819,1.016527,4,32,128,1,1,4,5.544223,0.000000,5.544223,13.410,0.424285,13.328,435.512,474.260
2762,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02763.jpg,0.252876,0,0,0,1,0,0,,,0.011159,1.026371,4,32,128,1,1,4,5.198441,0.000000,5.198441,12.832,0.546109,12.807,571.108,608.697
2763,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02764.jpg,0.200831,0,0,0,1,0,0,,,0.002242,1.006611,4,32,128,1,1,4,5.476558,0.000000,5.476558,13.625,0.454620,12.900,692.897,731.315
2764,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02765.jpg,0.202356,0,0,0,1,0,0,,,0.137594,1.575287,4,32,128,1,1,4,4.722363,0.000000,4.722363,12.899,0.578926,12.968,461.245,499.293
2765,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02766.jpg,0.171884,0,0,0,1,0,0,,,0.137780,1.553723,4,32,128,1,1,4,4.568216,0.000000,4.568216,12.654,0.502933,13.062,461.250,498.969
2766,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02767.jpg,0.326490,0,0,0,1,0,0,,,0.002402,1.008521,4,32,128,1,1,4,4.964892,0.000000,4.964892,13.125,0.508181,14.772,492.892,533.111
2767,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02768.jpg,0.260665,0,0,0,1,0,0,,,0.000793,1.002055,4,32,128,1,1,4,4.970833,0.000000,4.970833,12.954,0.563736,13.085,652.853,691.682
2768,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02769.jpg,0.276845,0,0,0,1,0,0,,,0.000748,1.002674,4,32,128,1,1,4,4.642874,0.000000,4.642874,12.979,0.573134,13.173,619.678,658.273
2769,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02770.jpg,0.262733,0,0,0,1,0,0,,,0.002433,1.006547,4,32,128,1,1,4,4.670482,0.000000,4.670482,12.943,0.519134,12.521,567.805,605.283
2770,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02771.jpg,0.262780,0,0,0,1,0,0,,,0.000001,1.000001,4,32,128,1,1,4,4.888022,0.000000,4.888022,12.652,0.519953,12.642,381.517,418.727
2771,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02772.jpg,0.237619,0,0,0,1,0,0,,,0.096170,1.314966,4,32,128,1,1,4,4.539359,0.000000,4.539359,13.078,0.543709,15.067,557.786,598.099
2772,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02773.jpg,0.102856,0,0,0,1,0,0,,,0.019749,1.085238,4,32,128,1,1,4,4.814706,0.000000,4.814706,13.494,0.372542,12.852,237.087,275.537
2773,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02774.jpg,0.321212,0,0,0,1,0,0,,,0.046525,1.161516,4,32,128,1,1,4,4.668641,0.000000,4.668641,12.625,0.546877,12.928,502.592,540.499
2774,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02775.jpg,0.201717,0,0,0,1,0,0,,,0.016094,1.058242,4,32,128,1,1,4,4.933516,0.000000,4.933516,13.762,0.477788,13.124,549.689,588.679
2775,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02776.jpg,0.088818,0,0,0,1,0,0,,,0.108258,1.419636,4,32,128,1,1,4,4.972404,0.000000,4.972404,13.675,0.478054,12.994,255.939,294.688
2776,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02777.jpg,0.120714,0,0,0,1,0,0,,,0.002778,1.009487,4,32,128,1,1,4,4.912096,0.000000,4.912096,13.009,0.364185,13.228,663.268,701.560
