frame,path,teacher_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,teacher_num_candidates,teacher_selected_rank,teacher_selected_score,teacher_selected_score_conf,teacher_selected_score_temporal,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,update_event_triggered,update_applied,updates_this_frame,batch_size_used,det_loss,total_loss,coverage_buffer_size,coverage_entries_added,coverage_entries_sampled,coverage_loss,coverage_region_entries_skipped,coverage_region_mean_student_conf,coverage_region_mean_teacher_conf,coverage_region_mean_conf_gap,memory_contrastive_loss,memory_contrastive_valid_entries,memory_contrastive_mean_pos_sim,memory_contrastive_mean_neg_sim,memory_contrastive_margin,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
0,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00001.jpg,0.641048,0,0,0,1,0,1,1,0.641048,0.641048,0.000000,0,,,,,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,18.270,0.641048,47.598,0.000,103.261
1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00002.jpg,0.641048,0,0,0,1,0,1,1,1.641048,0.641048,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,18.181,0.641048,14.704,0.000,53.755
2,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00003.jpg,0.776923,0,0,0,1,0,1,1,1.605282,0.776923,0.828359,0,,,0.016354,1.054807,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.616,0.776923,14.380,0.000,45.009
3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00004.jpg,0.680275,0,0,0,1,0,1,1,1.362378,0.680275,0.682103,0,,,0.030284,1.102039,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.948,0.680275,13.751,0.000,39.002
4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00005.jpg,0.748070,0,0,0,1,0,1,1,1.410459,0.748070,0.662390,0,,,0.020877,1.175343,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.163,0.748070,13.687,0.000,43.409
5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00006.jpg,0.748070,0,0,0,1,0,1,1,1.748070,0.748070,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.392,0.748070,13.344,0.000,38.757
6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00007.jpg,0.774327,0,0,0,1,0,1,1,1.653825,0.774327,0.879498,0,,,0.010755,1.037224,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.301,0.774327,13.473,0.000,38.854
7,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00008.jpg,0.762984,0,0,0,0,0,1,1,0.762984,0.762984,0.000000,0,,,0.233661,2.190912,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.676,0.762984,12.562,0.000,36.278
8,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00009.jpg,0.787730,0,0,0,1,0,1,1,1.765290,0.787730,0.977559,0,,,0.002497,1.006085,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.315,0.787730,12.767,0.000,42.531
9,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00010.jpg,0.269051,0,0,0,0,0,1,1,0.269051,0.269051,0.000000,0,,,0.211951,5.469030,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.858,0.269051,12.730,0.000,37.009
10,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00011.jpg,0.735096,0,0,0,1,0,1,1,0.739963,0.735096,0.004866,0,,,0.032259,2.478429,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.800,0.735096,13.237,0.000,37.281
11,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00012.jpg,0.720707,0,0,0,1,0,1,1,1.463155,0.720707,0.742448,0,,,0.030030,1.013718,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.504,0.720707,13.521,0.000,37.257
12,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00013.jpg,0.629040,0,0,0,1,0,1,1,1.389926,0.629040,0.760885,0,,,0.022938,1.090497,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.729,0.629040,13.055,0.000,43.707
13,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00014.jpg,0.710388,0,0,0,1,0,1,1,1.520305,0.710388,0.809917,0,,,0.018965,1.064024,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.217,0.710388,13.568,0.000,38.420
14,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00015.jpg,0.710388,0,0,0,1,0,1,1,1.710388,0.710388,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.621,0.710388,13.636,0.000,41.390
15,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00016.jpg,0.608971,0,0,0,1,0,1,1,1.192851,0.608971,0.583880,0,,,0.046908,1.153310,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.512,0.608971,13.477,0.000,37.408
16,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00017.jpg,0.766669,0,0,0,1,0,1,1,0.788835,0.766669,0.022166,0,,,0.180199,1.871497,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.794,0.766669,12.720,0.000,41.245
17,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00018.jpg,0.758212,0,0,0,1,0,1,1,1.582178,0.758212,0.823966,0,,,0.020256,1.052528,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.620,0.758212,12.185,0.000,36.231
18,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00019.jpg,0.593200,0,0,0,1,0,2,2,1.150427,0.593200,0.557227,0,,,0.053537,1.167476,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.270,0.777303,13.099,0.000,48.317
19,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00020.jpg,0.593200,0,0,0,1,0,2,2,1.593200,0.593200,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.318,0.777303,13.660,0.000,47.313
20,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00021.jpg,0.850822,0,0,0,0,0,2,1,0.850822,0.850822,0.000000,0,,,0.232174,1.978745,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.085,0.850822,13.311,0.000,44.435
21,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00022.jpg,0.837120,0,0,0,1,0,2,1,1.814892,0.837120,0.977772,0,,,0.001931,1.006961,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.740,0.837120,13.593,0.000,40.291
22,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00023.jpg,0.837567,0,0,0,1,0,2,1,1.813120,0.837567,0.975553,0,,,0.002466,1.000904,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.173,0.837567,13.659,0.000,41.189
23,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00024.jpg,0.839836,0,0,0,1,0,1,1,1.833293,0.839836,0.993457,0,,,0.000653,1.000644,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.378,0.839836,16.162,0.000,44.067
24,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00025.jpg,0.855603,0,0,0,1,0,1,1,1.810507,0.855603,0.954905,0,,,0.004687,1.000654,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.403,0.855603,13.151,0.000,43.909
25,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00026.jpg,0.761126,0,0,0,0,0,1,1,0.761126,0.761126,0.000000,0,,,0.250604,2.383342,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.978,0.761126,12.805,0.000,37.226
26,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00027.jpg,0.796143,0,0,0,0,0,2,1,0.796143,0.796143,0.000000,0,,,0.241409,2.307664,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.145,0.796143,13.342,0.000,38.618
27,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00028.jpg,0.777080,0,0,0,1,0,2,1,1.713976,0.777080,0.936896,0,,,0.005084,1.021655,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.238,0.777080,13.613,0.000,38.807
28,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00029.jpg,0.807009,0,0,0,1,0,2,1,1.743478,0.807009,0.936468,0,,,0.006205,1.008997,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.376,0.807009,12.923,0.000,42.875
29,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00030.jpg,0.786611,0,0,0,1,0,2,1,1.703227,0.786611,0.916616,0,,,0.006552,1.032420,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.138,0.786611,12.806,0.000,37.851
30,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00031.jpg,0.574654,0,0,0,0,0,2,1,0.574654,0.574654,0.000000,0,,,0.220021,1.832352,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.682,0.574654,12.688,0.000,40.099
31,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00032.jpg,0.677804,0,0,0,0,0,2,1,0.677804,0.677804,0.000000,0,,,0.204716,9.919765,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.477,0.677804,12.976,0.000,40.932
32,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00033.jpg,0.697927,0,0,0,1,0,2,1,1.671833,0.697927,0.973906,0,,,0.001428,1.004984,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.139,0.697927,13.111,0.000,44.078
33,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00034.jpg,0.697927,0,0,0,1,0,2,1,1.697927,0.697927,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.959,0.697927,12.777,0.000,37.244
34,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00035.jpg,0.453176,0,0,0,1,0,2,2,1.098044,0.453176,0.644868,0,,,0.025500,1.171926,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.947,0.690378,14.048,0.000,50.820
35,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00036.jpg,0.564345,0,0,0,1,0,2,2,0.834954,0.564345,0.270610,0,,,0.079027,1.487239,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.260,0.709036,13.688,0.000,50.435
36,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00037.jpg,0.641048,0,0,0,0,0,1,1,0.641048,0.641048,0.000000,0,,,0.443983,2.861190,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.082,0.641048,12.909,0.000,43.421
37,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00038.jpg,0.707168,0,0,0,1,0,2,1,1.349001,0.707168,0.641833,0,,,0.041494,1.086768,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.505,0.707168,12.945,0.000,38.464
38,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00039.jpg,0.408099,0,0,0,1,0,2,2,0.723012,0.408099,0.314913,0,,,0.090652,1.279352,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.333,0.582385,13.950,0.000,52.503
39,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00040.jpg,0.654145,0,0,0,1,0,2,1,0.759797,0.654145,0.105652,0,,,0.152884,1.443241,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.390,0.654145,12.932,0.000,38.189
40,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00041.jpg,0.810247,0,0,0,1,0,1,1,1.788028,0.810247,0.977781,0,,,0.001960,1.002877,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.268,0.810247,12.905,0.000,44.353
41,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00042.jpg,0.807693,0,0,0,1,0,2,1,1.763469,0.807693,0.955776,0,,,0.004343,1.013998,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.498,0.807693,13.311,0.000,37.083
42,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00043.jpg,0.755115,0,0,0,1,0,2,1,1.706930,0.755115,0.951815,0,,,0.002373,1.022551,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.711,0.755115,13.150,0.000,37.824
43,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00044.jpg,0.755115,0,0,0,1,0,2,1,1.755115,0.755115,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.024,0.755115,12.434,0.000,35.296
44,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00045.jpg,0.466580,0,0,0,1,0,2,2,1.052505,0.466580,0.585925,0,,,0.049906,1.151482,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.012,0.492451,12.741,0.000,53.976
45,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00046.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.046,0.194959,12.708,0.000,35.603
46,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00047.jpg,0.510390,0,0,0,1,0,1,1,0.510390,0.510390,0.000000,0,,,,,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.659,0.510390,12.619,0.000,38.275
47,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00048.jpg,0.341069,0,0,0,1,0,2,2,1.220502,0.341069,0.879434,0,,,0.013318,1.032040,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.962,0.399717,13.318,0.000,46.311
48,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00049.jpg,0.679488,0,0,0,0,0,2,1,0.679488,0.679488,0.000000,0,,,0.175943,8.918719,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.203,0.679488,15.895,0.000,48.277
49,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00050.jpg,0.734312,0,0,0,1,0,2,1,1.105777,0.734312,0.371464,0,,,0.063736,1.358659,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.975,0.734312,13.368,0.000,38.625
50,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00051.jpg,0.664311,0,0,0,1,0,2,1,1.255373,0.664311,0.591062,0,,,0.037911,1.145598,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.151,0.664311,14.538,0.000,42.737
51,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00052.jpg,0.630266,0,0,0,1,0,2,1,1.287476,0.630266,0.657210,0,,,0.031570,1.132426,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.923,0.630266,13.201,0.000,35.985
52,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00053.jpg,0.630266,0,0,0,1,0,2,1,1.630266,0.630266,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.050,0.630266,13.319,0.000,42.960
53,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00054.jpg,0.380025,0,0,0,1,0,2,2,0.810703,0.380025,0.430677,0,,,0.039806,1.366885,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.578,0.509901,13.610,0.000,47.450
54,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00055.jpg,0.757477,0,0,0,1,0,2,1,0.844264,0.757477,0.086787,0,,,0.107239,1.952091,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.260,0.757477,13.089,0.000,38.923
55,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00056.jpg,0.473823,0,0,0,1,0,2,2,0.817180,0.473823,0.343356,0,,,0.069026,1.374579,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.700,0.482319,12.699,0.000,38.388
56,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00057.jpg,0.631844,0,0,0,1,0,2,1,1.567054,0.631844,0.935210,0,,,0.004211,1.006064,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.131,0.631844,12.799,0.000,42.288
57,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00058.jpg,0.631844,0,0,0,1,0,2,1,1.631844,0.631844,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.167,0.631844,12.882,0.000,37.610
58,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00059.jpg,0.672385,0,0,0,1,0,2,1,1.583768,0.672385,0.911383,0,,,0.006752,1.016723,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.726,0.672385,13.086,0.000,37.869
59,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00060.jpg,0.737344,0,0,0,1,0,2,1,1.650597,0.737344,0.913254,0,,,0.006004,1.026456,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.596,0.737344,12.754,0.000,36.751
60,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00061.jpg,0.821736,0,0,0,1,0,2,1,0.877333,0.821736,0.055596,0,0.495097,,0.130515,2.015178,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.966,0.821736,12.891,0.000,43.769
61,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00062.jpg,0.821736,0,0,1,1,0,2,1,1.821736,0.821736,1.000000,1,1.000000,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.344,0.821736,12.721,0.000,36.165
62,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00063.jpg,0.881057,1,1,1,1,1,2,1,1.761127,0.881057,0.880070,2,0.936009,0.936009,0.006072,1.045485,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.183,0.881057,18.602,0.000,82.313
63,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00064.jpg,0.757122,0,0,0,1,0,2,1,1.687637,0.757122,0.930514,0,,,0.004011,1.023054,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.578,0.757122,13.836,0.000,41.747
64,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00065.jpg,0.539118,0,0,0,0,0,1,1,0.539118,0.539118,0.000000,0,,,0.321684,6.409406,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.779,0.539118,13.187,0.000,39.211
65,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00066.jpg,0.821308,0,0,0,0,0,2,1,0.821308,0.821308,0.000000,0,0.058369,,0.340859,5.742130,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.561,0.821308,13.502,0.000,39.165
66,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00067.jpg,0.736399,0,0,0,1,0,2,1,1.555722,0.736399,0.819323,0,,,0.009668,1.091031,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.557,0.736399,14.140,0.000,40.323
67,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00068.jpg,0.852535,0,0,1,1,0,2,1,1.796501,0.852535,0.943966,1,0.967504,,0.002862,1.015243,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,17.242,0.852535,13.666,0.000,42.397
68,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00069.jpg,0.389035,0,0,0,1,0,2,2,0.592265,0.389035,0.203230,0,,,0.083786,1.635091,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.257,0.420537,13.562,0.000,39.739
69,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00070.jpg,0.436161,0,0,0,1,0,2,1,0.792818,0.436161,0.356656,0,,,0.073209,1.348220,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.485,0.436161,13.284,0.000,38.969
70,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00071.jpg,0.436161,0,0,0,1,0,2,1,1.436161,0.436161,1.000000,0,,,0.000000,1.000000,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.750,0.436161,14.054,0.000,38.444
71,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00072.jpg,0.753768,0,0,0,1,0,2,1,0.795014,0.753768,0.041246,0,,,0.143928,2.044422,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.266,0.753768,13.606,0.000,38.987
72,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00073.jpg,0.840979,0,0,1,1,0,2,1,1.730676,0.840979,0.889698,1,0.949319,,0.005644,1.053386,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.202,0.840979,13.551,0.000,38.744
73,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00074.jpg,0.877290,1,1,1,1,1,2,1,1.683443,0.877290,0.806153,2,0.911914,0.911914,0.011244,1.094974,0,2,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.406,0.877290,14.407,0.000,51.222
74,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00075.jpg,0.868298,1,1,1,1,1,2,1,1.712469,0.868298,0.844171,3,0.926202,0.926202,0.009506,1.064629,0,3,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.077,0.868298,13.758,0.000,57.641
75,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00076.jpg,0.890742,1,1,1,1,1,2,1,1.738323,0.890742,0.847581,4,0.930610,0.930610,0.008315,1.074564,4,4,1,1,1,4,10.519547,10.579711,0,0,0,0.000000,0,,,,0.601631,4,0.916927,0.897775,0.019152,13.381,0.890750,18.682,750.039,808.916
76,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00077.jpg,0.887856,1,1,1,1,1,2,1,1.793793,0.887856,0.905937,5,0.952988,0.952988,0.003409,1.049331,4,5,1,1,1,4,10.345899,10.429435,0,0,0,0.000000,0,,,,0.835359,4,0.925367,0.911344,0.014024,14.168,0.887987,14.626,494.599,558.540
77,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00078.jpg,0.887892,1,1,1,1,1,2,1,1.887852,0.887892,0.999960,6,0.999971,0.999971,0.000002,1.000002,4,6,1,1,1,4,10.034142,10.137290,0,0,0,0.000000,0,,,,1.031486,4,0.927351,0.916975,0.010376,14.764,0.888362,14.815,888.781,945.041
78,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00079.jpg,0.898210,1,1,1,1,1,2,1,1.840612,0.898210,0.942402,7,0.963386,0.963386,0.002093,1.017154,4,7,1,1,1,4,9.569623,9.671198,0,0,0,0.000000,0,,,,1.015748,4,0.925526,0.912736,0.012790,14.321,0.899734,14.426,660.725,716.343
79,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00080.jpg,0.889743,1,1,1,1,1,2,1,1.849492,0.889743,0.959748,8,0.971295,0.971295,0.000553,1.013721,4,8,1,1,1,4,10.221833,10.325376,0,0,0,0.000000,0,,,,1.035422,4,0.919208,0.909522,0.009686,14.356,0.891282,14.278,437.668,492.118
80,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00081.jpg,0.869089,1,1,1,1,1,2,1,1.750839,0.869089,0.881750,9,0.946962,0.946962,0.006550,1.056007,4,9,1,1,1,4,9.521919,9.624819,0,0,0,0.000000,0,,,,1.028996,4,0.915347,0.904633,0.010714,13.798,0.870672,15.634,759.051,814.782
81,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00082.jpg,0.667866,0,0,0,1,0,2,1,1.447030,0.667866,0.779164,0,,,0.014563,1.059532,4,9,1,1,1,4,10.172403,10.274835,0,0,0,0.000000,0,,,,1.024316,4,0.902186,0.890749,0.011437,14.205,0.674994,14.172,602.250,646.329
82,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00083.jpg,0.882972,0,0,1,1,0,2,1,1.607701,0.882972,0.724729,1,0.873666,,0.018474,1.129074,4,9,1,1,1,4,10.241868,10.343636,0,0,0,0.000000,0,,,,1.017672,4,0.904106,0.891569,0.012537,13.981,0.886943,14.254,763.109,807.112
83,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00084.jpg,0.864636,1,1,1,1,1,1,1,1.733920,0.864636,0.869283,2,0.934175,0.934175,0.008252,1.044128,4,10,1,1,1,4,9.639836,9.738648,0,0,0,0.000000,0,,,,0.988124,4,0.909122,0.891885,0.017237,14.432,0.866768,15.014,754.992,812.104
84,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00085.jpg,0.877165,1,1,1,1,1,1,1,1.852813,0.877165,0.975648,3,0.987460,0.987460,0.000904,1.011213,4,11,1,1,1,4,10.315170,10.414814,0,0,0,0.000000,0,,,,0.996439,4,0.906868,0.891042,0.015827,14.288,0.879901,14.292,820.354,875.467
85,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00086.jpg,0.875152,1,1,1,1,1,2,1,1.788874,0.875152,0.913722,4,0.959809,0.959809,0.004763,1.037187,4,12,1,1,1,4,9.825777,9.922700,0,0,0,0.000000,0,,,,0.969232,4,0.912686,0.892486,0.020200,14.467,0.881097,16.586,852.149,909.482
86,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00087.jpg,0.898932,1,1,1,1,1,2,1,1.859083,0.898932,0.960152,5,0.969968,0.969968,0.000846,1.008873,4,13,1,1,1,4,11.163191,11.259197,0,0,0,0.000000,0,,,,0.960062,4,0.899840,0.878193,0.021647,14.590,0.905634,15.429,688.155,747.526
87,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00088.jpg,0.898878,1,1,1,1,1,2,1,1.898806,0.898878,0.999929,6,0.999951,0.999951,0.000004,1.000004,4,14,1,1,1,4,10.610841,10.703759,0,0,0,0.000000,0,,,,0.929186,4,0.896856,0.870063,0.026793,13.629,0.906274,14.542,532.098,586.619
88,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00089.jpg,0.907405,1,1,1,1,1,2,1,1.748818,0.907405,0.841413,7,0.924222,0.924222,0.009396,1.067078,4,15,1,1,1,4,9.987122,10.075996,0,0,0,0.000000,0,,,,0.888745,4,0.895863,0.862297,0.033566,13.410,0.917490,14.726,761.020,816.061
89,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00090.jpg,0.907420,1,1,1,1,1,2,1,1.907131,0.907420,0.999711,8,0.999865,0.999865,0.000016,1.000108,4,16,1,1,1,4,9.358096,9.447762,0,0,0,0.000000,0,,,,0.896654,4,0.895617,0.863389,0.032229,14.097,0.918274,14.540,818.323,872.806
90,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00091.jpg,0.910586,1,1,1,1,1,2,1,1.895181,0.910586,0.984595,9,0.990185,0.990185,0.000867,1.001973,4,17,1,1,1,4,9.217478,9.306431,0,0,0,0.000000,0,,,,0.889528,4,0.878770,0.845370,0.033400,13.937,0.922183,14.749,671.749,728.124
