dataset,dataset_label,model,model_label,segment_index,start_index,end_index,start_frame,end_frame,length,start_image,end_image,low_conf_count,no_detection_count,weird_count,box_jump_count,high_conf_weird_count,bad_rate,good_rate,mean_top1_conf,fda_mix_bad_count,fda_mix_bad_rate,fda_mix_low_conf_count,fda_mix_weird_count,fda_mix_box_jump_count,fda_mix_high_conf_weird_count,fda_mix_max_bad_streak,current_odad_bad_count,current_odad_bad_rate,current_odad_low_conf_count,current_odad_weird_count,current_odad_box_jump_count,current_odad_high_conf_weird_count,current_odad_max_bad_streak,shadow_5500_bad_count,shadow_5500_bad_rate,shadow_5500_low_conf_count,shadow_5500_weird_count,shadow_5500_box_jump_count,shadow_5500_high_conf_weird_count,shadow_5500_max_bad_streak,shadow_6500_bad_count,shadow_6500_bad_rate,shadow_6500_low_conf_count,shadow_6500_weird_count,shadow_6500_box_jump_count,shadow_6500_high_conf_weird_count,shadow_6500_max_bad_streak,rank_by_model_length
lab,Lab,current_odad,Current Odad,102,3258,3263,3259,3264,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03259.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03264.jpg,6,0,0,0,0,1.0,0.0,0.15890191495418549,2,0.3333333432674408,0,2,0,0,2,6,1.0,6,0,0,0,6,6,1.0,6,0,0,0,6,2,0.3333333432674408,2,0,0,0,1,64
lab,Lab,current_odad,Current Odad,128,3939,3944,3940,3945,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03940.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03945.jpg,0,0,4,5,2,1.0,0.0,0.578501284122467,0,0.0,0,0,0,0,0,6,1.0,0,4,5,2,6,0,0.0,0,0,0,0,0,2,0.3333333432674408,0,1,2,0,2,65
lab,Lab,current_odad,Current Odad,140,4254,4259,4255,4260,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04255.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04260.jpg,5,0,0,4,0,1.0,0.0,0.16261307895183563,0,0.0,0,0,0,0,0,6,1.0,5,0,4,0,6,5,0.8333333134651184,5,0,0,0,5,0,0.0,0,0,0,0,0,66
lab,Lab,current_odad,Current Odad,167,4802,4807,4803,4808,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04803.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04808.jpg,2,0,5,4,0,1.0,0.0,0.4813094139099121,4,0.6666666865348816,0,4,0,3,4,6,1.0,2,5,4,0,6,0,0.0,0,0,0,0,0,1,0.1666666716337204,1,0,0,0,1,67
lab,Lab,current_odad,Current Odad,200,5456,5461,5457,5462,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05457.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05462.jpg,6,0,1,1,0,1.0,0.0,0.06335914134979248,1,0.1666666716337204,1,0,0,0,1,6,1.0,6,1,1,0,6,1,0.1666666716337204,1,0,0,0,1,1,0.1666666716337204,1,0,0,0,1,68
lab,Lab,current_odad,Current Odad,226,6421,6426,6422,6427,6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06422.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06427.jpg,5,0,3,2,0,1.0,0.0,0.15438425540924072,0,0.0,0,0,0,0,0,6,1.0,5,3,2,0,6,5,0.8333333134651184,5,0,0,0,5,5,0.8333333134651184,5,3,2,0,5,69
lab,Lab,current_odad,Current Odad,4,160,164,161,165,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00161.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00165.jpg,0,0,5,2,2,1.0,0.0,0.6111104488372803,2,0.4000000059604645,0,2,0,0,2,5,1.0,0,5,2,2,5,3,0.6000000238418579,1,2,1,0,3,3,0.6000000238418579,1,3,1,0,3,70
lab,Lab,current_odad,Current Odad,11,252,256,253,257,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00253.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00257.jpg,0,0,4,1,1,1.0,0.0,0.5845071077346802,0,0.0,0,0,0,0,0,5,1.0,0,4,1,1,5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,71
lab,Lab,current_odad,Current Odad,19,442,446,443,447,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00443.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00447.jpg,1,0,3,4,0,1.0,0.0,0.342567503452301,1,0.20000000298023224,0,1,0,0,1,5,1.0,1,3,4,0,5,5,1.0,0,5,0,1,5,5,1.0,1,5,1,0,5,72
lab,Lab,current_odad,Current Odad,57,1789,1793,1790,1794,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01790.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01794.jpg,2,0,5,1,0,1.0,0.0,0.29974132776260376,4,0.800000011920929,2,4,0,0,2,5,1.0,2,5,1,0,5,4,0.800000011920929,3,3,2,0,3,5,1.0,3,4,2,0,5,73
lab,Lab,current_odad,Current Odad,81,2192,2196,2193,2197,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02193.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02197.jpg,4,0,2,2,0,1.0,0.0,0.08114007860422134,0,0.0,0,0,0,0,0,5,1.0,4,2,2,0,5,3,0.6000000238418579,3,0,0,0,3,2,0.4000000059604645,1,0,1,0,2,74
lab,Lab,current_odad,Current Odad,106,3300,3304,3301,3305,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03301.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03305.jpg,5,0,1,1,0,1.0,0.0,0.05268242210149765,0,0.0,0,0,0,0,0,5,1.0,5,1,1,0,5,2,0.4000000059604645,2,0,1,0,2,2,0.4000000059604645,2,0,1,0,2,75
lab,Lab,current_odad,Current Odad,145,4305,4309,4306,4310,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04306.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04310.jpg,5,0,0,0,0,1.0,0.0,0.1455005705356598,5,1.0,0,5,0,1,5,5,1.0,5,0,0,0,5,3,0.6000000238418579,3,0,0,0,3,2,0.4000000059604645,2,0,0,0,1,76
lab,Lab,current_odad,Current Odad,148,4328,4332,4329,4333,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04329.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04333.jpg,5,0,0,0,0,1.0,0.0,0.11090512573719025,5,1.0,0,5,1,0,5,5,1.0,5,0,0,0,5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,77
lab,Lab,current_odad,Current Odad,154,4387,4391,4388,4392,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04388.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04392.jpg,4,0,4,4,0,1.0,0.0,0.19742710888385773,2,0.4000000059604645,2,0,0,0,2,5,1.0,4,4,4,0,5,4,0.800000011920929,4,0,0,0,4,1,0.20000000298023224,1,0,0,0,1,78
lab,Lab,current_odad,Current Odad,156,4401,4405,4402,4406,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04402.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04406.jpg,5,0,0,1,0,1.0,0.0,0.06295916438102722,0,0.0,0,0,0,0,0,5,1.0,5,0,1,0,5,5,1.0,5,0,0,0,5,4,0.800000011920929,4,0,0,0,4,79
lab,Lab,current_odad,Current Odad,160,4557,4561,4558,4562,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04558.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04562.jpg,0,0,4,1,1,1.0,0.0,0.550345778465271,0,0.0,0,0,0,0,0,5,1.0,0,4,1,1,5,1,0.20000000298023224,1,0,0,0,1,2,0.4000000059604645,1,1,2,0,2,80
lab,Lab,current_odad,Current Odad,174,5164,5168,5165,5169,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05165.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05169.jpg,0,0,3,4,2,1.0,0.0,0.8305414319038391,1,0.20000000298023224,0,1,0,0,1,5,1.0,0,3,4,2,5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,81
lab,Lab,current_odad,Current Odad,184,5325,5329,5326,5330,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05326.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05330.jpg,5,0,2,2,0,1.0,0.0,0.08313921838998795,3,0.6000000238418579,2,1,0,0,1,5,1.0,5,2,2,0,5,5,1.0,5,0,0,0,5,5,1.0,5,2,2,0,5,82
lab,Lab,current_odad,Current Odad,206,5701,5705,5702,5706,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05702.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05706.jpg,0,0,4,2,2,1.0,0.0,0.787150502204895,0,0.0,0,0,0,0,0,5,1.0,0,4,2,2,5,2,0.4000000059604645,2,0,0,0,2,3,0.6000000238418579,2,2,2,0,3,83
lab,Lab,current_odad,Current Odad,222,6385,6389,6386,6390,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06386.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06390.jpg,5,0,2,2,0,1.0,0.0,0.06233144924044609,0,0.0,0,0,0,0,0,5,1.0,5,2,2,0,5,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,84
lab,Lab,current_odad,Current Odad,225,6415,6419,6416,6420,5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06416.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06420.jpg,4,0,3,2,0,1.0,0.0,0.15715308487415314,5,1.0,2,4,0,0,5,5,1.0,4,3,2,0,5,5,1.0,5,1,2,0,5,5,1.0,5,1,2,0,5,85
lab,Lab,current_odad,Current Odad,8,206,209,207,210,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00207.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00210.jpg,0,0,3,2,3,1.0,0.0,0.9516111016273499,0,0.0,0,0,0,0,0,4,1.0,0,3,2,3,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,86
lab,Lab,current_odad,Current Odad,27,899,902,900,903,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00900.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00903.jpg,4,0,0,0,0,1.0,0.0,0.12637412548065186,0,0.0,0,0,0,0,0,4,1.0,4,0,0,0,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,87
lab,Lab,current_odad,Current Odad,38,983,986,984,987,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00984.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00987.jpg,0,0,3,2,2,1.0,0.0,0.6108200550079346,3,0.75,1,2,0,0,2,4,1.0,0,3,2,2,4,4,1.0,4,2,2,0,4,4,1.0,3,3,2,0,4,88
lab,Lab,current_odad,Current Odad,78,2160,2163,2161,2164,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02161.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02164.jpg,4,0,0,0,0,1.0,0.0,0.09669466316699982,0,0.0,0,0,0,0,0,4,1.0,4,0,0,0,4,4,1.0,4,0,0,0,4,4,1.0,4,0,0,0,4,89
lab,Lab,current_odad,Current Odad,80,2186,2189,2187,2190,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02187.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02190.jpg,4,0,0,2,0,1.0,0.0,0.05048609897494316,1,0.25,0,1,0,1,1,4,1.0,4,0,2,0,4,0,0.0,0,0,0,0,0,1,0.25,1,0,0,0,1,90
lab,Lab,current_odad,Current Odad,110,3466,3469,3467,3470,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03467.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03470.jpg,2,0,3,1,0,1.0,0.0,0.21417762339115143,3,0.75,1,2,0,0,2,4,1.0,2,3,1,0,4,1,0.25,1,0,0,0,1,2,0.5,2,0,0,0,2,91
lab,Lab,current_odad,Current Odad,113,3500,3503,3501,3504,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03501.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03504.jpg,0,0,2,4,2,1.0,0.0,0.8717817068099976,0,0.0,0,0,0,0,0,4,1.0,0,2,4,2,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,92
lab,Lab,current_odad,Current Odad,114,3506,3509,3507,3510,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03507.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03510.jpg,0,0,3,2,3,1.0,0.0,0.8648676872253418,0,0.0,0,0,0,0,0,4,1.0,0,3,2,3,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,93
lab,Lab,current_odad,Current Odad,117,3539,3542,3540,3543,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03540.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03543.jpg,3,0,3,1,0,1.0,0.0,0.24243499338626862,1,0.25,1,0,0,0,1,4,1.0,3,3,1,0,4,1,0.25,1,0,0,0,1,2,0.5,2,0,0,0,2,94
lab,Lab,current_odad,Current Odad,118,3544,3547,3545,3548,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03545.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03548.jpg,2,0,1,2,0,1.0,0.0,0.3024040460586548,0,0.0,0,0,0,0,0,4,1.0,2,1,2,0,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,95
lab,Lab,current_odad,Current Odad,136,4157,4160,4158,4161,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04158.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04161.jpg,1,0,3,2,2,1.0,0.0,0.6051499843597412,4,1.0,0,4,0,3,4,4,1.0,1,3,2,2,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,96
lab,Lab,current_odad,Current Odad,143,4276,4279,4277,4280,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04277.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_04280.jpg,0,0,2,4,0,1.0,0.0,0.5067998170852661,0,0.0,0,0,0,0,0,4,1.0,0,2,4,0,4,3,0.75,3,0,0,0,2,2,0.5,2,0,0,0,1,97
lab,Lab,current_odad,Current Odad,181,5290,5293,5291,5294,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05291.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05294.jpg,4,0,0,0,0,1.0,0.0,0.16285718977451324,4,1.0,0,4,0,2,4,4,1.0,4,0,0,0,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,98
lab,Lab,current_odad,Current Odad,192,5401,5404,5402,5405,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05402.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05405.jpg,4,0,0,0,0,1.0,0.0,0.1524827480316162,2,0.5,0,2,0,0,2,4,1.0,4,0,0,0,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,99
lab,Lab,current_odad,Current Odad,198,5431,5434,5432,5435,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05432.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05435.jpg,4,0,0,0,0,1.0,0.0,0.16372086107730865,0,0.0,0,0,0,0,0,4,1.0,4,0,0,0,4,0,0.0,0,0,0,0,0,4,1.0,4,0,0,0,4,100
lab,Lab,current_odad,Current Odad,203,5629,5632,5630,5633,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05630.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05633.jpg,4,0,2,4,0,1.0,0.0,0.11135074496269226,0,0.0,0,0,0,0,0,4,1.0,4,2,4,0,4,0,0.0,0,0,0,0,0,1,0.25,1,0,0,0,1,101
lab,Lab,current_odad,Current Odad,216,6093,6096,6094,6097,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06094.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06097.jpg,0,0,3,2,0,1.0,0.0,0.7680974006652832,0,0.0,0,0,0,0,0,4,1.0,0,3,2,0,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,102
lab,Lab,current_odad,Current Odad,220,6377,6380,6378,6381,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06378.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06381.jpg,4,0,0,0,0,1.0,0.0,0.06576453149318695,4,1.0,0,4,0,1,4,4,1.0,4,0,0,0,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,103
lab,Lab,current_odad,Current Odad,238,6568,6571,6569,6572,4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06569.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_06572.jpg,4,0,0,0,0,1.0,0.0,0.16777770221233368,0,0.0,0,0,0,0,0,4,1.0,4,0,0,0,4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,104
lab,Lab,current_odad,Current Odad,2,45,47,46,48,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00046.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00048.jpg,0,0,2,2,0,1.0,0.0,0.7293457388877869,1,0.3333333432674408,0,1,0,0,1,3,1.0,0,2,2,0,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,105
lab,Lab,current_odad,Current Odad,5,172,174,173,175,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00173.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00175.jpg,0,0,2,1,0,1.0,0.0,0.7169464230537415,0,0.0,0,0,0,0,0,3,1.0,0,2,1,0,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,106
lab,Lab,current_odad,Current Odad,12,259,261,260,262,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00260.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00262.jpg,0,0,2,2,0,1.0,0.0,0.8251864910125732,2,0.6666666865348816,0,2,0,0,2,3,1.0,0,2,2,0,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,107
lab,Lab,current_odad,Current Odad,13,267,269,268,270,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00268.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00270.jpg,0,0,2,2,2,1.0,0.0,0.9383464455604553,0,0.0,0,0,0,0,0,3,1.0,0,2,2,2,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,108
lab,Lab,current_odad,Current Odad,18,438,440,439,441,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00439.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00441.jpg,1,0,1,2,0,1.0,0.0,0.3635886013507843,0,0.0,0,0,0,0,0,3,1.0,1,1,2,0,3,3,1.0,1,3,0,0,3,3,1.0,2,2,3,0,3,109
lab,Lab,current_odad,Current Odad,25,845,847,846,848,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00846.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00848.jpg,1,0,1,2,0,1.0,0.0,0.45696917176246643,1,0.3333333432674408,0,1,0,1,1,3,1.0,1,1,2,0,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,110
lab,Lab,current_odad,Current Odad,29,908,910,909,911,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00909.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00911.jpg,2,0,1,2,0,1.0,0.0,0.23591017723083496,2,0.6666666865348816,0,2,0,0,2,3,1.0,2,1,2,0,3,0,0.0,0,0,0,0,0,1,0.3333333432674408,1,0,0,0,1,111
lab,Lab,current_odad,Current Odad,34,950,952,951,953,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00951.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00953.jpg,3,0,2,2,0,1.0,0.0,0.04258608818054199,1,0.3333333432674408,1,1,0,0,1,3,1.0,3,2,2,0,3,3,1.0,3,0,0,0,3,3,1.0,3,2,2,0,3,112
lab,Lab,current_odad,Current Odad,37,978,980,979,981,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00979.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00981.jpg,1,0,2,2,0,1.0,0.0,0.415365606546402,0,0.0,0,0,0,0,0,3,1.0,1,2,2,0,3,3,1.0,3,0,0,0,3,2,0.6666666865348816,2,0,0,0,2,113
lab,Lab,current_odad,Current Odad,41,1022,1024,1023,1025,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01023.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01025.jpg,3,0,0,0,0,1.0,0.0,0.1390088051557541,3,1.0,0,3,0,1,3,3,1.0,3,0,0,0,3,1,0.3333333432674408,1,0,0,0,1,1,0.3333333432674408,1,0,0,0,1,114
lab,Lab,current_odad,Current Odad,54,1624,1626,1625,1627,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01625.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01627.jpg,2,0,0,2,0,1.0,0.0,0.33894941210746765,2,0.6666666865348816,2,0,0,0,2,3,1.0,2,0,2,0,3,2,0.6666666865348816,2,0,0,0,2,2,0.6666666865348816,2,0,0,0,2,115
lab,Lab,current_odad,Current Odad,65,2052,2054,2053,2055,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02053.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02055.jpg,3,0,0,0,0,1.0,0.0,0.17170631885528564,0,0.0,0,0,0,0,0,3,1.0,3,0,0,0,3,3,1.0,3,0,0,0,3,3,1.0,3,0,0,0,3,116
lab,Lab,current_odad,Current Odad,74,2137,2139,2138,2140,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02138.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02140.jpg,3,0,0,0,0,1.0,0.0,0.1273650974035263,0,0.0,0,0,0,0,0,3,1.0,3,0,0,0,3,1,0.3333333432674408,1,0,0,0,1,2,0.6666666865348816,2,0,0,0,1,117
lab,Lab,current_odad,Current Odad,82,2350,2352,2351,2353,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02351.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02353.jpg,2,0,2,2,0,1.0,0.0,0.4468120336532593,0,0.0,0,0,0,0,0,3,1.0,2,2,2,0,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,118
lab,Lab,current_odad,Current Odad,90,2833,2835,2834,2836,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02834.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02836.jpg,0,0,2,2,0,1.0,0.0,0.5702268481254578,0,0.0,0,0,0,0,0,3,1.0,0,2,2,0,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,119
lab,Lab,current_odad,Current Odad,95,3109,3111,3110,3112,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03110.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03112.jpg,3,0,0,0,0,1.0,0.0,0.15038925409317017,1,0.3333333432674408,0,1,0,0,1,3,1.0,3,0,0,0,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,120
lab,Lab,current_odad,Current Odad,98,3186,3188,3187,3189,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03187.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03189.jpg,3,0,1,2,0,1.0,0.0,0.10674671083688736,3,1.0,1,3,0,0,3,3,1.0,3,1,2,0,3,3,1.0,3,3,1,0,3,3,1.0,3,3,1,0,3,121
lab,Lab,current_odad,Current Odad,104,3275,3277,3276,3278,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03276.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03278.jpg,3,0,0,0,0,1.0,0.0,0.09859051555395126,0,0.0,0,0,0,0,0,3,1.0,3,0,0,0,3,3,1.0,3,0,0,0,3,3,1.0,3,0,0,0,3,122
lab,Lab,current_odad,Current Odad,112,3496,3498,3497,3499,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03497.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03499.jpg,0,0,2,2,2,1.0,0.0,0.8596055507659912,0,0.0,0,0,0,0,0,3,1.0,0,2,2,2,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,123
lab,Lab,current_odad,Current Odad,116,3531,3533,3532,3534,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03532.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03534.jpg,1,0,3,1,0,1.0,0.0,0.28858470916748047,0,0.0,0,0,0,0,0,3,1.0,1,3,1,0,3,1,0.3333333432674408,1,0,0,0,1,3,1.0,3,0,0,0,3,124
lab,Lab,current_odad,Current Odad,120,3560,3562,3561,3563,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03561.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03563.jpg,2,0,1,2,0,1.0,0.0,0.23852628469467163,0,0.0,0,0,0,0,0,3,1.0,2,1,2,0,3,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,125
lab,Lab,current_odad,Current Odad,121,3573,3575,3574,3576,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03574.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03576.jpg,2,0,2,2,0,1.0,0.0,0.36535704135894775,3,1.0,2,0,1,0,3,3,1.0,2,2,2,0,3,3,1.0,2,2,2,0,3,3,1.0,2,2,2,0,3,126
lab,Lab,current_odad,Current Odad,126,3929,3931,3930,3932,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03930.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03932.jpg,0,0,2,2,2,1.0,0.0,0.9007294774055481,0,0.0,0,0,0,0,0,3,1.0,0,2,2,2,3,0,0.0,0,0,0,0,0,3,1.0,0,2,1,0,3,127
lab,Lab,current_odad,Current Odad,127,3934,3936,3935,3937,3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03935.jpg,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_03937.jpg,0,0,2,2,1,1.0,0.0,0.8146732449531555,0,0.0,0,0,0,0,0,3,1.0,0,2,2,1,3,0,0.0,0,0,0,0,0,2,0.6666666865348816,0,1,2,0,2,128
