dataset,dataset_label,model,model_label,n_images,det_rate_at_conf,mean_top1_conf,median_top1_conf,low_conf_rate,no_detection_rate,weird_box_rate,high_conf_weird_rate,box_jump_rate,bad_frame_rate,good_frame_rate,bad_streak_count,max_bad_streak,mean_bad_streak_len,p90_bad_streak_len,p95_bad_streak_len,bad_streaks_gt_10,bad_streaks_gt_30,bad_streaks_gt_50,bad_streaks_gt_80,good_streak_count,max_good_streak,mean_good_streak_len,p90_good_streak_len,p95_good_streak_len
lab,Lab,fda_mix,FDA-mix,6735,0.9824795722961426,0.7709528803825378,0.8177610039710999,0.017520416527986526,0.0004454342997632921,0.21514476835727692,0.10927987843751907,0.019305018708109856,0.2345954030752182,0.7654045820236206,502,41,3.1474103927612305,6.0,10.0,22,3,0,0,502,235,10.268924713134766,25.79998779296875,45.849945068359375
lab,Lab,current_odad,Current Odad,6735,0.8703786134719849,0.7336825132369995,0.8942963480949402,0.12962138652801514,0.0,0.36332592368125916,0.1544172167778015,0.09058509021997452,0.4587973356246948,0.5412026643753052,239,198,12.92887020111084,29.599990844726562,70.7999267578125,49,24,14,11,239,238,15.251046180725098,31.399993896484375,107.89982604980469
lab,Lab,shadow_5500,Shadow 5500,6735,0.783815860748291,0.714299738407135,0.982501208782196,0.2161841094493866,0.0014847810380160809,0.20935411751270294,0.010690422728657722,0.059251558035612106,0.30749815702438354,0.6925018429756165,181,128,11.441988945007324,27.0,45.0,41,16,8,6,182,427,25.626373291015625,107.69998168945312,154.69998168945312
lab,Lab,shadow_6500,Shadow 6500,6735,0.8077208399772644,0.6711491346359253,0.8462875485420227,0.1922791451215744,0.00014847809507045895,0.285820335149765,0.025538234040141106,0.0714285746216774,0.37728285789489746,0.6227171421051025,184,177,13.809782981872559,29.099990844726562,79.24995422363281,48,17,15,9,184,424,22.79347801208496,66.89997863769531,142.69998168945312
