frame,path,width,height,teacher_det,teacher_conf,teacher_x1,teacher_y1,teacher_x2,teacher_y2,teacher_iou_prev,student_pre_det,student_pre_conf,student_pre_x1,student_pre_y1,student_pre_x2,student_pre_y2,student_pre_iou_prev,student_post_det,student_post_conf,student_post_x1,student_post_y1,student_post_x2,student_post_y2,student_post_iou_prev,student_delta_conf,student_pre_post_iou,student_pre_post_center_shift,pseudo_accepted,update_applied,loss_total,loss_box,loss_cls,loss_dfl,latency_teacher_ms,latency_student_pre_ms,latency_student_post_ms
2054,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02055.jpg,1936,1216,1,0.159046,756.764,793.433,981.337,1129.122,0.899026,1,0.149702,757.299,793.351,981.038,1132.110,0.903718,1,0.149702,757.299,793.351,981.038,1132.110,0.903718,0.000000,1.000000,0.000000,0,0,,,,,11.937,11.858,11.890
2055,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02056.jpg,1936,1216,1,0.633043,763.619,795.098,976.577,1126.696,0.936723,1,0.600147,763.908,795.043,976.452,1130.140,0.939697,1,0.600147,763.908,795.043,976.452,1130.140,0.939697,0.000000,1.000000,0.000000,0,0,,,,,13.186,12.490,12.324
2056,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02057.jpg,1936,1216,1,0.348853,764.245,799.489,974.614,1128.645,0.969132,1,0.326143,764.498,799.456,974.417,1131.773,0.969975,1,0.326143,764.498,799.456,974.417,1131.773,0.969975,0.000000,1.000000,0.000000,0,0,,,,,12.505,12.586,12.791
2057,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02058.jpg,1936,1216,1,0.757141,782.661,797.175,967.299,1131.340,0.866118,1,0.721581,781.676,797.169,967.170,1133.726,0.873792,1,0.721581,781.676,797.169,967.170,1133.726,0.873792,0.000000,1.000000,0.000000,0,0,,,,,12.625,12.520,12.301
2058,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02059.jpg,1936,1216,1,0.802788,763.317,800.763,967.994,1137.274,0.877743,1,0.768531,763.741,800.749,967.857,1137.905,0.888923,1,0.768712,763.718,800.744,967.860,1137.903,0.888831,0.000181,0.999855,0.010684,1,1,2.367910,0.816884,0.401772,1.149253,12.527,14.357,12.812
2059,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02060.jpg,1936,1216,1,0.837265,731.788,818.646,970.387,1145.126,0.799626,1,0.812082,732.272,818.555,970.317,1146.945,0.796820,1,0.812124,732.246,818.519,970.292,1146.931,0.797006,0.000041,0.999637,0.035391,1,1,4.530624,1.755883,0.478700,2.296041,12.885,12.531,12.224
2060,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02061.jpg,1936,1216,1,0.815363,739.148,819.600,973.704,1145.837,0.951105,1,0.787233,739.340,819.462,973.721,1147.528,0.952378,1,0.787359,739.277,819.420,973.693,1147.501,0.952601,0.000126,0.999400,0.057224,1,1,4.980960,1.582513,0.480952,2.917495,12.210,12.322,15.591
2061,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02062.jpg,1936,1216,1,0.815231,739.149,819.599,973.703,1145.840,0.999982,1,0.787359,739.277,819.420,973.693,1147.501,0.999400,1,0.787702,739.191,819.358,973.663,1147.485,0.999271,0.000343,0.999271,0.069566,1,1,4.982782,1.641698,0.506676,2.834407,13.388,13.134,11.902
2062,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02063.jpg,1936,1216,1,0.009139,188.829,792.451,1932.613,1216.000,0.103606,1,0.007024,188.885,793.011,1932.537,1216.000,0.104275,1,0.007024,188.885,793.011,1932.537,1216.000,0.104314,0.000000,1.000000,0.000000,0,0,,,,,11.917,11.713,11.633
2063,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02064.jpg,1936,1216,1,0.895626,785.342,824.327,999.830,1145.670,0.093320,1,0.872437,785.072,824.111,999.868,1147.134,0.094074,1,0.872437,785.072,824.111,999.868,1147.134,0.094074,0.000000,1.000000,0.000000,0,0,,,,,12.514,12.138,11.889
2064,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02065.jpg,1936,1216,1,0.836436,781.380,821.268,1005.050,1144.467,0.946493,1,0.809540,780.972,821.044,1005.026,1145.794,0.945886,1,0.809896,780.784,821.034,1005.019,1145.755,0.944986,0.000356,0.998973,0.101092,1,1,2.189493,0.565210,0.510012,1.114272,11.960,12.164,12.286
2065,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02066.jpg,1936,1216,1,0.836311,781.374,821.268,1005.050,1144.470,0.999965,1,0.809896,780.784,821.034,1005.019,1145.755,0.998973,1,0.810198,780.575,821.017,1005.039,1145.725,0.998839,0.000301,0.998839,0.096658,1,1,3.875933,1.327268,0.383897,2.164768,13.179,12.531,12.855
2066,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02067.jpg,1936,1216,1,0.841091,800.425,821.174,1005.118,1143.996,0.912971,1,0.816217,799.399,820.919,1005.117,1145.055,0.914308,1,0.816642,799.202,820.959,1005.151,1145.014,0.914407,0.000425,0.998632,0.081941,1,1,2.080302,0.720220,0.348222,1.011861,13.286,12.369,12.336
2067,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02068.jpg,1936,1216,1,0.843462,801.951,820.407,1003.255,1144.087,0.980880,1,0.817571,797.878,821.042,1004.665,1144.678,0.988959,1,0.818175,797.754,821.043,1004.678,1144.623,0.989298,0.000603,0.999164,0.061257,1,1,1.507945,0.303796,0.354058,0.850091,12.558,12.795,11.970
2068,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02069.jpg,1936,1216,1,0.857890,821.548,819.103,1010.822,1142.618,0.862994,1,0.836914,820.535,818.899,1010.824,1143.428,0.856367,1,0.837571,820.480,818.886,1010.832,1143.381,0.856143,0.000657,0.999482,0.038005,1,1,1.285799,0.151157,0.319908,0.814734,12.653,11.798,12.163
2069,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02070.jpg,1936,1216,1,0.836817,826.004,803.701,1011.587,1137.642,0.915077,1,0.810583,824.853,807.230,1011.428,1137.915,0.925202,1,0.811493,824.798,807.229,1011.475,1137.908,0.925163,0.000911,0.999432,0.005617,1,1,0.855021,0.149492,0.257723,0.447807,12.618,12.318,12.320
2070,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02071.jpg,1936,1216,1,0.851581,824.019,798.735,1013.105,1127.285,0.937632,1,0.830850,823.077,798.599,1013.095,1128.314,0.929599,1,0.831702,822.971,798.558,1013.099,1128.226,0.929230,0.000852,0.999034,0.082081,1,1,1.061536,0.146382,0.197111,0.718043,12.695,11.989,13.498
2071,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02072.jpg,1936,1216,1,0.698027,817.189,791.131,1015.430,1121.113,0.915503,1,0.668928,815.541,792.191,1015.508,1122.545,0.916604,1,0.668928,815.541,792.191,1015.508,1122.545,0.917468,0.000000,1.000000,0.000000,0,0,,,,,13.262,12.272,12.036
2072,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02073.jpg,1936,1216,1,0.716488,814.944,792.191,1015.107,1121.938,0.981604,1,0.693264,813.327,793.080,1014.824,1124.128,0.978370,1,0.693264,813.327,793.080,1014.824,1124.128,0.978370,0.000000,1.000000,0.000000,0,0,,,,,12.082,11.900,11.999
2073,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02074.jpg,1936,1216,1,0.524570,804.672,793.684,1012.266,1122.681,0.931574,1,0.498289,803.856,794.458,1012.260,1124.881,0.937095,1,0.498289,803.856,794.458,1012.260,1124.881,0.937095,0.000000,1.000000,0.000000,0,0,,,,,12.621,12.236,11.960
2074,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02075.jpg,1936,1216,1,0.035055,715.312,762.519,1935.949,1216.000,0.123384,1,0.032042,715.269,763.268,1935.939,1216.000,0.124606,1,0.032042,715.269,763.268,1935.939,1216.000,0.124606,0.000000,1.000000,0.000000,0,0,,,,,11.649,11.612,11.509
2075,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02076.jpg,1936,1216,1,0.449891,769.581,784.194,966.739,1122.396,0.120461,1,0.427805,769.018,784.833,966.903,1124.112,0.121487,1,0.427805,769.018,784.833,966.903,1124.112,0.121487,0.000000,1.000000,0.000000,0,0,,,,,12.796,12.853,12.042
2076,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02077.jpg,1936,1216,1,0.465022,0.000,0.000,1683.813,1216.000,0.032566,1,0.284586,0.000,0.000,1683.731,1216.000,0.032792,1,0.284586,0.000,0.000,1683.731,1216.000,0.032792,0.000000,1.000000,0.000000,0,0,,,,,11.914,11.619,11.660
2077,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02078.jpg,1936,1216,1,0.465022,0.000,0.000,1683.813,1216.000,1.000000,1,0.284586,0.000,0.000,1683.731,1216.000,1.000000,1,0.284586,0.000,0.000,1683.731,1216.000,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.850,12.123,11.714
2078,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02079.jpg,1936,1216,1,0.491889,21.217,0.000,1754.562,1216.000,0.947585,1,0.263438,0.000,0.000,1697.297,1216.000,0.992007,1,0.263438,0.000,0.000,1697.297,1216.000,0.992007,0.000000,1.000000,0.000000,0,0,,,,,11.656,11.378,11.506
2079,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02080.jpg,1936,1216,1,0.490789,74.866,0.000,1824.101,1216.000,0.931671,1,0.280487,34.856,0.000,1764.484,1216.000,0.942168,1,0.280487,34.856,0.000,1764.484,1216.000,0.942168,0.000000,1.000000,0.000000,0,0,,,,,12.514,12.089,11.708
2080,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02081.jpg,1936,1216,1,0.473895,141.834,0.000,1883.410,1216.000,0.930178,1,0.254004,141.953,0.000,1883.324,1216.000,0.877771,1,0.254004,141.953,0.000,1883.324,1216.000,0.877771,0.000000,1.000000,0.000000,0,0,,,,,11.760,11.749,11.657
2081,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02082.jpg,1936,1216,1,0.473895,141.834,0.000,1883.410,1216.000,1.000000,1,0.254004,141.953,0.000,1883.324,1216.000,1.000000,1,0.254004,141.953,0.000,1883.324,1216.000,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.664,12.253,11.894
2082,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02083.jpg,1936,1216,1,0.525407,18.754,0.000,1759.502,1216.000,0.867543,1,0.296841,18.890,0.000,1759.396,1216.000,0.867525,1,0.296841,18.890,0.000,1759.396,1216.000,0.867525,0.000000,1.000000,0.000000,0,0,,,,,11.287,11.315,11.238
2083,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02084.jpg,1936,1216,1,0.584895,439.908,0.010,1936.000,1216.000,0.688271,1,0.386345,440.032,0.013,1936.000,1216.000,0.688198,1,0.386345,440.032,0.013,1936.000,1216.000,0.688198,0.000000,1.000000,0.000000,0,0,,,,,12.432,15.974,12.171
2084,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02085.jpg,1936,1216,1,0.584895,439.908,0.010,1936.000,1216.000,1.000000,1,0.386345,440.032,0.013,1936.000,1216.000,1.000000,1,0.386345,440.032,0.013,1936.000,1216.000,1.000000,0.000000,1.000000,0.000000,0,0,,,,,11.713,12.635,12.143
2085,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02086.jpg,1936,1216,1,0.515214,88.149,0.000,1823.251,1216.000,0.748617,1,0.316223,435.996,0.000,1936.000,1216.000,0.997298,1,0.316223,435.996,0.000,1936.000,1216.000,0.997298,0.000000,1.000000,0.000000,0,0,,,,,12.776,11.650,11.403
2086,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02087.jpg,1936,1216,1,0.487669,0.000,0.000,1670.727,1208.301,0.862766,1,0.264972,823.021,758.107,1022.258,1132.374,0.040881,1,0.264972,823.021,758.107,1022.258,1132.374,0.040881,0.000000,1.000000,0.000000,0,0,,,,,11.799,12.042,11.986
2087,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02088.jpg,1936,1216,1,0.499102,0.000,0.000,1659.943,1206.770,0.992287,1,0.262536,0.000,0.000,1659.893,1206.863,0.037223,1,0.262536,0.000,0.000,1659.893,1206.863,0.037223,0.000000,1.000000,0.000000,0,0,,,,,12.341,11.997,11.816
2088,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02089.jpg,1936,1216,1,0.536408,0.000,0.000,1666.743,1207.113,0.995637,1,0.305041,0.000,0.000,1666.673,1207.208,0.995647,1,0.305041,0.000,0.000,1666.673,1207.208,0.995647,0.000000,1.000000,0.000000,0,0,,,,,11.886,11.892,11.709
2089,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02090.jpg,1936,1216,1,0.547503,0.000,0.000,1663.342,1205.890,0.996948,1,0.297156,0.000,0.000,1663.260,1205.995,0.996949,1,0.297156,0.000,0.000,1663.260,1205.995,0.996949,0.000000,1.000000,0.000000,0,0,,,,,12.425,12.342,11.822
2090,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02091.jpg,1936,1216,1,0.521329,19.565,0.000,1666.545,1207.699,0.984879,1,0.275414,19.601,0.000,1666.473,1207.777,0.984872,1,0.275414,19.601,0.000,1666.473,1207.777,0.984872,0.000000,1.000000,0.000000,0,0,,,,,11.883,11.793,11.710
2091,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02092.jpg,1936,1216,1,0.514431,9.341,0.000,1669.737,1206.424,0.990881,1,0.267115,9.475,0.000,1669.722,1206.532,0.990930,1,0.267115,9.475,0.000,1669.722,1206.532,0.990930,0.000000,1.000000,0.000000,0,0,,,,,12.635,12.405,12.380
2092,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02093.jpg,1936,1216,1,0.514431,9.341,0.000,1669.737,1206.424,1.000000,1,0.267115,9.475,0.000,1669.722,1206.532,1.000000,1,0.267115,9.475,0.000,1669.722,1206.532,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.636,12.279,11.764
2093,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02094.jpg,1936,1216,1,0.475257,33.062,0.000,1738.442,1209.523,0.944154,1,0.246741,33.182,0.000,1738.377,1209.587,0.944220,1,0.246741,33.182,0.000,1738.377,1209.587,0.944220,0.000000,1.000000,0.000000,0,0,,,,,12.564,12.256,11.901
2094,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02095.jpg,1936,1216,1,0.475257,33.062,0.000,1738.442,1209.523,1.000000,1,0.246741,33.182,0.000,1738.377,1209.587,1.000000,1,0.246741,33.182,0.000,1738.377,1209.587,1.000000,0.000000,1.000000,0.000000,0,0,,,,,11.816,11.663,11.644
2095,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02096.jpg,1936,1216,1,0.529533,34.360,0.000,1727.576,1208.049,0.991658,1,0.281237,34.453,0.000,1727.573,1208.139,0.991730,1,0.281237,34.453,0.000,1727.573,1208.139,0.991730,0.000000,1.000000,0.000000,0,0,,,,,12.471,11.946,11.714
2096,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02097.jpg,1936,1216,1,0.515442,0.000,0.000,1682.614,1200.012,0.947863,1,0.286849,0.000,0.000,1682.515,1200.186,0.947820,1,0.286849,0.000,0.000,1682.515,1200.186,0.947820,0.000000,1.000000,0.000000,0,0,,,,,12.308,11.789,11.726
2097,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02098.jpg,1936,1216,1,0.494080,0.000,0.000,1657.720,1203.327,0.982532,1,0.261995,134.075,0.000,1884.053,1216.000,0.811930,1,0.261995,134.075,0.000,1884.053,1216.000,0.811930,0.000000,1.000000,0.000000,0,0,,,,,12.751,12.224,11.609
2098,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02099.jpg,1936,1216,1,0.502604,41.478,0.000,1700.963,1207.834,0.946732,1,0.284318,398.576,0.000,1936.000,1204.750,0.816974,1,0.284318,398.576,0.000,1936.000,1204.750,0.816974,0.000000,1.000000,0.000000,0,0,,,,,11.689,12.451,11.530
2099,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02100.jpg,1936,1216,1,0.490859,16.768,0.000,1519.070,1206.270,0.876208,1,0.303234,27.664,0.000,1425.782,1203.080,0.537672,1,0.303234,27.664,0.000,1425.782,1203.080,0.537672,0.000000,1.000000,0.000000,0,0,,,,,12.535,12.182,12.011
2100,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02101.jpg,1936,1216,1,0.474865,818.982,826.576,1008.967,1165.309,0.035512,1,0.451802,817.484,826.314,1009.339,1171.030,0.039318,1,0.451802,817.484,826.314,1009.339,1171.030,0.039318,0.000000,1.000000,0.000000,0,0,,,,,11.577,11.690,11.601
2101,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02102.jpg,1936,1216,1,0.773904,817.637,818.843,1007.443,1157.841,0.942100,1,0.748439,815.952,818.523,1007.917,1162.886,0.940525,1,0.748439,815.952,818.523,1007.917,1162.886,0.940525,0.000000,1.000000,0.000000,0,0,,,,,12.481,12.337,12.245
2102,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02103.jpg,1936,1216,1,0.793307,816.971,815.346,1007.582,1168.678,0.955376,1,0.771982,815.660,815.060,1007.719,1177.490,0.947780,1,0.771982,815.660,815.060,1007.719,1177.490,0.947780,0.000000,1.000000,0.000000,0,0,,,,,12.038,11.801,11.670
2103,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02104.jpg,1936,1216,1,0.773974,815.389,814.394,1008.052,1176.079,0.966500,1,0.752665,814.153,814.137,1008.143,1185.106,0.967259,1,0.752665,814.153,814.137,1008.143,1185.106,0.967259,0.000000,1.000000,0.000000,0,0,,,,,12.628,12.402,11.885
2104,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02105.jpg,1936,1216,1,0.663642,815.277,815.159,1008.336,1177.631,0.991589,1,0.641190,814.107,814.877,1008.361,1186.305,0.993436,1,0.641190,814.107,814.877,1008.361,1186.305,0.993436,0.000000,1.000000,0.000000,0,0,,,,,12.054,11.927,11.942
2105,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02106.jpg,1936,1216,1,0.663642,815.277,815.159,1008.336,1177.631,1.000000,1,0.641190,814.107,814.877,1008.361,1186.305,1.000000,1,0.641190,814.107,814.877,1008.361,1186.305,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.962,14.537,12.874
2106,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02107.jpg,1936,1216,1,0.808170,815.908,817.373,1008.804,1203.066,0.923654,1,0.787364,814.560,817.047,1008.938,1209.128,0.931794,1,0.787364,814.560,817.047,1008.938,1209.128,0.931794,0.000000,1.000000,0.000000,0,0,,,,,11.759,11.721,11.642
2107,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02108.jpg,1936,1216,1,0.378976,371.649,2.760,1936.000,1189.664,0.038623,1,0.249502,371.784,2.722,1936.000,1189.615,0.038928,1,0.249502,371.784,2.722,1936.000,1189.615,0.038928,0.000000,1.000000,0.000000,0,0,,,,,12.993,12.195,12.130
2108,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02109.jpg,1936,1216,1,0.273268,820.785,822.892,1027.712,1141.782,0.035539,1,0.256994,819.501,822.732,1027.709,1143.069,0.035925,1,0.256994,819.501,822.732,1027.709,1143.069,0.035925,0.000000,1.000000,0.000000,0,0,,,,,11.994,11.799,11.791
2109,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02110.jpg,1936,1216,1,0.273268,820.785,822.892,1027.712,1141.782,1.000000,1,0.256994,819.501,822.732,1027.709,1143.069,1.000000,1,0.256994,819.501,822.732,1027.709,1143.069,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.758,12.358,12.059
2110,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02111.jpg,1936,1216,1,0.273268,820.785,822.892,1027.712,1141.782,1.000000,1,0.256994,819.501,822.732,1027.709,1143.069,1.000000,1,0.256994,819.501,822.732,1027.709,1143.069,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.077,11.785,11.820
2111,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02112.jpg,1936,1216,1,0.596958,826.941,820.193,1023.125,1141.679,0.940232,1,0.572141,826.058,820.026,1023.180,1143.105,0.939144,1,0.572141,826.058,820.026,1023.180,1143.105,0.939144,0.000000,1.000000,0.000000,0,0,,,,,12.957,12.707,11.776
2112,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02113.jpg,1936,1216,1,0.596958,826.941,820.193,1023.125,1141.679,1.000000,1,0.572141,826.058,820.026,1023.180,1143.105,1.000000,1,0.572141,826.058,820.026,1023.180,1143.105,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.183,12.854,11.966
2113,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02114.jpg,1936,1216,1,0.344452,828.108,818.983,1028.915,1141.036,0.960086,1,0.326117,827.401,818.819,1029.041,1142.235,0.958438,1,0.326117,827.401,818.819,1029.041,1142.235,0.958438,0.000000,1.000000,0.000000,0,0,,,,,12.709,12.218,11.993
2114,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02115.jpg,1936,1216,1,0.344452,828.108,818.983,1028.915,1141.036,1.000000,1,0.326117,827.401,818.819,1029.041,1142.235,1.000000,1,0.326117,827.401,818.819,1029.041,1142.235,1.000000,0.000000,1.000000,0.000000,0,0,,,,,11.995,11.964,11.776
2115,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02116.jpg,1936,1216,1,0.064321,310.566,0.000,1936.000,1214.808,0.032752,1,0.034935,310.684,0.000,1936.000,1214.821,0.033028,1,0.034935,310.684,0.000,1936.000,1214.821,0.033028,0.000000,1.000000,0.000000,0,0,,,,,12.446,12.512,12.166
2116,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02117.jpg,1936,1216,1,0.334493,756.945,799.891,1019.949,1207.211,0.054253,1,0.323783,758.334,800.889,1017.088,1207.505,0.053287,1,0.323783,758.334,800.889,1017.088,1207.505,0.053287,0.000000,1.000000,0.000000,0,0,,,,,12.155,12.017,12.077
2117,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02118.jpg,1936,1216,1,0.334493,756.945,799.891,1019.949,1207.211,1.000000,1,0.323783,758.334,800.889,1017.088,1207.505,1.000000,1,0.323783,758.334,800.889,1017.088,1207.505,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.877,12.426,12.245
2118,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02119.jpg,1936,1216,1,0.184569,820.622,803.831,1021.356,1114.832,0.576319,1,0.173770,819.377,804.147,1021.402,1117.209,0.580832,1,0.173770,819.377,804.147,1021.402,1117.209,0.580832,0.000000,1.000000,0.000000,0,0,,,,,12.017,11.861,12.329
2119,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02120.jpg,1936,1216,1,0.224614,824.053,800.696,1023.023,1112.766,0.958885,1,0.212371,822.949,800.620,1023.108,1114.325,0.954627,1,0.212371,822.949,800.620,1023.108,1114.325,0.954627,0.000000,1.000000,0.000000,0,0,,,,,12.979,12.473,12.433
2120,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02121.jpg,1936,1216,1,0.429786,762.716,802.697,1094.608,1210.649,0.454322,1,0.415699,764.351,803.096,1093.813,1208.851,0.464279,1,0.415699,764.351,803.096,1093.813,1208.851,0.464279,0.000000,1.000000,0.000000,0,0,,,,,11.782,12.426,11.768
2121,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02122.jpg,1936,1216,1,0.429786,762.716,802.697,1094.608,1210.649,1.000000,1,0.415699,764.351,803.096,1093.813,1208.851,1.000000,1,0.415699,764.351,803.096,1093.813,1208.851,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.760,12.438,12.136
2122,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02123.jpg,1936,1216,1,0.305914,769.685,808.265,1215.515,1210.150,0.709733,1,0.288900,772.142,808.840,1217.518,1208.137,0.701578,1,0.288900,772.142,808.840,1217.518,1208.137,0.701578,0.000000,1.000000,0.000000,0,0,,,,,12.152,12.161,11.959
2123,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02124.jpg,1936,1216,1,0.434310,766.637,813.962,1086.724,1207.956,0.692520,1,0.422948,768.430,814.443,1085.222,1205.539,0.682942,1,0.422948,768.430,814.443,1085.222,1205.539,0.682942,0.000000,1.000000,0.000000,0,0,,,,,12.936,12.554,12.172
2124,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02125.jpg,1936,1216,1,0.430993,781.872,814.753,1019.301,1207.390,0.739209,1,0.432035,784.291,816.066,1018.223,1204.520,0.733452,1,0.432035,784.291,816.066,1018.223,1204.520,0.733452,0.000000,1.000000,0.000000,0,0,,,,,12.384,11.724,12.022
2125,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02126.jpg,1936,1216,1,0.344160,822.200,821.566,1013.780,1152.591,0.680277,1,0.324277,821.324,821.286,1013.613,1157.392,0.711218,1,0.324277,821.324,821.286,1013.613,1157.392,0.711218,0.000000,1.000000,0.000000,0,0,,,,,12.963,12.269,12.095
2126,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02127.jpg,1936,1216,1,0.155679,750.358,814.536,1163.164,1207.994,0.390452,1,0.146608,752.225,815.162,1161.752,1205.434,0.404373,1,0.146608,752.225,815.162,1161.752,1205.434,0.404373,0.000000,1.000000,0.000000,0,0,,,,,12.262,12.759,11.873
2127,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02128.jpg,1936,1216,1,0.247707,789.554,813.675,1224.339,1205.645,0.782564,1,0.238232,792.168,814.414,1225.660,1201.482,0.772436,1,0.238232,792.168,814.414,1225.660,1201.482,0.772436,0.000000,1.000000,0.000000,0,0,,,,,12.673,12.437,12.096
2128,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02129.jpg,1936,1216,1,0.258079,763.959,814.268,1148.328,1207.064,0.775839,1,0.249078,766.330,815.115,1147.282,1203.937,0.767752,1,0.249078,766.330,815.115,1147.282,1203.937,0.767752,0.000000,1.000000,0.000000,0,0,,,,,12.443,12.639,11.912
2129,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02130.jpg,1936,1216,1,0.366553,744.596,812.930,1146.461,1206.443,0.942794,1,0.353681,746.767,813.464,1146.373,1203.321,0.943459,1,0.353681,746.767,813.464,1146.373,1203.321,0.943459,0.000000,1.000000,0.000000,0,0,,,,,12.709,12.715,11.765
2130,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02131.jpg,1936,1216,1,0.279849,738.329,812.823,1050.775,1205.705,0.748655,1,0.263290,740.172,813.383,1050.496,1201.908,0.744946,1,0.263290,740.172,813.383,1050.496,1201.908,0.744946,0.000000,1.000000,0.000000,0,0,,,,,12.042,11.945,11.867
2131,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02132.jpg,1936,1216,1,0.239423,739.741,813.733,1207.226,1207.383,0.659495,1,0.224827,742.014,814.345,1207.481,1204.572,0.654563,1,0.224827,742.014,814.345,1207.481,1204.572,0.654563,0.000000,1.000000,0.000000,0,0,,,,,12.807,12.797,12.148
