frame,path,teacher_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,teacher_num_candidates,teacher_selected_rank,teacher_selected_score,teacher_selected_score_conf,teacher_selected_score_temporal,teacher_selected_score_memory,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,update_event_triggered,update_applied,updates_this_frame,batch_size_used,det_loss,total_loss,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
5808,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05809.jpg,0.984036,1,1,1,1,1,2,1,1.941747,0.984036,0.957710,,62,0.972109,0.972109,0.001846,1.008451,4,32,1,1,1,4,5.710144,5.710144,12.322,0.975613,12.226,614.412,650.495
5809,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05810.jpg,0.983414,1,1,1,1,1,2,1,1.971935,0.983414,0.988521,,63,0.993366,0.993366,0.000576,1.003002,4,32,1,1,1,4,5.213896,5.213896,12.543,0.974576,12.043,513.261,550.598
5810,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05811.jpg,0.982675,1,1,1,1,1,2,1,1.955990,0.982675,0.973315,,64,0.985120,0.985120,0.001558,1.006340,4,32,1,1,1,4,5.481583,5.481583,11.986,0.972664,12.099,726.854,762.159
5811,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05812.jpg,0.989846,1,1,1,1,1,2,1,1.962417,0.989846,0.972570,,65,0.982033,0.982033,0.001886,1.000309,4,32,1,1,1,4,5.499249,5.499249,12.791,0.977382,12.302,499.417,536.018
5812,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05813.jpg,0.988293,1,1,1,1,1,2,1,1.932415,0.988293,0.944122,,66,0.970865,0.970865,0.002534,1.022603,4,32,1,1,1,4,5.636308,5.636308,12.094,0.980727,12.614,265.683,303.394
5813,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05814.jpg,0.976610,1,1,1,1,1,1,1,1.906224,0.976610,0.929613,,67,0.963948,0.963948,0.004265,1.021907,4,32,1,1,1,4,5.531324,5.531324,12.018,0.967562,12.242,421.407,456.821
5814,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05815.jpg,0.975555,1,1,1,1,1,1,1,1.869468,0.975555,0.893913,,68,0.928939,0.928939,0.007348,1.001500,4,32,1,1,1,4,6.656943,6.656943,13.187,0.964487,11.998,388.807,426.807
5815,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05816.jpg,0.994199,1,1,1,1,1,2,1,1.802566,0.994199,0.808368,,69,0.878673,0.878673,0.014463,1.012445,4,32,1,1,1,4,5.107528,5.107528,12.415,0.986865,14.509,325.191,363.356
5816,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05817.jpg,0.993049,1,1,1,1,1,2,1,1.987493,0.993049,0.994445,,70,0.995505,0.995505,0.000103,1.000827,4,32,1,1,1,4,5.870056,5.870056,12.962,0.986824,12.265,419.666,457.014
5817,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05818.jpg,0.993299,1,1,1,1,1,2,1,1.868327,0.993299,0.875028,,71,0.934529,0.934529,0.006179,1.050728,4,32,1,1,1,4,4.996117,4.996117,12.224,0.987714,12.169,622.355,660.059
5818,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05819.jpg,0.991692,1,1,1,1,1,2,1,1.952403,0.991692,0.960711,,72,0.974554,0.974554,0.002336,1.003829,4,32,1,1,1,4,4.964795,4.964795,12.366,0.986674,12.488,433.764,471.556
5819,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05820.jpg,0.991933,1,1,1,1,1,2,1,1.957115,0.991933,0.965182,,73,0.977775,0.977775,0.002049,1.003991,4,32,1,1,1,4,4.552201,4.552201,12.597,0.985201,12.600,776.010,814.597
5820,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05821.jpg,0.991752,1,1,1,1,1,2,1,1.951972,0.991752,0.960220,,74,0.976500,0.976500,0.002809,1.003994,4,32,1,1,1,4,4.618384,4.618384,12.433,0.984147,12.280,385.113,422.021
5821,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05822.jpg,0.992988,1,1,1,1,1,2,1,1.956870,0.992988,0.963882,,75,0.982424,0.982424,0.001847,1.014593,4,32,1,1,1,4,4.759414,4.759414,12.230,0.986225,12.376,748.237,784.060
5822,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05823.jpg,0.992514,1,1,1,1,1,2,1,1.969326,0.992514,0.976812,,76,0.987029,0.987029,0.001498,1.004328,4,32,1,1,1,4,4.421412,4.421412,12.285,0.983894,12.316,496.373,532.449
5823,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05824.jpg,0.942449,1,1,1,1,1,1,1,1.830296,0.942449,0.887846,,77,0.945699,0.945699,0.005642,1.050879,4,32,1,1,1,4,4.345082,4.345082,12.562,0.911526,12.294,546.599,582.776
5824,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05825.jpg,0.966018,1,1,1,1,1,1,1,1.851668,0.966018,0.885650,,78,0.921835,0.921835,0.006921,1.007222,4,32,1,1,1,4,4.213814,4.213814,12.132,0.952259,12.196,570.993,606.496
5825,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05826.jpg,0.994953,1,1,1,1,1,2,1,1.829838,0.994953,0.834885,,79,0.896083,0.896083,0.011859,1.014349,4,32,1,1,1,4,5.089216,5.089216,11.930,0.989422,12.236,772.555,808.003
5826,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05827.jpg,0.993176,1,1,1,1,1,2,1,1.932030,0.993176,0.938854,,80,0.965262,0.965262,0.003531,1.014819,4,32,1,1,1,4,4.797424,4.797424,12.358,0.977428,11.716,541.249,577.144
5827,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05828.jpg,0.995035,1,1,1,1,1,2,1,1.959448,0.995035,0.964413,,81,0.982034,0.982034,0.001265,1.017539,4,32,1,1,1,4,5.275553,5.275553,12.689,0.980703,12.351,657.331,693.717
5828,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05829.jpg,0.996657,1,1,1,1,1,2,1,1.971305,0.996657,0.974648,,82,0.986957,0.986957,0.000739,1.013215,4,32,1,1,1,4,5.229755,5.229755,12.658,0.993283,12.376,581.292,618.064
5829,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05830.jpg,0.995641,1,1,1,1,1,2,1,1.929697,0.995641,0.934056,,83,0.965158,0.965158,0.003345,1.023644,4,32,1,1,1,4,5.257478,5.257478,12.891,0.983054,12.580,461.355,498.244
5830,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05831.jpg,0.986399,1,1,1,1,1,1,1,1.827918,0.986399,0.841520,,84,0.892022,0.892022,0.009999,1.010455,4,32,1,1,1,4,5.097230,5.097230,12.196,0.980286,12.474,388.842,425.315
5831,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05832.jpg,0.955286,1,1,1,1,1,1,1,1.836416,0.955286,0.881130,,85,0.921588,0.921588,0.007964,1.006377,4,32,1,1,1,4,4.764090,4.764090,12.457,0.945257,12.036,497.965,535.315
5832,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05833.jpg,0.981085,1,1,1,1,1,1,1,1.866849,0.981085,0.885765,,86,0.939420,0.939420,0.006879,1.035293,4,32,1,1,1,4,4.430028,4.430028,12.229,0.955467,12.198,382.675,418.484
5833,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05834.jpg,0.968977,1,1,1,1,1,1,1,1.930179,0.968977,0.961203,,87,0.976214,0.976214,0.002433,1.004874,4,32,1,1,1,4,4.001615,4.001615,12.444,0.931022,12.459,340.880,378.181
5834,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05835.jpg,0.968690,1,1,1,1,1,1,1,1.942535,0.968690,0.973845,,88,0.983317,0.983317,0.001151,1.005851,4,32,1,1,1,4,4.375977,4.375977,12.492,0.946760,12.617,560.524,598.832
5835,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05836.jpg,0.975768,1,1,1,1,1,1,1,1.941577,0.975768,0.965809,,89,0.981096,0.981096,0.000646,1.018585,4,32,1,1,1,4,4.165867,4.165867,12.703,0.941906,12.387,419.849,456.457
5836,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05837.jpg,0.976551,1,1,1,1,1,1,1,1.951441,0.976551,0.974891,,90,0.987294,0.987294,0.001261,1.009449,4,32,1,1,1,4,3.989193,3.989193,12.310,0.956882,12.874,660.713,698.971
5837,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05838.jpg,0.979863,1,1,1,1,1,1,1,1.936529,0.979863,0.956667,,91,0.977050,0.977050,0.002499,1.012712,4,32,1,1,1,4,3.888220,3.888220,12.294,0.972793,12.268,466.217,503.791
5838,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05839.jpg,0.978819,1,1,1,1,1,2,1,1.935527,0.978819,0.956708,,92,0.979598,0.979598,0.002519,1.016361,4,32,1,1,1,4,3.888405,3.888405,11.741,0.976090,12.246,218.125,254.984
5839,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05840.jpg,0.976872,1,1,1,1,1,1,1,1.936914,0.976872,0.960042,,93,0.979772,0.979772,0.001527,1.018898,4,32,1,1,1,4,3.946754,3.946754,12.342,0.972983,12.589,216.209,254.176
5840,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05841.jpg,0.976868,1,1,1,1,1,1,1,1.976674,0.976868,0.999806,,94,0.999902,0.999902,0.000009,1.000077,4,32,1,1,1,4,4.307250,4.307250,12.383,0.973298,11.790,636.858,672.362
5841,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05842.jpg,0.981738,1,1,1,1,1,1,1,1.820049,0.981738,0.838310,,95,0.903393,0.903393,0.010441,1.031399,4,32,1,1,1,4,4.745983,4.745983,12.236,0.979688,12.558,615.533,651.560
5842,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05843.jpg,0.991205,1,1,1,1,1,2,1,1.797304,0.991205,0.806099,,96,0.888755,0.888755,0.011900,1.053433,4,32,1,1,1,4,4.551447,4.551447,14.084,0.985120,12.562,576.978,616.150
5843,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05844.jpg,0.992102,1,1,1,1,1,2,1,1.962377,0.992102,0.970275,,97,0.980651,0.980651,0.001807,1.002337,4,32,1,1,1,4,4.357291,4.357291,12.208,0.986985,12.464,491.917,528.434
5844,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05845.jpg,0.991733,1,1,1,1,1,2,1,1.980020,0.991733,0.988287,,98,0.993035,0.993035,0.000630,1.002452,4,32,1,1,1,4,4.785337,4.785337,12.417,0.987785,12.434,382.833,420.700
5845,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05846.jpg,0.991729,1,1,1,1,1,2,1,1.991619,0.991729,0.999890,,99,0.999946,0.999946,0.000004,1.000054,4,32,1,1,1,4,4.640992,4.640992,12.345,0.987898,12.542,618.736,657.085
5846,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05847.jpg,0.989905,1,1,1,1,1,2,1,1.985177,0.989905,0.995272,,100,0.997483,0.997483,0.000301,1.001070,4,32,1,1,1,4,4.889626,4.889626,11.959,0.985245,12.093,550.014,587.236
5847,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05848.jpg,0.990616,1,1,1,1,1,1,1,1.958799,0.990616,0.968183,,101,0.985148,0.985148,0.001585,1.014056,4,32,1,1,1,4,4.411403,4.411403,12.294,0.985466,12.558,500.259,536.598
5848,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05849.jpg,0.990612,1,1,1,1,1,1,1,1.990459,0.990612,0.999847,,102,0.999910,0.999910,0.000009,1.000025,4,32,1,1,1,4,4.401283,4.401283,12.492,0.985502,15.236,355.442,395.388
5849,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05850.jpg,0.990239,1,1,1,1,1,2,1,1.964279,0.990239,0.974040,,103,0.984352,0.984352,0.001453,1.004850,4,32,1,1,1,4,4.434923,4.434923,13.907,0.988301,12.564,511.070,549.426
5850,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05851.jpg,0.985467,1,1,1,1,1,2,1,1.942347,0.985467,0.956880,,104,0.972224,0.972224,0.000721,1.018335,4,32,1,1,1,4,4.182701,4.182701,12.516,0.984024,12.530,575.426,612.185
5851,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05852.jpg,0.988203,1,1,1,1,1,1,1,1.884921,0.988203,0.896718,,105,0.948530,0.948530,0.005248,1.043723,4,32,1,1,1,4,4.011014,4.011014,12.587,0.984067,12.612,737.186,774.054
5852,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05853.jpg,0.980767,1,1,1,1,1,1,1,1.929103,0.980767,0.948336,,106,0.966955,0.966955,0.003783,1.000516,4,32,1,1,1,4,3.779032,3.779032,12.392,0.975604,12.382,716.713,753.186
5853,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05854.jpg,0.980699,1,1,1,1,1,2,1,1.943569,0.980699,0.962870,,107,0.978529,0.978529,0.001596,1.012128,4,32,1,1,1,4,3.703743,3.703743,12.712,0.969534,12.290,535.285,571.957
5854,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05855.jpg,0.968035,1,1,1,1,1,1,1,1.921774,0.968035,0.953739,,108,0.972092,0.972092,0.003011,1.005828,4,32,1,1,1,4,3.928073,3.928073,13.573,0.961830,12.459,372.524,410.590
5855,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05856.jpg,0.965786,1,1,1,1,1,1,1,1.738997,0.965786,0.773211,,109,0.882571,0.882571,0.016075,1.071007,4,32,1,1,1,4,3.193414,3.193414,12.643,0.965676,12.756,580.374,618.570
5856,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05857.jpg,0.952972,1,1,1,1,1,1,1,1.832924,0.952972,0.879952,,110,0.941880,0.941880,0.006455,1.051889,4,32,1,1,1,4,3.780653,3.780653,12.051,0.922779,11.760,304.058,341.418
5857,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05858.jpg,0.952948,1,1,1,1,1,1,1,1.952618,0.952948,0.999670,,111,0.999849,0.999849,0.000018,1.000133,4,32,1,1,1,4,4.021154,4.021154,12.491,0.923053,11.788,364.969,400.700
5858,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05859.jpg,0.670219,0,0,0,1,0,1,1,1.606794,0.670219,0.936576,,0,,,0.002241,1.032644,4,32,1,1,1,4,3.358352,3.358352,11.710,0.427935,12.082,577.727,612.825
5859,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05860.jpg,0.919980,0,0,1,1,0,1,1,1.859926,0.919980,0.939947,,1,0.969246,,0.002926,1.023748,4,32,1,1,1,4,4.721406,4.721406,12.309,0.854721,12.693,305.129,341.543
5860,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05861.jpg,0.898054,1,1,1,1,1,1,1,1.874626,0.898054,0.976571,,2,0.986469,0.986469,0.001392,1.004639,4,32,1,1,1,4,4.007017,4.007017,12.288,0.799122,12.333,502.110,539.817
5861,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05862.jpg,0.897981,1,1,1,1,1,1,1,1.897744,0.897981,0.999762,,3,0.999882,0.999882,0.000012,1.000092,4,32,1,1,1,4,4.141585,4.141585,12.816,0.801411,12.987,488.970,528.157
5862,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05863.jpg,0.964873,1,1,1,1,1,1,1,1.938244,0.964873,0.973371,,4,0.984938,0.984938,0.000676,1.012589,4,32,1,1,1,4,3.824306,3.824306,12.402,0.943992,12.328,455.474,493.331
5863,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05864.jpg,0.858040,1,1,1,1,1,1,1,1.756805,0.858040,0.898764,,5,0.952309,0.952309,0.005248,1.046192,4,32,1,1,1,4,3.479974,3.479974,12.066,0.757763,12.044,564.820,600.196
5864,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05865.jpg,0.919489,1,1,1,1,1,1,1,1.719981,0.919489,0.800492,,6,0.879746,0.879746,0.012531,1.043903,4,32,1,1,1,4,3.973276,3.973276,12.135,0.915520,11.985,709.422,745.488
5865,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05866.jpg,0.949965,1,1,1,1,1,1,1,1.759825,0.949965,0.809860,,7,0.886778,0.886778,0.014027,1.026782,4,32,1,1,1,4,5.559932,5.559932,12.264,0.900957,11.916,261.696,298.867
5866,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05867.jpg,0.949930,1,1,1,1,1,1,1,1.949897,0.949930,0.999967,,8,0.999979,0.999979,0.000002,1.000002,4,32,1,1,1,4,8.057619,8.057619,12.076,0.903229,12.453,469.668,505.860
5867,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05868.jpg,0.955418,1,1,1,1,1,1,1,1.938271,0.955418,0.982853,,9,0.990245,0.990245,0.000674,1.006163,4,32,1,1,1,4,5.351738,5.351738,12.284,0.929214,14.696,602.391,642.554
5868,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05869.jpg,0.767614,0,0,0,1,0,1,1,1.711074,0.767614,0.943460,,0,,,0.003513,1.006747,4,32,1,1,1,4,6.822663,6.822663,12.422,0.592809,11.962,421.441,458.099
5869,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05870.jpg,0.767467,0,0,0,1,0,1,1,1.767228,0.767467,0.999761,,0,,,0.000018,1.000001,4,32,1,1,1,4,6.829715,6.829715,12.394,0.601255,12.216,589.974,629.125
5870,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05871.jpg,0.303845,0,0,0,1,0,1,1,1.252123,0.303845,0.948278,,0,,,0.002082,1.025013,4,32,1,1,1,4,5.404343,5.404343,11.686,0.158615,12.223,341.461,377.356
5871,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05872.jpg,0.918819,0,0,1,1,0,2,1,1.833669,0.918819,0.914850,,1,0.955950,,0.002533,1.046080,4,32,1,1,1,4,6.025025,6.025025,12.592,0.878085,12.441,372.203,408.725
5872,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05873.jpg,0.939464,1,1,1,1,1,1,1,1.918488,0.939464,0.979023,,2,0.987645,0.987645,0.001165,1.004381,4,32,1,1,1,4,4.594583,4.594583,12.230,0.915575,12.432,454.955,491.598
5873,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05874.jpg,0.939444,1,1,1,1,1,1,1,1.939217,0.939444,0.999773,,3,0.999858,0.999858,0.000011,1.000048,4,32,1,1,1,4,4.833445,4.833445,13.238,0.917732,12.524,530.802,569.543
5874,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05875.jpg,0.937678,1,1,1,1,1,1,1,1.676494,0.937678,0.738815,,4,0.847630,0.847630,0.019866,1.048372,4,32,1,1,1,4,4.358775,4.358775,12.147,0.943434,11.804,787.129,822.250
5875,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05876.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.600269,4.600269,12.324,0.135572,12.543,654.756,691.571
5876,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05877.jpg,0.481229,0,0,0,1,0,1,1,0.481229,0.481229,0.000000,,0,,,,,4,32,1,1,1,4,4.297939,4.297939,13.066,0.368566,12.482,348.440,387.205
5877,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05878.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.099252,4.099252,12.150,0.109610,12.329,657.698,695.066
5878,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05879.jpg,0.302668,0,0,0,1,0,1,1,0.302668,0.302668,0.000000,,0,,,,,4,32,1,1,1,4,4.042848,4.042848,12.358,0.234371,12.331,451.253,489.046
5879,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05880.jpg,0.341353,0,0,0,0,0,1,1,0.341353,0.341353,0.000000,,0,,,0.226655,6.495147,4,32,1,1,1,4,4.557343,4.557343,12.931,0.253537,12.192,419.329,457.531
5880,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05881.jpg,0.375562,0,0,0,1,0,1,1,1.282163,0.375562,0.906601,,0,,,0.009175,1.029640,4,32,1,1,1,4,4.846549,4.846549,12.413,0.304161,12.788,422.275,459.039
5881,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05882.jpg,0.890782,0,0,0,0,0,1,1,0.890782,0.890782,0.000000,,0,0.174180,,0.239718,5.741177,4,32,1,1,1,4,4.136791,4.136791,12.637,0.866704,12.258,492.365,530.118
5882,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05883.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.867578,4.867578,12.207,0.173884,12.346,379.774,417.858
5883,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05884.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.782663,5.782663,12.191,0.105757,12.244,335.426,372.965
5884,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05885.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,6.113703,6.113703,12.891,0.203693,12.742,549.451,586.627
5885,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05886.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.547408,4.547408,12.863,0.034604,11.973,418.244,456.572
5886,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05887.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,3.816721,3.816721,12.033,0.046152,12.713,690.877,729.751
5887,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05888.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,3.817584,3.817584,12.845,0.139259,12.736,694.486,731.569
5888,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05889.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,3.633350,3.633350,12.518,0.085439,12.125,501.851,539.679
5889,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05890.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,3.641315,3.641315,12.447,0.105951,12.617,451.955,488.479
5890,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05891.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.176727,4.176727,12.550,0.091748,12.842,674.744,713.387
5891,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05892.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,3.634642,3.634642,12.128,0.081047,15.058,555.383,594.832
5892,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05893.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.432288,4.432288,11.822,0.076583,11.872,422.607,459.208
5893,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05894.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.325698,4.325698,12.377,0.078479,12.453,484.971,522.564
5894,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05895.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.208746,4.208746,12.490,0.073141,12.629,497.349,534.176
5895,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05896.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,3.529273,3.529273,12.914,0.164718,12.512,537.295,574.220
5896,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05897.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,3.777578,3.777578,11.901,0.156477,12.520,653.984,691.364
5897,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05898.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.245320,4.245320,12.860,0.163640,12.363,461.226,498.303
5898,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05899.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,3.544205,3.544205,11.978,0.091475,12.347,495.439,531.308
5899,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05900.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.751311,4.751311,12.462,0.106644,12.746,417.381,455.668
5900,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05901.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,3.643961,3.643961,11.611,0.174616,12.024,562.051,597.353
5901,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05902.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.131785,4.131785,12.359,0.174581,12.625,424.831,463.056
5902,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05903.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,3.487122,3.487122,12.388,0.086635,12.707,679.855,716.343
5903,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05904.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.350539,4.350539,12.630,0.117783,12.378,587.965,626.420
5904,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05905.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.648477,4.648477,12.263,0.117757,11.903,268.259,303.946
5905,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05906.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,5.359569,5.359569,12.238,0.117733,12.404,415.239,452.737
5906,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05907.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.115953,4.115953,12.333,0.202722,12.420,616.307,652.831
5907,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05908.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,3.499363,3.499363,12.240,0.202683,12.260,354.517,390.417
5908,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05909.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.329503,4.329503,12.318,0.084498,12.013,432.427,468.134
5909,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05910.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,3.727613,3.727613,12.042,0.101020,12.377,454.043,489.758
5910,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_05911.jpg,0.000000,0,0,0,0,0,0,0,,,,,0,,,,,4,32,1,1,1,4,4.159280,4.159280,12.332,0.030569,12.435,749.166,786.934
