frame,path,teacher_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,teacher_num_candidates,teacher_selected_rank,teacher_selected_score,teacher_selected_score_conf,teacher_selected_score_temporal,teacher_selected_score_memory,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,update_event_triggered,update_applied,updates_this_frame,batch_size_used,det_loss,total_loss,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
463,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00464.jpg,0.565580,0,0,0,1,0,1,1,1.490012,0.565580,0.924432,,0,,,0.007651,1.023835,4,32,1,1,1,4,6.511773,6.511773,12.727,0.067637,12.478,509.906,547.911
464,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00465.jpg,0.564116,0,0,0,1,0,2,1,1.278226,0.564116,0.714110,,0,,,0.032719,1.093506,4,32,1,1,1,4,6.638497,6.638497,12.518,0.085638,12.228,598.245,634.286
465,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00466.jpg,0.555970,0,0,0,1,0,1,1,1.396315,0.555970,0.840345,,0,,,0.013548,1.062877,4,32,1,1,1,4,5.921473,5.921473,12.332,0.107736,12.272,343.097,378.659
466,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00467.jpg,0.473564,0,0,0,1,0,1,1,1.227468,0.473564,0.753905,,0,,,0.021334,1.103321,4,32,1,1,1,4,6.192690,6.192690,12.346,0.166264,12.895,551.252,589.664
467,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00468.jpg,0.609767,0,0,0,1,0,2,1,1.187900,0.609767,0.578133,,0,,,0.045466,1.177944,4,32,1,1,1,4,5.310016,5.310016,12.888,0.118113,13.006,723.477,762.315
468,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00469.jpg,0.490969,0,0,0,1,0,1,1,1.285897,0.490969,0.794928,,0,,,0.023081,1.048431,4,32,1,1,1,4,5.541441,5.541441,12.544,0.089782,12.719,421.960,459.010
469,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00470.jpg,0.572077,0,0,0,1,0,2,1,1.239686,0.572077,0.667609,,0,,,0.037314,1.107093,4,32,1,1,1,4,6.069392,6.069392,12.824,0.119075,12.628,559.428,596.136
470,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00471.jpg,0.592318,0,0,0,1,0,2,1,1.477251,0.592318,0.884933,,0,,,0.013225,1.015493,4,32,1,1,1,4,6.181347,6.181347,13.062,0.131603,14.965,673.989,715.078
471,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00472.jpg,0.442233,0,0,0,1,0,1,1,1.313605,0.442233,0.871372,,0,,,0.004644,1.069231,4,32,1,1,1,4,5.534753,5.534753,12.780,0.098468,12.305,465.173,501.443
472,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00473.jpg,0.500677,0,0,0,1,0,2,1,1.271324,0.500677,0.770647,,0,,,0.025464,1.069471,4,32,1,1,1,4,5.123885,5.123885,12.702,0.077033,13.413,781.366,821.165
473,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00474.jpg,0.384696,0,0,0,1,0,2,1,1.258161,0.384696,0.873465,,0,,,0.012379,1.043127,4,32,1,1,1,4,5.006168,5.006168,12.302,0.101656,13.193,711.982,750.850
474,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00475.jpg,0.493188,0,0,0,1,0,2,1,1.142753,0.493188,0.649565,,0,,,0.040256,1.112698,4,32,1,1,1,4,5.288168,5.288168,12.691,0.141124,13.224,550.445,589.583
475,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00476.jpg,0.492743,0,0,0,1,0,2,1,1.492730,0.492743,0.999987,,0,,,0.000001,1.000003,4,32,1,1,1,4,5.761289,5.761289,12.517,0.140759,12.410,547.067,583.833
476,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00477.jpg,0.495801,0,0,0,1,0,2,1,1.156110,0.495801,0.660308,,0,,,0.034344,1.129714,4,32,1,1,1,4,5.978454,5.978454,12.228,0.166263,12.889,683.326,721.468
477,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00478.jpg,0.501931,0,0,0,1,0,2,2,1.369065,0.501931,0.867135,,0,,,0.013677,1.035410,4,32,1,1,1,4,5.555624,5.555624,12.684,0.207032,12.241,391.705,429.336
478,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00479.jpg,0.402622,0,0,0,1,0,2,1,1.038720,0.402622,0.636098,,0,,,0.018867,1.217413,4,32,1,1,1,4,5.925581,5.925581,12.251,0.191331,13.040,310.304,349.346
479,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00480.jpg,0.402371,0,0,0,1,0,2,1,1.402362,0.402371,0.999991,,0,,,0.000000,1.000002,4,32,1,1,1,4,6.124575,6.124575,13.545,0.191537,12.193,397.493,439.925
480,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00481.jpg,0.401906,0,0,0,1,0,2,1,1.163398,0.401906,0.761492,,0,,,0.016912,1.112223,4,32,1,1,1,4,5.880889,5.880889,12.290,0.146985,14.572,558.973,599.248
481,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00482.jpg,0.401579,0,0,0,1,0,2,1,1.401564,0.401579,0.999985,,0,,,0.000002,1.000002,4,32,1,1,1,4,5.843406,5.843406,12.833,0.147241,14.602,429.285,470.871
482,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00483.jpg,0.440690,0,0,0,1,0,1,1,1.306572,0.440690,0.865882,,0,,,0.015401,1.010071,4,32,1,1,1,4,6.006349,6.006349,12.521,0.186921,13.090,466.650,504.094
483,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00484.jpg,0.351771,0,0,0,1,0,2,2,1.269935,0.351771,0.918164,,0,,,0.007410,1.017192,4,32,1,1,1,4,5.229708,5.229708,12.721,0.145005,12.900,338.441,377.006
484,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00485.jpg,0.386741,0,0,0,1,0,1,1,1.146162,0.386741,0.759422,,0,,,0.025377,1.083990,4,32,1,1,1,4,4.885409,4.885409,12.475,0.121887,12.533,549.172,586.288
485,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00486.jpg,0.640978,0,0,0,0,0,2,1,0.640978,0.640978,0.000000,,0,,,0.279553,1.178535,4,32,1,1,1,4,5.704712,5.704712,12.300,0.258056,13.095,467.448,506.223
486,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00487.jpg,0.481524,0,0,0,1,0,2,1,1.455856,0.481524,0.974332,,0,,,0.002633,1.007661,4,32,1,1,1,4,6.208158,6.208158,12.403,0.204146,13.165,672.784,711.674
487,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00488.jpg,0.555566,0,0,0,1,0,2,1,1.494782,0.555566,0.939216,,0,,,0.007002,1.016287,4,32,1,1,1,4,6.035863,6.035863,12.400,0.187860,12.833,509.585,546.141
488,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00489.jpg,0.424662,0,0,0,0,0,1,1,0.424662,0.424662,0.000000,,0,,,0.204329,1.166987,4,32,1,1,1,4,5.549792,5.549792,12.765,0.147541,12.597,623.846,660.806
489,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00490.jpg,0.558555,0,0,0,0,0,1,1,0.558555,0.558555,0.000000,,0,,,0.217356,1.117505,4,32,1,1,1,4,5.997599,5.997599,13.890,0.129329,12.595,441.444,480.817
490,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00491.jpg,0.594390,0,0,0,1,0,1,1,1.552495,0.594390,0.958105,,0,,,0.004667,1.011534,4,32,1,1,1,4,5.144782,5.144782,12.129,0.147169,13.040,513.118,549.798
491,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00492.jpg,0.502240,0,0,0,1,0,1,1,1.393500,0.502240,0.891260,,0,,,0.013374,1.008699,4,32,1,1,1,4,6.053009,6.053009,12.639,0.147824,12.789,390.800,429.861
492,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00493.jpg,0.566121,0,0,0,1,0,2,1,1.489545,0.566121,0.923424,,0,,,0.008208,1.022739,4,32,1,1,1,4,4.797509,4.797509,12.246,0.097157,12.855,525.449,564.061
493,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00494.jpg,0.528915,0,0,0,1,0,2,1,1.455590,0.528915,0.926675,,0,,,0.007178,1.023852,4,32,1,1,1,4,5.036186,5.036186,12.461,0.185401,12.965,425.738,462.337
494,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00495.jpg,0.611576,0,0,0,1,0,1,1,1.538972,0.611576,0.927396,,0,,,0.008011,1.019401,4,32,1,1,1,4,5.169734,5.169734,12.515,0.174320,12.768,673.104,711.652
495,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00496.jpg,0.540606,0,0,0,1,0,2,1,1.530672,0.540606,0.990065,,0,,,0.001147,1.002542,4,32,1,1,1,4,5.934808,5.934808,12.706,0.173140,13.172,556.947,594.480
496,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00497.jpg,0.511180,0,0,0,1,0,1,1,1.409616,0.511180,0.898437,,0,,,0.010080,1.033407,4,32,1,1,1,4,5.347592,5.347592,12.640,0.100790,12.724,510.807,549.906
497,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00498.jpg,0.612614,0,0,0,1,0,1,1,1.578982,0.612614,0.966368,,0,,,0.003401,1.010254,4,32,1,1,1,4,5.922863,5.922863,12.468,0.095811,12.865,708.218,747.053
498,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00499.jpg,0.635430,0,0,0,1,0,1,1,1.602961,0.635430,0.967531,,0,,,0.003390,1.009564,4,32,1,1,1,4,6.372052,6.372052,12.635,0.156154,12.776,562.993,600.884
499,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00500.jpg,0.648371,0,0,0,1,0,1,1,1.615775,0.648371,0.967404,,0,,,0.003567,1.009099,4,32,1,1,1,4,5.804808,5.804808,12.903,0.186895,12.628,638.760,675.625
500,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00501.jpg,0.663406,0,0,0,1,0,1,1,1.633381,0.663406,0.969975,,0,,,0.003076,1.009003,4,32,1,1,1,4,5.638288,5.638288,12.986,0.177948,12.931,698.304,739.039
501,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00502.jpg,0.619242,0,0,0,1,0,1,1,1.559712,0.619242,0.940470,,0,,,0.006650,1.010364,4,32,1,1,1,4,5.488168,5.488168,13.097,0.189817,12.529,386.967,425.650
502,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00503.jpg,0.608208,0,0,0,1,0,1,1,1.585843,0.608208,0.977635,,0,,,0.002496,1.006044,4,32,1,1,1,4,6.551087,6.551087,11.900,0.197456,12.778,665.216,703.590
503,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00504.jpg,0.607490,0,0,0,1,0,1,1,1.607484,0.607490,0.999994,,0,,,0.000001,1.000001,4,32,1,1,1,4,5.775480,5.775480,12.606,0.198652,12.247,395.906,433.536
504,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00505.jpg,0.646044,0,0,0,1,0,1,1,1.540293,0.646044,0.894249,,0,,,0.012331,1.013003,4,32,1,1,1,4,4.847642,4.847642,11.848,0.326423,12.049,622.280,658.936
505,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00506.jpg,0.634016,0,0,0,1,0,1,1,1.522116,0.634016,0.888100,,0,,,0.013040,1.014451,4,32,1,1,1,4,5.403704,5.403704,12.417,0.164203,14.018,594.233,633.824
506,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00507.jpg,0.625017,0,0,0,1,0,1,1,1.609257,0.625017,0.984240,,0,,,0.001840,1.003989,4,32,1,1,1,4,5.603508,5.603508,12.858,0.252156,13.131,482.157,521.360
507,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00508.jpg,0.601606,0,0,0,1,0,1,1,1.590399,0.601606,0.988793,,0,,,0.001235,1.001922,4,32,1,1,1,4,5.794204,5.794204,12.207,0.171444,12.120,466.029,503.768
508,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00509.jpg,0.632966,0,0,0,1,0,1,1,1.625793,0.632966,0.992827,,0,,,0.000711,1.002184,4,32,1,1,1,4,6.025953,6.025953,12.014,0.225213,12.411,378.707,416.294
509,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00510.jpg,0.531256,0,0,0,1,0,1,1,1.403546,0.531256,0.872290,,0,,,0.014620,1.035152,4,32,1,1,1,4,5.716335,5.716335,12.956,0.145911,12.607,351.932,391.052
510,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00511.jpg,0.579732,0,0,0,1,0,1,1,1.563996,0.579732,0.984264,,0,,,0.001587,1.004740,4,32,1,1,1,4,5.160987,5.160987,11.902,0.087918,12.412,657.017,694.454
511,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00512.jpg,0.594505,0,0,0,1,0,1,1,1.470334,0.594505,0.875830,,0,,,0.014258,1.024978,4,32,1,1,1,4,5.734569,5.734569,12.507,0.237440,14.902,583.514,623.792
512,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00513.jpg,0.526284,0,0,0,1,0,1,1,1.486037,0.526284,0.959753,,0,,,0.004751,1.010238,4,32,1,1,1,4,5.198574,5.198574,12.130,0.104451,12.170,241.920,280.744
513,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00514.jpg,0.525606,0,0,0,1,0,1,1,1.525603,0.525606,0.999997,,0,,,0.000000,1.000001,4,32,1,1,1,4,5.255972,5.255972,12.379,0.105185,13.628,447.582,486.858
514,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00515.jpg,0.498975,0,0,0,1,0,1,1,1.462230,0.498975,0.963255,,0,,,0.004305,1.004516,4,32,1,1,1,4,5.291579,5.291579,12.670,0.103852,15.436,284.924,326.246
515,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00516.jpg,0.500222,0,0,0,1,0,1,1,1.442903,0.500222,0.942682,,0,,,0.005140,1.019857,4,32,1,1,1,4,5.210052,5.210052,13.002,0.052408,12.028,513.860,551.661
516,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00517.jpg,0.557876,0,0,0,1,0,1,1,1.392382,0.557876,0.834506,,0,,,0.021116,1.005548,4,32,1,1,1,4,5.353919,5.353919,12.020,0.070972,13.070,444.036,482.112
517,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00518.jpg,0.578611,0,0,0,1,0,1,1,1.419145,0.578611,0.840533,,0,,,0.018863,1.023391,4,32,1,1,1,4,5.479574,5.479574,12.278,0.136718,12.541,389.313,427.155
518,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00519.jpg,0.528871,0,0,0,1,0,1,1,1.382842,0.528871,0.853972,,0,,,0.016623,1.030761,4,32,1,1,1,4,5.763409,5.763409,12.573,0.066013,12.574,465.715,503.885
519,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00520.jpg,0.547304,0,0,0,1,0,1,1,1.533115,0.547304,0.985811,,0,,,0.000790,1.004745,4,32,1,1,1,4,5.393331,5.393331,13.053,0.063815,12.891,659.654,698.838
520,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00521.jpg,0.720827,0,0,0,1,0,1,1,1.472989,0.720827,0.752162,,0,,,0.029383,1.067005,4,32,1,1,1,4,5.151464,5.151464,13.059,0.475484,12.666,440.975,480.011
521,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00522.jpg,0.672042,0,0,0,1,0,1,1,1.635919,0.672042,0.963877,,0,,,0.004024,1.005032,4,32,1,1,1,4,4.932571,4.932571,12.296,0.365978,12.158,510.473,548.202
522,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00523.jpg,0.640208,0,0,0,1,0,1,1,1.595026,0.640208,0.954818,,0,,,0.004466,1.014225,4,32,1,1,1,4,5.605633,5.605633,11.844,0.281531,15.270,394.240,434.269
523,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00524.jpg,0.637398,0,0,0,1,0,1,1,1.595652,0.637398,0.958254,,0,,,0.004895,1.003149,4,32,1,1,1,4,5.203293,5.203293,12.394,0.223645,12.770,699.818,737.841
524,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00525.jpg,0.636886,0,0,0,1,0,1,1,1.611052,0.636886,0.974166,,0,,,0.002639,1.007745,4,32,1,1,1,4,5.314189,5.314189,12.703,0.273545,12.693,457.351,496.284
525,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00526.jpg,0.636251,0,0,0,1,0,1,1,1.636237,0.636251,0.999986,,0,,,0.000002,1.000004,4,32,1,1,1,4,4.997221,4.997221,12.988,0.274645,12.134,742.275,780.305
526,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00527.jpg,0.611381,0,0,0,1,0,1,1,1.586884,0.611381,0.975503,,0,,,0.003224,1.002166,4,32,1,1,1,4,4.837269,4.837269,12.012,0.171092,13.217,583.461,621.959
527,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00528.jpg,0.610739,0,0,0,1,0,1,1,1.610735,0.610739,0.999996,,0,,,0.000000,1.000001,4,32,1,1,1,4,4.823853,4.823853,12.401,0.171807,12.295,341.867,379.374
528,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00529.jpg,0.636555,0,0,0,1,0,1,1,1.623220,0.636555,0.986665,,0,,,0.000910,1.002703,4,32,1,1,1,4,5.100576,5.100576,12.913,0.307080,12.571,541.298,580.048
529,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00530.jpg,0.614104,0,0,0,1,0,1,1,1.597831,0.614104,0.983727,,0,,,0.000971,1.005417,4,32,1,1,1,4,5.248832,5.248832,12.970,0.123998,13.091,744.444,783.909
530,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00531.jpg,0.556738,0,0,0,1,0,1,1,1.534286,0.556738,0.977548,,0,,,0.001803,1.004024,4,32,1,1,1,4,4.877919,4.877919,12.734,0.086671,12.871,677.138,715.965
531,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00532.jpg,0.606010,0,0,0,1,0,1,1,1.590683,0.606010,0.984672,,0,,,0.002133,1.000433,4,32,1,1,1,4,4.895260,4.895260,13.159,0.202463,12.386,594.908,633.411
532,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00533.jpg,0.582664,0,0,0,1,0,1,1,1.573385,0.582664,0.990722,,0,,,0.001142,1.000262,4,32,1,1,1,4,4.928698,4.928698,12.214,0.129492,12.963,595.001,633.563
533,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00534.jpg,0.622005,0,0,0,1,0,1,1,1.587735,0.622005,0.965730,,0,,,0.004266,1.000584,4,32,1,1,1,4,5.062841,5.062841,13.081,0.173534,12.797,629.356,668.671
534,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00535.jpg,0.621407,0,0,0,1,0,1,1,1.621406,0.621407,0.999999,,0,,,0.000000,1.000000,4,32,1,1,1,4,6.462089,6.462089,12.714,0.173360,12.195,520.175,558.207
535,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00536.jpg,0.620808,0,0,0,1,0,1,1,1.620803,0.620808,0.999994,,0,,,0.000001,1.000001,4,32,1,1,1,4,5.467061,5.467061,12.947,0.173219,12.706,548.066,586.776
536,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00537.jpg,0.578851,0,0,0,1,0,1,1,1.409873,0.578851,0.831022,,0,,,0.019483,1.041339,4,32,1,1,1,4,4.456009,4.456009,12.066,0.086207,12.677,603.002,641.139
537,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00538.jpg,0.731732,0,0,0,1,0,1,1,1.472634,0.731732,0.740902,,0,,,0.031050,1.063432,4,32,1,1,1,4,4.428369,4.428369,12.351,0.461827,12.911,684.837,722.906
538,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00539.jpg,0.699428,0,0,0,1,0,1,1,1.684257,0.699428,0.984828,,0,,,0.001812,1.003089,4,32,1,1,1,4,4.720682,4.720682,13.297,0.437671,12.795,524.808,564.854
539,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00540.jpg,0.677556,0,0,0,1,0,1,1,1.658276,0.677556,0.980720,,0,,,0.002346,1.000280,4,32,1,1,1,4,5.406914,5.406914,12.930,0.363563,12.700,361.979,400.794
540,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00541.jpg,0.648377,0,0,0,1,0,1,1,1.628218,0.648377,0.979841,,0,,,0.002401,1.003179,4,32,1,1,1,4,5.843800,5.843800,12.656,0.390021,12.880,558.747,597.775
541,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00542.jpg,0.434753,0,0,0,1,0,1,1,1.202114,0.434753,0.767361,,0,,,0.027430,1.067482,4,32,1,1,1,4,5.250064,5.250064,12.362,0.061905,12.717,426.393,464.139
542,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00543.jpg,0.653131,0,0,0,1,0,1,1,1.419093,0.653131,0.765962,,0,,,0.027608,1.068168,4,32,1,1,1,4,5.691956,5.691956,12.049,0.397684,12.760,583.457,621.553
543,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00544.jpg,0.589835,0,0,0,1,0,1,1,1.512832,0.589835,0.922997,,0,,,0.008512,1.016967,4,32,1,1,1,4,4.800127,4.800127,12.549,0.306579,12.313,504.283,541.873
544,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00545.jpg,0.599363,0,0,0,1,0,1,1,1.558428,0.599363,0.959065,,0,,,0.004796,1.003057,4,32,1,1,1,4,5.296823,5.296823,11.651,0.248653,12.715,396.502,433.815
545,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00546.jpg,0.608291,0,0,0,1,0,1,1,1.517339,0.608291,0.909048,,0,,,0.009055,1.029555,4,32,1,1,1,4,5.078858,5.078858,13.083,0.191242,12.707,413.527,452.833
546,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00547.jpg,0.639977,0,0,0,1,0,1,1,1.621617,0.639977,0.981641,,0,,,0.001974,1.005172,4,32,1,1,1,4,5.167473,5.167473,12.021,0.327079,12.666,593.251,631.134
547,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00548.jpg,0.720583,0,0,0,1,0,1,1,1.704304,0.720583,0.983721,,0,,,0.001934,1.002711,4,32,1,1,1,4,4.743552,4.743552,12.656,0.470603,12.241,226.777,264.973
548,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00549.jpg,0.686834,0,0,0,1,0,1,1,1.622645,0.686834,0.935811,,0,,,0.006978,1.018455,4,32,1,1,1,4,4.833300,4.833300,11.940,0.385248,12.347,584.945,620.744
549,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00550.jpg,0.603693,0,0,0,1,0,1,1,1.528254,0.603693,0.924561,,0,,,0.008063,1.022453,4,32,1,1,1,4,5.010780,5.010780,12.562,0.300167,12.846,617.031,655.682
550,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00551.jpg,0.607536,0,0,0,1,0,1,1,1.589312,0.607536,0.981776,,0,,,0.001941,1.005187,4,32,1,1,1,4,4.874979,4.874979,12.811,0.297827,12.893,463.227,500.769
551,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00552.jpg,0.395856,0,0,0,1,0,1,1,1.069473,0.395856,0.673617,,0,,,0.038461,1.107963,4,32,1,1,1,4,4.561232,4.561232,12.283,0.066929,12.825,452.343,490.717
552,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00553.jpg,0.395102,0,0,0,1,0,1,1,1.395101,0.395102,0.999999,,0,,,0.000000,1.000000,4,32,1,1,1,4,5.183359,5.183359,12.056,0.066918,12.646,595.166,631.585
553,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00554.jpg,0.657866,0,0,0,1,0,1,1,1.442697,0.657866,0.784831,,0,,,0.024032,1.063414,4,32,1,1,1,4,5.320635,5.320635,12.544,0.303958,12.508,619.442,657.596
554,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00555.jpg,0.639668,0,0,0,1,0,1,1,1.594577,0.639668,0.954909,,0,,,0.004796,1.010793,4,32,1,1,1,4,5.564443,5.564443,12.008,0.259873,12.764,429.246,466.960
555,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00556.jpg,0.639295,0,0,0,1,0,1,1,1.639292,0.639295,0.999997,,0,,,0.000000,1.000001,4,32,1,1,1,4,5.556372,5.556372,12.930,0.259616,12.873,519.589,558.089
556,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00557.jpg,0.696393,0,0,0,1,0,1,1,1.669890,0.696393,0.973497,,0,,,0.002740,1.007057,4,32,1,1,1,4,4.417931,4.417931,12.483,0.305574,12.919,509.120,546.167
557,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00558.jpg,0.702277,0,0,0,1,0,1,1,1.507203,0.702277,0.804926,,0,,,0.021560,1.061564,4,32,1,1,1,4,5.315409,5.315409,13.079,0.341791,12.733,662.949,701.561
558,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00559.jpg,0.682004,0,0,0,1,0,1,1,1.480718,0.682004,0.798714,,0,,,0.022310,1.064511,4,32,1,1,1,4,5.564063,5.564063,12.553,0.329381,12.772,612.640,649.533
559,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00560.jpg,0.706544,0,0,0,1,0,1,1,1.617946,0.706544,0.911402,,0,,,0.009528,1.025607,4,32,1,1,1,4,5.173890,5.173890,12.482,0.378630,12.808,700.777,737.348
560,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00561.jpg,0.656631,0,0,0,1,0,1,1,1.638711,0.656631,0.982080,,0,,,0.001966,1.002255,4,32,1,1,1,4,5.253926,5.253926,12.084,0.287429,12.887,665.150,702.337
561,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00562.jpg,0.643390,0,0,0,1,0,1,1,1.581115,0.643390,0.937726,,0,,,0.006572,1.016085,4,32,1,1,1,4,5.069667,5.069667,13.125,0.283263,12.783,587.430,626.219
562,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00563.jpg,0.691069,0,0,0,1,0,1,1,1.672906,0.691069,0.981837,,0,,,0.001702,1.005876,4,32,1,1,1,4,4.754552,4.754552,12.309,0.305174,12.746,540.730,577.674
563,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00564.jpg,0.690722,0,0,0,1,0,1,1,1.690719,0.690722,0.999998,,0,,,0.000000,1.000001,4,32,1,1,1,4,5.062801,5.062801,12.998,0.304868,12.752,542.225,580.748
564,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00565.jpg,0.725394,0,0,0,1,0,1,1,1.589630,0.725394,0.864236,,0,,,0.014566,1.042455,4,32,1,1,1,4,4.723376,4.723376,12.381,0.353552,13.396,670.161,707.631
565,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00566.jpg,0.714446,0,0,0,1,0,1,1,1.615428,0.714446,0.900982,,0,,,0.010459,1.030483,4,32,1,1,1,4,5.185822,5.185822,12.878,0.328097,12.739,656.881,695.406
