frame,memory_bank_active_slots,memory_bank_writes,memory_bank_appends,memory_bank_replacements,memory_bank_duplicate_skips,memory_bank_low_quality_skips,memory_bank_stable_medium_writes,memory_slot_scale_small,memory_slot_scale_medium,memory_slot_scale_large,memory_slot_conf_medium,memory_slot_conf_high,memory_retrieval_top1_sim,memory_retrieval_mean_topk_sim,memory_retrieval_top1_slot,memory_retrieval_entropy,memory_slot_mean_pairwise_sim,memory_slot_max_pairwise_sim,memory_bank_context_norm,memory_crosslite_mean_attn_entropy,memory_crosslite_top1_attn_weight,memory_crosslite_mean_context_norm,memory_debug_images_saved
1802.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8856485188007355,0.21936983615159988,0.5586864799261093,64.0
1803.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8842369019985199,0.21810971945524216,0.5582296550273895,64.0
1804.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8838642835617065,0.2182128131389618,0.5584293305873871,64.0
1805.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8817833065986633,0.21677671372890472,0.5578649640083313,64.0
1806.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8860669136047363,0.2159625142812729,0.5587991774082184,64.0
1807.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8871805965900421,0.21746663749217987,0.5586996227502823,64.0
1808.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8879582583904266,0.21603348851203918,0.5586595237255096,64.0
1809.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8889246582984924,0.21627026051282883,0.5588304400444031,64.0
1810.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8870628476142883,0.21583830565214157,0.5587474554777145,64.0
1811.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8874876499176025,0.2177722528576851,0.5587913990020752,64.0
1812.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8878550231456757,0.21671606600284576,0.559171587228775,64.0
1813.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8905104696750641,0.2153305932879448,0.5597194284200668,64.0
1814.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8855198621749878,0.22241483628749847,0.5587578415870667,64.0
1815.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8831450343132019,0.22119008004665375,0.5582473427057266,64.0
1816.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8880582749843597,0.21470944583415985,0.5593196600675583,64.0
1817.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8868390023708344,0.21605586260557175,0.5587597638368607,64.0
1818.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8904580771923065,0.21490976214408875,0.5596506893634796,64.0
1819.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8898926079273224,0.21541698276996613,0.5599502623081207,64.0
1820.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8910666108131409,0.21356530487537384,0.5602006614208221,64.0
1821.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8864067494869232,0.21423207223415375,0.5594959557056427,64.0
1822.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8879675567150116,0.2143496423959732,0.5595916658639908,64.0
1823.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8864807188510895,0.21633277088403702,0.5596019476652145,64.0
1824.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8871773183345795,0.21611764281988144,0.5599060654640198,64.0
1825.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8904406428337097,0.21611695736646652,0.5602730810642242,64.0
1826.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8903460502624512,0.21635594218969345,0.5603155344724655,64.0
1827.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8903602659702301,0.2163364589214325,0.5603456646203995,64.0
1828.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8897026777267456,0.2155911847949028,0.5600823312997818,64.0
1829.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8918247222900391,0.2129802629351616,0.560635969042778,64.0
1830.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8926486670970917,0.2130187526345253,0.5608310848474503,64.0
1831.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8848750591278076,0.21741580218076706,0.5586702972650528,64.0
1832.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8848642110824585,0.21741485595703125,0.5586778819561005,64.0
1833.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8882704973220825,0.21675507724285126,0.5602063983678818,64.0
1834.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.888381153345108,0.216241754591465,0.5599991530179977,64.0
1835.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8932453989982605,0.21338295191526413,0.5609283894300461,64.0
1836.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8932970464229584,0.2133280262351036,0.5610092729330063,64.0
1837.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8926349878311157,0.2153083235025406,0.5610886067152023,64.0
1838.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8889018893241882,0.21678979694843292,0.5603799372911453,64.0
1839.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8940861225128174,0.21429887413978577,0.5615362823009491,64.0
1840.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8872351348400116,0.21698062121868134,0.5604112893342972,64.0
1841.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8920011520385742,0.2152172178030014,0.5610039681196213,64.0
1842.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8909510374069214,0.21459711343050003,0.560942605137825,64.0
1843.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8944927155971527,0.2107209488749504,0.5617859363555908,64.0
1844.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8901917338371277,0.21470683068037033,0.5609208047389984,64.0
1845.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8881745040416718,0.2147802710533142,0.5604723691940308,64.0
1846.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8902567327022552,0.21465026587247849,0.5616532862186432,64.0
1847.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8902859687805176,0.2146189883351326,0.5616773664951324,64.0
1848.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8926553130149841,0.21159257739782333,0.5618581473827362,64.0
1849.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8926600813865662,0.21158576756715775,0.5618593692779541,64.0
1850.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8920237421989441,0.21306702494621277,0.5614775866270065,64.0
1851.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8947986364364624,0.21089405566453934,0.5618029087781906,64.0
1852.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8948046863079071,0.21267609298229218,0.5620258897542953,64.0
1853.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8899793922901154,0.21558956056833267,0.5607184916734695,64.0
1854.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8917848169803619,0.2147548645734787,0.5610460937023163,64.0
1855.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8888360559940338,0.21659497171640396,0.5606047809123993,64.0
1856.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8851836025714874,0.21750973910093307,0.5604373067617416,64.0
1857.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8871273100376129,0.21737223863601685,0.5607577264308929,64.0
1858.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8893166482448578,0.2157573103904724,0.5610251575708389,64.0
1859.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8905206322669983,0.21435631066560745,0.5611983239650726,64.0
1860.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8874334692955017,0.21735020726919174,0.5607915967702866,64.0
1861.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8858881890773773,0.21532899141311646,0.5603405237197876,64.0
1862.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8939736187458038,0.21315087378025055,0.5614516139030457,64.0
1863.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.889828622341156,0.21540774405002594,0.5608260929584503,64.0
1864.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8927858173847198,0.21218083053827286,0.5607801377773285,64.0
1865.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.7700496315956116,0.7501200437545776,4.0,0.971907913684845,0.8051816821098328,1.0,1.0,0.8903261125087738,0.2143314704298973,0.5607864856719971,64.0
1866.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.882353812456131,0.217314675450325,0.5594680160284042,64.0
1867.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8853508234024048,0.21452120691537857,0.5597801953554153,64.0
1868.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8888706266880035,0.2142266258597374,0.5601832270622253,64.0
1869.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8898672461509705,0.21386781334877014,0.5605578124523163,64.0
1870.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.886909544467926,0.21398955583572388,0.5596663802862167,64.0
1871.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8891614377498627,0.21454311907291412,0.5605321228504181,64.0
1872.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8874674737453461,0.21627383679151535,0.5602036714553833,64.0
1873.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8889444768428802,0.2153344601392746,0.5605448335409164,64.0
1874.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8932508826255798,0.21220576018095016,0.5610744953155518,64.0
1875.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8863392472267151,0.21960564702749252,0.5605485737323761,64.0
1876.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8893251121044159,0.21727348119020462,0.5611646473407745,64.0
1877.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8863374292850494,0.21794573217630386,0.560866504907608,64.0
1878.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8873617351055145,0.21601109951734543,0.5606306791305542,64.0
1879.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8874117732048035,0.21596385538578033,0.5607028603553772,64.0
1880.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8889867961406708,0.21507689356803894,0.5611797273159027,64.0
1881.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8898625671863556,0.21523360908031464,0.5611798018217087,64.0
1882.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8915587961673737,0.21553880721330643,0.5617707073688507,64.0
1883.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8398231267929077,0.8016913533210754,4.0,0.9022749662399292,0.8051816821098328,1.0,1.0,0.8921183049678802,0.2144009843468666,0.5621804594993591,64.0
1884.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8888208866119385,0.87080979347229,6.0,0.9769737720489502,0.8051816821098328,1.0,0.9999999403953552,0.8914096653461456,0.21439136564731598,0.5622367858886719,64.0
1885.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8888208866119385,0.87080979347229,6.0,0.9769737720489502,0.8051816821098328,1.0,0.9999999403953552,0.8925787210464478,0.21432698518037796,0.5625712126493454,64.0
1886.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8888208866119385,0.87080979347229,6.0,0.9769737720489502,0.8051816821098328,1.0,0.9999999403953552,0.8931466341018677,0.2137695550918579,0.5624369382858276,64.0
1887.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8610543012619019,0.8541852235794067,6.0,0.9966043829917908,0.8051816821098328,1.0,1.0,0.8895675837993622,0.21680182963609695,0.5620870590209961,64.0
1888.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8901844620704651,0.8630185127258301,6.0,0.9486671090126038,0.8051816821098328,1.0,0.9999999403953552,0.8926784992218018,0.2139890417456627,0.5622319877147675,64.0
1889.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.9077394604682922,0.8705228567123413,6.0,0.9066051840782166,0.8051816821098328,1.0,1.0,0.8917154967784882,0.21394536644220352,0.562167301774025,64.0
1890.0,16.0,23.0,16.0,7.0,372.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.9282642602920532,0.8968803882598877,6.0,0.9323030710220337,0.8051816821098328,1.0,1.0,0.8913101255893707,0.21360286325216293,0.5618379414081573,64.0
1891.0,16.0,23.0,16.0,7.0,373.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.9177630543708801,0.8984434604644775,6.0,0.9735702276229858,0.8051816821098328,1.0,0.9999999403953552,0.8910825550556183,0.21433357149362564,0.5619023591279984,64.0
1892.0,16.0,23.0,16.0,7.0,374.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.9177372455596924,0.8984542489051819,6.0,0.9736685156822205,0.8051816821098328,1.0,1.0,0.8911057114601135,0.2143029421567917,0.5618887394666672,64.0
1893.0,16.0,23.0,16.0,7.0,375.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8966583013534546,0.8907694816589355,6.0,0.9975028038024902,0.8051816821098328,1.0,1.0,0.8900608122348785,0.2163611575961113,0.561706006526947,64.0
1894.0,16.0,23.0,16.0,7.0,376.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8915563821792603,0.8892824053764343,6.0,0.9996271133422852,0.8051816821098328,1.0,0.9999999403953552,0.8930206000804901,0.21438711136579514,0.5619491338729858,64.0
1895.0,16.0,23.0,16.0,7.0,377.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8924115896224976,0.8917402625083923,6.0,0.9999674558639526,0.8051816821098328,1.0,1.0,0.897098571062088,0.21084840595722198,0.5627013444900513,64.0
1896.0,16.0,23.0,16.0,7.0,378.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.9176254272460938,0.9072548747062683,3.0,0.9922834634780884,0.8051816821098328,1.0,1.0,0.8886529207229614,0.21602106094360352,0.5612857639789581,64.0
1897.0,16.0,23.0,16.0,7.0,379.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.9714351892471313,0.8794745802879333,3.0,0.5767114162445068,0.8051816821098328,1.0,1.0,0.8882616460323334,0.21717723459005356,0.5608145594596863,64.0
1898.0,16.0,23.0,16.0,7.0,380.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.9204086065292358,0.9081038236618042,3.0,0.989160418510437,0.8051816821098328,1.0,0.9999999403953552,0.8874920606613159,0.21789748221635818,0.5605210065841675,64.0
1899.0,16.0,23.0,16.0,7.0,381.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8901553750038147,0.8846343755722046,3.0,0.9978045225143433,0.8051816821098328,1.0,0.9999999403953552,0.885601282119751,0.21821333467960358,0.5598853826522827,64.0
1900.0,16.0,23.0,16.0,7.0,382.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8863795399665833,0.8844059705734253,3.0,0.9997191429138184,0.8051816821098328,1.0,1.0,0.8837895691394806,0.22104765474796295,0.5594642907381058,64.0
1901.0,16.0,23.0,16.0,7.0,383.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8863967061042786,0.8843773603439331,3.0,0.9997059106826782,0.8051816821098328,1.0,1.0,0.8837473094463348,0.22103101760149002,0.5592242628335953,64.0
1902.0,16.0,23.0,16.0,7.0,384.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8671869039535522,0.8570653200149536,6.0,0.9926477074623108,0.8051816821098328,1.0,0.9999999403953552,0.8818390369415283,0.21941569447517395,0.5587352514266968,64.0
1903.0,16.0,23.0,16.0,7.0,385.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8671655654907227,0.8570816516876221,6.0,0.992702066898346,0.8051816821098328,1.0,1.0,0.8818212151527405,0.21938937157392502,0.5584960281848907,64.0
1904.0,16.0,23.0,16.0,7.0,386.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8861552476882935,0.8713035583496094,3.0,0.9842628836631775,0.8051816821098328,1.0,0.9999999403953552,0.8911494612693787,0.21524667739868164,0.5602438598871231,64.0
1905.0,16.0,23.0,16.0,7.0,387.0,0.0,0.0,0.0,11.0,5.0,0.0,16.0,0.8928008079528809,0.8888592720031738,3.0,0.9988802075386047,0.8051816821098328,1.0,1.0,0.8887040615081787,0.21604104340076447,0.559320867061615,64.0
