frame,path,teacher_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,teacher_num_candidates,teacher_selected_rank,teacher_selected_score,teacher_selected_score_conf,teacher_selected_score_temporal,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,update_event_triggered,update_applied,updates_this_frame,batch_size_used,det_loss,total_loss,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
1870,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01871.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,4.183063,4.183063,13.654,0.023669,14.219,346.636,389.333
1871,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01872.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,3.905757,3.905757,14.564,0.093976,14.457,463.191,509.044
1872,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01873.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,5.673894,5.673894,13.960,0.079414,16.286,413.046,461.264
1873,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01874.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,3.947485,3.947485,13.848,0.085700,13.978,582.111,625.122
1874,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01875.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,6.265222,6.265222,13.648,0.447222,13.846,670.060,711.068
1875,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01876.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,4.816832,4.816832,13.714,0.508429,13.751,681.080,722.012
1876,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01877.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,4.720711,4.720711,13.761,0.262862,16.701,677.146,721.092
1877,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01878.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,3.959409,3.959409,13.657,0.144318,13.576,637.991,681.780
1878,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01879.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,4.449808,4.449808,13.778,0.823134,13.901,424.099,467.227
1879,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01880.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,5.148500,5.148500,13.203,0.823219,13.997,720.806,763.242
1880,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01881.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,4.097607,4.097607,14.201,0.586867,13.939,348.065,389.720
1881,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01882.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,5.120934,5.120934,14.000,0.499251,14.415,718.753,763.287
1882,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01883.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,3.843301,3.843301,13.548,0.715255,14.242,557.011,599.926
1883,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01884.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,4.189392,4.189392,15.719,0.834232,17.344,366.719,415.578
1884,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01885.jpg,0.477199,0,0,0,1,0,1,1,0.477199,0.477199,0.000000,0,,,,,4,32,1,1,1,4,4.061876,4.061876,13.966,0.890536,13.952,637.372,678.957
1885,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01886.jpg,0.267925,0,0,0,1,0,1,1,1.096612,0.267925,0.828686,0,,,0.006208,1.089740,4,32,1,1,1,4,4.084712,4.084712,13.609,0.839169,13.918,887.245,929.642
1886,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01887.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,3.893976,3.893976,13.949,0.844490,13.821,472.087,513.136
1887,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01888.jpg,0.372964,0,0,0,1,0,1,1,0.372964,0.372964,0.000000,0,,,,,4,32,1,1,1,4,4.059514,4.059514,13.871,0.878297,14.732,283.236,326.973
1888,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01889.jpg,0.727970,0,0,0,1,0,1,1,1.668315,0.727970,0.940345,0,,,0.001899,1.025124,4,32,1,1,1,4,3.782845,3.782845,13.852,0.901770,13.943,552.619,595.524
1889,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01890.jpg,0.796014,0,0,0,1,0,1,1,1.783663,0.796014,0.987649,0,,,0.000688,1.000931,4,32,1,1,1,4,3.954921,3.954921,13.673,0.908363,14.083,794.534,835.612
1890,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01891.jpg,0.903026,0,0,1,1,0,1,1,1.810900,0.903026,0.907874,1,0.936163,,0.005321,1.005569,4,32,1,1,1,4,4.160362,4.160362,14.297,0.939165,14.031,682.512,726.858
1891,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01892.jpg,0.926689,1,1,1,1,1,1,1,1.870491,0.926689,0.943802,2,0.964090,0.964090,0.003189,1.007770,4,32,1,1,1,4,4.239596,4.239596,13.883,0.954866,14.125,506.115,550.448
1892,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01893.jpg,0.926731,1,1,1,1,1,1,1,1.926682,0.926731,0.999952,3,0.999973,0.999973,0.000003,1.000012,4,32,1,1,1,4,4.959882,4.959882,14.559,0.954856,15.873,435.582,481.192
1893,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01894.jpg,0.935243,1,1,1,1,1,1,1,1.906358,0.935243,0.971115,4,0.978714,0.978714,0.001402,1.001142,4,32,1,1,1,4,5.053768,5.053768,14.986,0.960388,14.032,469.528,516.960
1894,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01895.jpg,0.932307,1,1,1,1,1,1,1,1.891111,0.932307,0.958804,5,0.979104,0.979104,0.001710,1.018432,4,32,1,1,1,4,5.260185,5.260185,14.365,0.959724,13.906,743.649,787.528
1895,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01896.jpg,0.929517,1,1,1,1,1,1,1,1.910451,0.929517,0.980934,6,0.986891,0.986891,0.000798,1.003079,4,32,1,1,1,4,5.241700,5.241700,13.728,0.961278,14.048,507.943,549.946
1896,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01897.jpg,0.825477,1,1,1,1,1,1,1,1.371562,0.825477,0.546085,7,0.747671,0.747671,0.025758,1.242472,4,32,1,1,1,4,6.440713,6.440713,13.212,0.880597,13.503,479.040,519.490
1897,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01898.jpg,0.931246,1,1,1,1,1,1,1,1.642085,0.931246,0.710839,8,0.820134,0.820134,0.019559,1.058977,4,32,1,1,1,4,7.058866,7.058866,14.087,0.943119,16.699,832.843,876.979
1898,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01899.jpg,0.928205,1,1,1,1,1,1,1,1.500145,0.928205,0.571939,9,0.772295,0.772295,0.018471,1.276114,4,32,1,1,1,4,6.237190,6.237190,14.270,0.959111,14.209,736.364,779.728
1899,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01900.jpg,0.927121,1,1,1,1,1,1,1,1.861244,0.927121,0.934122,10,0.960104,0.960104,0.003315,1.015997,4,32,1,1,1,4,6.064970,6.064970,13.977,0.956087,14.290,561.239,606.935
1900,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01901.jpg,0.924035,1,1,1,1,1,1,1,1.893611,0.924035,0.969576,11,0.978753,0.978753,0.001746,1.000979,4,32,1,1,1,4,4.544510,4.544510,13.656,0.955371,13.954,659.969,701.499
1901,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01902.jpg,0.924061,1,1,1,1,1,1,1,1.923972,0.924061,0.999911,12,0.999957,0.999957,0.000004,1.000036,4,32,1,1,1,4,3.954179,3.954179,13.735,0.955128,14.916,724.771,766.698
1902,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01903.jpg,0.897743,1,1,1,1,1,2,1,1.744925,0.897743,0.847182,13,0.918143,0.918143,0.009198,1.049209,4,32,1,1,1,4,5.407601,5.407601,13.643,0.940558,15.746,637.837,681.993
1903,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01904.jpg,0.897806,1,1,1,1,1,2,1,1.897649,0.897806,0.999843,14,0.999918,0.999918,0.000008,1.000054,4,32,1,1,1,4,4.819540,4.819540,15.182,0.939824,13.604,647.966,693.436
1904,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01905.jpg,0.928900,1,1,1,1,1,1,1,1.862577,0.928900,0.933677,15,0.963835,0.963835,0.001871,1.033213,4,32,1,1,1,4,4.902710,4.902710,14.217,0.963291,15.005,682.241,725.414
1905,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01906.jpg,0.913708,1,1,1,1,1,2,1,1.887727,0.913708,0.974019,16,0.985922,0.985922,0.000516,1.014279,4,32,1,1,1,4,6.313380,6.313380,13.978,0.943875,14.128,717.966,759.860
1906,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01907.jpg,0.913728,1,1,1,1,1,2,1,1.913684,0.913728,0.999956,17,0.999972,0.999972,0.000003,1.000003,4,32,1,1,1,4,6.269071,6.269071,14.010,0.943499,13.919,465.707,508.588
1907,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01908.jpg,0.908308,1,1,1,1,1,2,1,1.862296,0.908308,0.953988,18,0.977690,0.977690,0.002529,1.017623,4,32,1,1,1,4,6.284628,6.284628,13.928,0.938173,15.023,591.306,633.387
1908,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01909.jpg,0.706264,0,0,0,1,0,1,1,1.541850,0.706264,0.835586,0,,,0.007484,1.079007,4,32,1,1,1,4,6.340439,6.340439,13.638,0.901730,13.718,675.200,715.786
1909,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01910.jpg,0.830459,0,0,1,1,0,1,1,1.655917,0.830459,0.825457,1,0.883419,,0.012701,1.003372,4,32,1,1,1,4,6.381277,6.381277,13.653,0.892009,13.751,628.483,669.098
1910,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01911.jpg,0.894352,1,1,1,1,1,1,1,1.772678,0.894352,0.878327,2,0.929250,0.929250,0.007785,1.024778,4,32,1,1,1,4,5.856018,5.856018,14.071,0.931425,14.519,725.630,767.948
1911,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01912.jpg,0.901458,1,1,1,1,1,2,1,1.849825,0.901458,0.948367,3,0.969153,0.969153,0.000947,1.025189,4,32,1,1,1,4,6.014984,6.014984,13.992,0.940305,14.444,553.519,597.163
1912,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01913.jpg,0.900675,1,1,1,1,1,2,1,1.870242,0.900675,0.969567,4,0.979791,0.979791,0.001653,1.003279,4,32,1,1,1,4,5.543701,5.543701,13.713,0.943568,13.612,623.303,665.457
1913,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01914.jpg,0.893795,1,1,1,1,1,1,1,1.718687,0.893795,0.824893,5,0.911139,0.911139,0.009856,1.071593,4,32,1,1,1,4,6.424932,6.424932,14.091,0.949499,14.128,712.498,754.276
1914,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01915.jpg,0.890003,1,1,1,1,1,1,1,1.776420,0.890003,0.886418,6,0.943433,0.943433,0.005833,1.048313,4,32,1,1,1,4,6.751832,6.751832,14.102,0.940887,14.029,414.435,456.030
1915,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01916.jpg,0.899369,1,1,1,1,1,1,1,1.852353,0.899369,0.952984,7,0.974725,0.974725,0.002466,1.015149,4,32,1,1,1,4,6.724701,6.724701,13.953,0.944560,16.288,588.596,634.506
1916,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01917.jpg,0.908255,1,1,1,1,1,1,1,1.878007,0.908255,0.969752,8,0.983510,0.983510,0.000569,1.016766,4,32,1,1,1,4,7.029274,7.029274,13.106,0.949647,13.521,419.097,458.062
1917,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01918.jpg,0.518669,0,0,0,1,0,1,1,1.171368,0.518669,0.652699,0,,,0.022854,1.099299,4,32,1,1,1,4,6.537249,6.537249,12.996,0.877658,13.641,677.237,720.099
1918,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01919.jpg,0.856920,0,0,1,1,0,1,1,1.709362,0.856920,0.852442,1,0.920713,,0.007526,1.056927,4,32,1,1,1,4,6.738748,6.738748,13.643,0.921667,12.909,705.059,744.779
1919,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01920.jpg,0.897298,1,1,1,1,1,1,1,1.814867,0.897298,0.917568,2,0.955179,0.955179,0.003366,1.034397,4,32,1,1,1,4,5.775562,5.775562,13.766,0.936677,17.452,710.499,758.235
1920,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01921.jpg,0.903467,1,1,1,1,1,1,1,1.854374,0.903467,0.950907,3,0.974632,0.974632,0.001851,1.022845,4,32,1,1,1,4,5.908013,5.908013,14.748,0.936512,13.729,645.111,688.217
1921,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01922.jpg,0.825055,1,1,1,1,1,1,1,1.784598,0.825055,0.959543,4,0.963290,0.963290,0.000244,1.004013,4,32,1,1,1,4,5.626672,5.626672,14.054,0.920475,15.044,294.126,338.597
1922,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01923.jpg,0.889793,1,1,1,1,1,1,1,1.844411,0.889793,0.954618,5,0.974085,0.974085,0.002379,1.012279,4,32,1,1,1,4,5.723836,5.723836,13.918,0.924266,13.734,553.684,596.404
1923,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01924.jpg,0.889552,1,1,1,1,1,1,1,1.802074,0.889552,0.912522,6,0.947628,0.947628,0.004617,1.021439,4,32,1,1,1,4,6.053959,6.053959,13.600,0.928590,14.344,447.983,489.953
1924,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01925.jpg,0.852264,1,1,1,1,1,1,1,1.727418,0.852264,0.875154,7,0.931698,0.931698,0.005921,1.048046,4,32,1,1,1,4,6.055567,6.055567,13.769,0.904826,13.884,294.589,337.548
1925,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01926.jpg,0.845771,1,1,1,1,1,1,1,1.650108,0.845771,0.804337,8,0.889133,0.889133,0.010229,1.069911,4,32,1,1,1,4,6.678877,6.678877,13.294,0.922669,13.601,420.516,462.750
1926,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01927.jpg,0.535729,0,0,0,1,0,1,1,1.291305,0.535729,0.755576,0,,,0.016287,1.026405,4,32,1,1,1,4,6.452190,6.452190,14.276,0.815842,14.512,554.969,598.547
1927,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01928.jpg,0.872431,0,0,1,1,0,1,1,1.708631,0.872431,0.836200,1,0.912184,,0.006690,1.077362,4,32,1,1,1,4,6.235765,6.235765,13.962,0.879191,15.530,425.312,469.931
1928,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01929.jpg,0.843428,1,1,1,1,1,2,1,1.668819,0.843428,0.825392,2,0.909102,0.909102,0.008605,1.076893,4,32,1,1,1,4,7.524801,7.524801,14.053,0.907745,16.361,655.208,701.934
1929,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01930.jpg,0.854309,1,1,1,1,1,1,1,1.809948,0.854309,0.955638,3,0.978940,0.978940,0.002042,1.020601,4,32,1,1,1,4,5.836575,5.836575,15.271,0.900400,14.010,565.151,609.102
1930,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01931.jpg,0.881531,1,1,1,1,1,1,1,1.857718,0.881531,0.976187,4,0.984042,0.984042,0.001529,1.000512,4,32,1,1,1,4,5.570921,5.570921,14.030,0.915145,14.080,722.846,764.338
1931,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01932.jpg,0.898571,1,1,1,1,1,1,1,1.847595,0.898571,0.949024,5,0.971385,0.971385,0.002867,1.013216,4,32,1,1,1,4,6.956670,6.956670,14.258,0.924589,13.725,762.245,805.596
1932,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01933.jpg,0.855790,1,1,1,1,1,1,1,1.817846,0.855790,0.962056,6,0.972758,0.972758,0.002149,1.000388,4,32,1,1,1,4,6.297835,6.297835,13.936,0.902530,14.227,642.755,685.948
1933,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01934.jpg,0.698019,0,0,0,1,0,1,1,1.512226,0.698019,0.814207,0,,,0.006910,1.103169,4,32,1,1,1,4,5.589343,5.589343,14.055,0.859164,14.451,526.791,569.352
1934,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01935.jpg,0.864497,0,0,1,1,0,1,1,1.707243,0.864497,0.842746,1,0.909147,,0.009376,1.041165,4,32,1,1,1,4,5.739149,5.739149,13.565,0.926559,13.714,654.644,694.961
1935,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01936.jpg,0.753766,0,0,0,1,0,2,1,1.686180,0.753766,0.932414,0,,,0.003798,1.013113,4,32,1,1,1,4,5.287325,5.287325,13.662,0.889861,13.911,511.602,552.470
1936,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01937.jpg,0.826703,0,0,1,1,0,2,1,1.718413,0.826703,0.891710,1,0.939836,,0.004889,1.041145,4,32,1,1,1,4,5.185723,5.185723,13.736,0.873465,13.880,554.504,595.411
1937,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01938.jpg,0.826955,1,1,1,1,1,2,1,1.826813,0.826955,0.999858,2,0.999924,0.999924,0.000006,1.000058,4,32,1,1,1,4,6.645987,6.645987,13.568,0.873108,14.028,758.493,804.098
1938,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01939.jpg,0.861532,1,1,1,1,1,2,1,1.825939,0.861532,0.964407,3,0.976861,0.976861,0.001895,1.004958,4,32,1,1,1,4,6.643184,6.643184,13.988,0.889972,14.124,455.636,497.720
1939,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01940.jpg,0.881307,1,1,1,1,1,1,1,1.848561,0.881307,0.967254,4,0.981250,0.981250,0.001436,1.010702,4,32,1,1,1,4,5.897783,5.897783,13.680,0.907674,14.064,519.392,563.134
1940,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01941.jpg,0.863781,1,1,1,1,1,2,1,1.791889,0.863781,0.928108,5,0.958608,0.958608,0.003735,1.020091,4,32,1,1,1,4,7.630224,7.630224,13.976,0.917281,14.231,485.406,528.154
1941,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01942.jpg,0.815899,1,1,1,1,1,2,1,1.773120,0.815899,0.957221,6,0.974776,0.974776,0.002706,1.006813,4,32,1,1,1,4,6.508217,6.508217,14.174,0.884246,14.642,289.244,333.302
1942,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01943.jpg,0.793639,0,0,0,1,0,1,1,1.556892,0.793639,0.763253,0,,,0.013566,1.094186,4,32,1,1,1,4,7.704056,7.704056,13.826,0.862127,13.940,461.629,503.179
1943,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01944.jpg,0.826908,0,0,1,1,0,2,1,1.571437,0.826908,0.744529,1,0.863751,,0.013682,1.112094,4,32,1,1,1,4,5.998527,5.998527,13.766,0.894559,14.212,801.113,842.543
1944,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01945.jpg,0.806229,1,1,1,1,1,1,1,1.519839,0.806229,0.713610,2,0.849037,0.849037,0.012267,1.156879,4,32,1,1,1,4,7.911765,7.911765,13.821,0.871145,13.915,617.591,659.459
1945,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01946.jpg,0.806380,1,1,1,1,1,1,1,1.805766,0.806380,0.999386,3,0.999721,0.999721,0.000031,1.000271,4,32,1,1,1,4,11.003659,11.003659,15.566,0.870007,13.950,550.889,597.839
1946,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01947.jpg,0.829073,1,1,1,1,1,1,1,1.633481,0.829073,0.804408,4,0.898930,0.898930,0.010052,1.086693,4,32,1,1,1,4,13.511538,13.511538,13.726,0.869365,13.533,501.091,541.328
1947,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01948.jpg,0.872412,1,1,1,1,1,1,1,1.118021,0.872412,0.245609,5,0.586986,0.586986,0.047687,1.675859,4,32,1,1,1,4,16.036736,16.036736,13.346,0.860152,14.257,677.731,719.958
1948,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01949.jpg,0.818224,1,1,1,1,1,1,1,1.796238,0.818224,0.978014,6,0.988295,0.988295,0.000937,1.008619,4,32,1,1,1,4,10.947741,10.947741,14.179,0.841964,14.386,391.947,435.597
1949,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01950.jpg,0.768143,0,0,0,1,0,1,1,1.188166,0.768143,0.420022,0,,,0.026191,1.449298,4,32,1,1,1,4,10.451894,10.451894,13.913,0.824548,14.067,372.199,414.550
1950,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01951.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,9.946363,9.946363,13.664,0.296702,15.819,815.022,859.331
1951,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01952.jpg,0.505597,0,0,0,1,0,1,1,0.505597,0.505597,0.000000,0,,,,,4,32,1,1,1,4,12.282479,12.282479,14.179,0.814259,14.215,420.119,461.796
1952,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01953.jpg,0.808450,0,0,1,1,0,1,1,1.642956,0.808450,0.834506,1,0.920444,,0.008094,1.082692,4,32,1,1,1,4,15.210956,15.210956,15.386,0.867092,14.184,750.004,792.994
1953,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01954.jpg,0.665395,0,0,0,1,0,1,1,1.615233,0.665395,0.949838,0,,,0.000860,1.013740,4,32,1,1,1,4,14.538104,14.538104,13.786,0.858832,13.512,685.946,726.548
1954,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01955.jpg,0.542079,0,0,0,1,0,1,1,1.469465,0.542079,0.927386,0,,,0.002311,1.024785,4,32,1,1,1,4,10.663193,10.663193,14.456,0.826685,13.923,457.304,498.408
1955,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01956.jpg,0.868872,0,0,1,1,0,1,1,1.669568,0.868872,0.800695,1,0.903402,,0.010400,1.097609,4,32,1,1,1,4,12.587434,12.587434,13.261,0.881170,13.702,420.837,463.033
1956,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01957.jpg,0.787432,0,0,0,1,0,1,1,1.586875,0.787432,0.799442,0,,,0.007169,1.114210,4,32,1,1,1,4,13.578506,13.578506,13.865,0.857206,13.852,553.163,594.554
1957,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01958.jpg,0.872909,0,0,1,1,0,1,1,1.841930,0.872909,0.969022,1,0.983246,,0.001590,1.009851,4,32,1,1,1,4,13.703569,13.703569,13.705,0.891283,14.125,690.745,732.260
1958,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01959.jpg,0.810241,1,1,1,1,1,1,1,1.786051,0.810241,0.975810,2,0.986353,0.986353,0.000724,1.010645,4,32,1,1,1,4,7.343211,7.343211,13.863,0.853155,13.874,678.730,719.687
1959,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01960.jpg,0.840621,1,1,1,1,1,1,1,1.824589,0.840621,0.983968,3,0.990897,0.990897,0.000431,1.007268,4,32,1,1,1,4,6.887769,6.887769,13.985,0.872362,16.885,935.361,982.545
1960,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01961.jpg,0.805282,1,1,1,1,1,2,1,1.703904,0.805282,0.898621,4,0.943409,0.943409,0.005603,1.030029,4,32,1,1,1,4,7.796253,7.796253,16.110,0.875086,13.696,453.593,496.855
1961,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01962.jpg,0.805442,1,1,1,1,1,2,1,1.805425,0.805442,0.999982,5,0.999991,0.999991,0.000001,1.000009,4,32,1,1,1,4,6.739466,6.739466,13.290,0.874579,14.073,578.615,621.285
1962,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01963.jpg,0.866015,1,1,1,1,1,2,1,1.829395,0.866015,0.963380,6,0.982616,0.982616,0.001680,1.016910,4,32,1,1,1,4,5.416049,5.416049,14.123,0.883386,14.543,440.667,483.160
1963,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01964.jpg,0.893451,1,1,1,1,1,2,1,1.843781,0.893451,0.950331,7,0.974615,0.974615,0.002501,1.018853,4,32,1,1,1,4,5.608931,5.608931,13.678,0.888267,14.628,607.749,652.084
1964,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01965.jpg,0.865503,1,1,1,1,1,2,1,1.827485,0.865503,0.961981,8,0.976648,0.976648,0.002138,1.006560,4,32,1,1,1,4,6.021168,6.021168,14.166,0.884325,13.631,765.057,806.324
1965,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01966.jpg,0.848411,1,1,1,1,1,1,1,1.829977,0.848411,0.981567,9,0.986639,0.986639,0.000327,1.005268,4,32,1,1,1,4,5.153324,5.153324,13.719,0.879186,13.961,601.858,645.146
1966,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01967.jpg,0.791316,0,0,0,1,0,2,1,1.732646,0.791316,0.941330,0,,,0.001986,1.025819,4,32,1,1,1,4,5.330336,5.330336,13.572,0.884592,13.972,430.194,471.275
1967,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01968.jpg,0.671067,0,0,0,1,0,1,1,1.622375,0.671067,0.951309,0,,,0.003428,1.000471,4,32,1,1,1,4,5.427214,5.427214,15.390,0.854708,13.950,591.749,638.831
1968,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01969.jpg,0.754758,0,0,0,1,0,1,1,1.679668,0.754758,0.924910,0,,,0.004359,1.015627,4,32,1,1,1,4,7.332205,7.332205,13.886,0.862248,14.135,628.250,670.078
1969,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01970.jpg,0.745623,0,0,0,1,0,2,1,1.676665,0.745623,0.931042,0,,,0.002852,1.031045,4,32,1,1,1,4,6.163438,6.163438,13.957,0.867545,13.995,382.694,428.999
1970,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01971.jpg,0.749718,0,0,0,1,0,1,1,1.430642,0.749718,0.680924,0,,,0.014026,1.187669,4,32,1,1,1,4,5.398572,5.398572,12.966,0.896058,13.974,513.646,553.701
1971,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_01972.jpg,0.532195,0,0,0,1,0,1,1,1.259316,0.532195,0.727121,0,,,0.018365,1.034313,4,32,1,1,1,4,5.135665,5.135665,13.509,0.797128,13.878,707.992,749.756
