frame,path,active_conf,active_latency_ms,shadow_teacher_conf,shadow_student_conf,shadow_teacher_latency_ms,shadow_student_latency_ms,shadow_update_latency_ms,shadow_update_applied,shadow_updates_this_frame,shadow_buffer_size,shadow_accepted,update_paused,throttle_weird_rate,throttle_box_jump_rate,active_weights,active_model_kind,promotion_policy
70,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00071.jpg,0.9711724519729614,11.99728012084961,0.7062599658966064,0.9711724519729614,11.734047889709473,12.233152389526367,0.0,0,0,0,0,1,0.6285714507102966,0.04285714402794838,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic
71,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00072.jpg,0.9787611961364746,12.347616195678711,0.7617591619491577,0.9787611961364746,12.602272033691406,12.256159782409668,0.0,0,0,0,0,1,0.6197183132171631,0.0422535203397274,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic
72,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00073.jpg,0.9887433052062988,12.041024208068848,0.7447417974472046,0.9887433052062988,11.920415878295898,12.427264213562012,0.0,0,0,0,0,1,0.6111111044883728,0.0416666679084301,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic
73,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00074.jpg,0.9912720322608948,12.370495796203613,0.6571627259254456,0.9912720322608948,12.65552043914795,12.605792045593262,0.0,0,0,0,0,1,0.6027397513389587,0.04109589010477066,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic
74,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00075.jpg,0.9896098375320435,12.671808242797852,0.6591482758522034,0.9896098375320435,12.63593578338623,13.929792404174805,0.0,0,0,0,0,1,0.5945945978164673,0.04054053872823715,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic
75,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00076.jpg,0.9922829270362854,11.914336204528809,0.5026142001152039,0.9922829270362854,15.10745620727539,12.862560272216797,0.0,0,0,0,0,1,0.5866666436195374,0.03999999910593033,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic
76,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00077.jpg,0.9927298426628113,13.052736282348633,0.647281289100647,0.9927298426628113,12.691519737243652,12.925984382629395,0.0,0,0,0,0,1,0.5789473652839661,0.03947368264198303,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic
77,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00078.jpg,0.9927298426628113,12.87440013885498,0.647281289100647,0.9927298426628113,13.049951553344727,12.869759559631348,0.0,0,0,0,0,1,0.5714285969734192,0.03896103799343109,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic
78,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00079.jpg,0.9889461398124695,13.026623725891113,0.9889461398124695,0.9889461398124695,12.905471801757812,13.083711624145508,0.0,0,0,0,0,1,0.5641025900840759,0.03846153989434242,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic
79,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00080.jpg,0.9872586131095886,12.674847602844238,0.9872586131095886,0.9872586131095886,12.71833610534668,12.469311714172363,0.0,0,0,0,0,1,0.5569620132446289,0.037974681705236435,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic
80,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00081.jpg,0.9872075915336609,12.673855781555176,0.9872075915336609,0.9872075915336609,12.601568222045898,12.58073616027832,0.0,0,0,1,1,1,0.550000011920929,0.03750000149011612,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic
81,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00082.jpg,0.9802539944648743,12.769120216369629,0.9802539944648743,0.9802539944648743,12.74067211151123,12.652480125427246,0.0,0,0,2,1,1,0.5432098507881165,0.03703703731298447,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic
