frame,path,teacher_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,teacher_num_candidates,teacher_selected_rank,teacher_selected_score,teacher_selected_score_conf,teacher_selected_score_temporal,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,update_event_triggered,update_applied,updates_this_frame,batch_size_used,det_loss,total_loss,coverage_buffer_size,coverage_entries_added,coverage_entries_sampled,coverage_loss,coverage_region_entries_skipped,coverage_region_mean_student_conf,coverage_region_mean_teacher_conf,coverage_region_mean_conf_gap,memory_contrastive_loss,memory_contrastive_valid_entries,memory_contrastive_mean_pos_sim,memory_contrastive_mean_neg_sim,memory_contrastive_margin,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
667,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00668.jpg,0.695827,0,0,0,0,0,1,1,0.695827,0.695827,0.000000,0,,,0.192965,17.597187,4,32,1,1,1,4,3.993668,3.993668,0,0,0,0.000000,0,,,,,0,,,,14.051,0.477642,14.432,601.136,647.209
668,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00669.jpg,0.597558,0,0,0,1,0,2,1,1.564849,0.597558,0.967291,0,,,0.001994,1.013975,4,32,1,1,1,4,4.377253,4.377253,0,0,0,0.000000,0,,,,,0,,,,14.422,0.809092,14.337,503.959,549.980
669,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00670.jpg,0.638111,0,0,0,1,0,1,1,1.559805,0.638111,0.921695,0,,,0.009801,1.011928,4,32,1,1,1,4,4.093169,4.093169,0,0,0,0.000000,0,,,,,0,,,,14.121,0.525190,14.829,746.944,795.768
670,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00671.jpg,0.720481,0,0,0,1,0,1,1,1.607220,0.720481,0.886739,0,,,0.014825,1.008764,4,32,1,1,1,4,4.198907,4.198907,0,0,0,0.000000,0,,,,,0,,,,15.393,0.114549,15.097,540.707,589.573
671,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00672.jpg,0.628152,0,0,0,1,0,1,1,1.618168,0.628152,0.990016,0,,,0.000944,1.002662,4,32,1,1,1,4,3.982752,3.982752,0,0,0,0.000000,0,,,,,0,,,,15.545,0.306339,15.026,486.572,535.323
672,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00673.jpg,0.494065,0,0,0,1,0,1,1,1.346831,0.494065,0.852767,0,,,0.016859,1.034250,4,32,1,1,1,4,4.248437,4.248437,0,0,0,0.000000,0,,,,,0,,,,14.570,0.231938,15.031,570.212,619.782
673,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00674.jpg,0.603664,0,0,0,1,0,1,1,1.483906,0.603664,0.880241,0,,,0.011752,1.035586,4,32,1,1,1,4,3.916216,3.916216,0,0,0,0.000000,0,,,,,0,,,,14.731,0.165967,18.449,866.658,915.863
674,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00675.jpg,0.617129,0,0,0,1,0,1,1,1.490382,0.617129,0.873253,0,,,0.015118,1.020529,4,32,1,1,1,4,4.082342,4.082342,0,0,0,0.000000,0,,,,,0,,,,15.206,0.091191,14.761,786.955,835.680
675,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00676.jpg,0.431077,0,0,0,1,0,1,1,1.333509,0.431077,0.902432,0,,,0.011891,1.009580,4,32,1,1,1,4,3.972068,3.972068,0,0,0,0.000000,0,,,,,0,,,,14.975,0.489684,14.836,586.022,631.782
676,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00677.jpg,0.397757,0,0,0,1,0,1,1,1.347276,0.397757,0.949518,0,,,0.002355,1.024065,4,32,1,1,1,4,3.923388,3.923388,0,0,0,0.000000,0,,,,,0,,,,13.660,0.611547,16.641,509.406,556.930
677,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00678.jpg,0.493185,0,0,0,1,0,1,1,1.475316,0.493185,0.982131,0,,,0.002155,1.002302,4,32,1,1,1,4,4.114209,4.114209,0,0,0,0.000000,0,,,,,0,,,,16.893,0.392529,14.720,751.382,799.583
678,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00679.jpg,0.320283,0,0,0,1,0,1,1,1.295177,0.320283,0.974894,0,,,0.001689,1.010184,4,32,1,1,1,4,4.035393,4.035393,0,0,0,0.000000,0,,,,,0,,,,14.577,0.281179,14.922,756.373,807.582
679,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00680.jpg,0.475052,0,0,0,1,0,1,1,1.410497,0.475052,0.935445,0,,,0.004928,1.023883,4,32,1,1,1,4,4.144531,4.144531,0,0,0,0.000000,0,,,,,0,,,,15.030,0.003262,15.481,662.225,709.634
680,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00681.jpg,0.400566,0,0,0,1,0,1,1,1.354957,0.400566,0.954390,0,,,0.003153,1.014164,4,32,1,1,1,4,4.169428,4.169428,0,0,0,0.000000,0,,,,,0,,,,14.581,0.002911,14.632,360.768,408.150
681,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00682.jpg,0.518881,0,0,0,1,0,1,1,1.458019,0.518881,0.939138,0,,,0.004531,1.019520,4,32,1,1,1,4,4.011084,4.011084,0,0,0,0.000000,0,,,,,0,,,,14.999,0.002613,14.439,615.180,660.752
682,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00683.jpg,0.551943,0,0,0,1,0,1,1,1.536450,0.551943,0.984507,0,,,0.001550,1.001744,4,32,1,1,1,4,3.941705,3.941705,0,0,0,0.000000,0,,,,,0,,,,14.980,0.005199,14.657,423.903,471.188
683,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00684.jpg,0.512047,0,0,0,1,0,1,1,1.481801,0.512047,0.969754,0,,,0.002303,1.007172,4,32,1,1,1,4,3.975652,3.975652,0,0,0,0.000000,0,,,,,0,,,,14.423,0.005255,14.468,566.158,612.941
684,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00685.jpg,0.386518,0,0,0,1,0,2,1,1.298593,0.386518,0.912075,0,,,0.008068,1.027292,4,32,1,1,1,4,4.275638,4.275638,0,0,0,0.000000,0,,,,,0,,,,14.180,0.000000,13.900,574.182,620.216
685,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00686.jpg,0.419279,0,0,0,1,0,1,1,1.228275,0.419279,0.808996,0,,,0.018620,1.057437,4,32,1,1,1,4,3.915348,3.915348,0,0,0,0.000000,0,,,,,0,,,,14.627,0.000000,14.031,549.612,595.327
686,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00687.jpg,0.471480,0,0,0,1,0,1,1,1.219488,0.471480,0.748008,0,,,0.019116,1.094005,4,32,1,1,1,4,3.945959,3.945959,0,0,0,0.000000,0,,,,,0,,,,14.596,0.019155,14.714,389.626,436.534
687,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00688.jpg,0.516421,0,0,0,1,0,2,1,1.420814,0.516421,0.904393,0,,,0.006642,1.040284,4,32,1,1,1,4,4.152452,4.152452,0,0,0,0.000000,0,,,,,0,,,,14.312,0.000000,14.425,475.704,522.624
688,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00689.jpg,0.372476,0,0,0,0,0,2,1,0.372476,0.372476,0.000000,0,,,0.335494,18.199105,4,32,1,1,1,4,4.352497,4.352497,0,0,0,0.000000,0,,,,,0,,,,14.343,0.005545,14.372,587.673,633.761
689,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00690.jpg,0.445979,0,0,0,0,0,2,1,0.445979,0.445979,0.000000,0,,,0.306516,31.735923,4,32,1,1,1,4,4.173344,4.173344,0,0,0,0.000000,0,,,,,0,,,,14.571,0.002141,14.777,685.455,730.858
690,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00691.jpg,0.338453,0,0,0,0,0,1,1,0.338453,0.338453,0.000000,0,,,0.295833,1.743778,4,32,1,1,1,4,3.922594,3.922594,0,0,0,0.000000,0,,,,,0,,,,14.813,0.003348,14.709,505.107,552.398
691,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00692.jpg,0.263399,0,0,0,1,0,2,2,1.142796,0.263399,0.879396,0,,,0.010625,1.044313,4,32,1,1,1,4,4.102182,4.102182,0,0,0,0.000000,0,,,,,0,,,,14.568,0.002932,16.700,420.766,469.506
692,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00693.jpg,0.278052,0,0,0,0,0,1,1,0.278052,0.278052,0.000000,0,,,0.317834,1.773015,4,32,1,1,1,4,4.012127,4.012127,0,0,0,0.000000,0,,,,,0,,,,14.178,0.004556,14.491,566.169,610.640
693,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00694.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,4.312616,4.312616,0,0,0,0.000000,0,,,,,0,,,,16.849,0.007005,14.437,604.963,652.514
694,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00695.jpg,0.365670,0,0,0,1,0,1,1,0.365670,0.365670,0.000000,0,,,,,4,32,1,1,1,4,4.399462,4.399462,0,0,0,0.000000,0,,,,,0,,,,14.373,0.001968,18.924,848.457,902.480
695,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00696.jpg,0.364691,0,0,0,1,0,1,1,1.364682,0.364691,0.999991,0,,,0.000001,1.000002,4,32,1,1,1,4,4.054836,4.054836,0,0,0,0.000000,0,,,,,0,,,,14.313,0.001961,15.246,302.861,351.777
696,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00697.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,4.002483,4.002483,0,0,0,0.000000,0,,,,,0,,,,14.155,0.002336,14.479,424.173,469.730
697,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00698.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,4.092958,4.092958,0,0,0,0.000000,0,,,,,0,,,,14.277,0.007695,14.264,849.730,894.866
698,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00699.jpg,0.347748,0,0,0,1,0,1,1,0.347748,0.347748,0.000000,0,,,,,4,32,1,1,1,4,4.424063,4.424063,0,0,0,0.000000,0,,,,,0,,,,14.271,0.010383,14.609,617.544,663.541
699,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00700.jpg,0.415510,0,0,0,1,0,1,1,0.745812,0.415510,0.330302,0,,,0.097812,1.263546,4,32,1,1,1,4,4.217178,4.217178,0,0,0,0.000000,0,,,,,0,,,,14.234,0.019502,14.775,504.346,548.701
700,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00701.jpg,0.415004,0,0,0,1,0,1,1,1.414538,0.415004,0.999534,0,,,0.000046,1.000143,4,32,1,1,1,4,3.906743,3.906743,0,0,0,0.000000,0,,,,,0,,,,14.150,0.019545,14.763,725.758,772.310
701,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00702.jpg,0.431677,0,0,0,1,0,1,1,1.397694,0.431677,0.966018,0,,,0.003547,1.008107,4,32,1,1,1,4,3.924936,3.924936,0,0,0,0.000000,0,,,,,0,,,,14.367,0.012488,14.498,561.401,606.263
702,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00703.jpg,0.379814,0,0,0,1,0,1,1,0.515685,0.379814,0.135871,0,,,0.142639,1.461464,4,32,1,1,1,4,3.916848,3.916848,0,0,0,0.000000,0,,,,,0,,,,14.684,0.011614,14.895,599.164,644.965
703,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00704.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,4.216714,4.216714,0,0,0,0.000000,0,,,,,0,,,,14.770,0.000000,14.072,545.003,589.668
704,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00705.jpg,0.355920,0,0,0,1,0,1,1,0.355920,0.355920,0.000000,0,,,,,4,32,1,1,1,4,4.030477,4.030477,0,0,0,0.000000,0,,,,,0,,,,14.529,0.000000,14.986,688.780,733.998
705,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00706.jpg,0.355581,0,0,0,1,0,1,1,1.355444,0.355581,0.999863,0,,,0.000016,1.000033,4,32,1,1,1,4,4.444340,4.444340,0,0,0,0.000000,0,,,,,0,,,,14.475,0.000000,13.798,596.837,643.082
706,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00707.jpg,0.490283,0,0,0,1,0,1,1,0.711658,0.490283,0.221376,0,,,0.119376,1.370812,4,32,1,1,1,4,3.896656,3.896656,0,0,0,0.000000,0,,,,,0,,,,14.505,0.001083,14.306,281.274,327.428
707,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00708.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,4.044286,4.044286,0,0,0,0.000000,0,,,,,0,,,,14.406,0.000000,13.965,464.854,509.301
708,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00709.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,4.136025,4.136025,0,0,0,0.000000,0,,,,,0,,,,14.475,0.000000,20.473,664.941,715.202
709,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00710.jpg,0.392636,0,0,0,1,0,1,1,0.392636,0.392636,0.000000,0,,,,,4,32,1,1,1,4,4.104915,4.104915,0,0,0,0.000000,0,,,,,0,,,,16.009,0.001858,14.454,435.616,482.571
710,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00711.jpg,0.366553,0,0,0,1,0,1,1,0.647518,0.366553,0.280965,0,,,0.108897,1.266546,4,32,1,1,1,4,4.197815,4.197815,0,0,0,0.000000,0,,,,,0,,,,14.312,0.002351,13.971,600.063,644.287
711,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00712.jpg,0.486440,0,0,0,1,0,1,1,0.806868,0.486440,0.320428,0,,,0.099060,1.280520,4,32,1,1,1,4,4.271249,4.271249,0,0,0,0.000000,0,,,,,0,,,,14.611,0.001594,14.995,512.573,561.631
712,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00713.jpg,0.323233,0,0,0,1,0,1,1,1.201999,0.323233,0.878765,0,,,0.014559,1.028487,4,32,1,1,1,4,4.057816,4.057816,0,0,0,0.000000,0,,,,,0,,,,15.292,0.001443,14.672,653.109,700.481
713,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00714.jpg,0.315659,0,0,0,1,0,1,1,1.283694,0.315659,0.968035,0,,,0.003706,1.003678,4,32,1,1,1,4,4.103704,4.103704,0,0,0,0.000000,0,,,,,0,,,,14.633,0.000000,14.431,818.661,865.427
714,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00715.jpg,0.301353,0,0,0,1,0,1,1,1.026828,0.301353,0.725475,0,,,0.036161,1.027121,4,32,1,1,1,4,4.072784,4.072784,0,0,0,0.000000,0,,,,,0,,,,14.291,0.000000,14.028,254.852,298.675
715,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00716.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,3.941460,3.941460,0,0,0,0.000000,0,,,,,0,,,,13.605,0.000000,13.440,853.857,896.672
716,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00717.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,3.985385,3.985385,0,0,0,0.000000,0,,,,,0,,,,13.959,0.001265,13.575,431.066,473.329
717,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00718.jpg,0.518043,0,0,0,1,0,1,1,0.518043,0.518043,0.000000,0,,,,,4,32,1,1,1,4,3.971630,3.971630,0,0,0,0.000000,0,,,,,0,,,,14.396,0.000000,13.949,495.734,541.668
718,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00719.jpg,0.333650,0,0,0,1,0,1,1,1.063492,0.333650,0.729843,0,,,0.033276,1.080722,4,32,1,1,1,4,3.820187,3.820187,0,0,0,0.000000,0,,,,,0,,,,14.195,0.001204,15.058,546.654,592.034
719,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00720.jpg,0.376123,0,0,0,1,0,1,1,1.331649,0.376123,0.955526,0,,,0.005144,1.011683,4,32,1,1,1,4,3.968472,3.968472,0,0,0,0.000000,0,,,,,0,,,,14.070,0.001383,14.020,435.055,481.384
720,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00721.jpg,0.292794,0,0,0,1,0,1,1,0.558560,0.292794,0.265766,0,,,0.111296,1.312200,4,32,1,1,1,4,3.896399,3.896399,0,0,0,0.000000,0,,,,,0,,,,13.981,0.001424,14.061,337.760,381.359
721,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00722.jpg,0.481422,0,0,0,1,0,1,1,0.798683,0.481422,0.317261,0,,,0.100983,1.216554,4,32,1,1,1,4,3.849709,3.849709,0,0,0,0.000000,0,,,,,0,,,,14.021,0.001781,13.714,399.781,444.144
722,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00723.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,3.954380,3.954380,0,0,0,0.000000,0,,,,,0,,,,13.258,0.001495,14.286,381.390,423.316
723,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00724.jpg,0.561603,0,0,0,1,0,1,1,0.561603,0.561603,0.000000,0,,,,,4,32,1,1,1,4,4.096081,4.096081,0,0,0,0.000000,0,,,,,0,,,,14.366,0.004569,14.586,710.319,757.592
724,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00725.jpg,0.561164,0,0,0,1,0,1,1,1.561030,0.561164,0.999866,0,,,0.000014,1.000039,4,32,1,1,1,4,4.505301,4.505301,0,0,0,0.000000,0,,,,,0,,,,14.317,0.004555,13.980,754.220,797.802
725,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00726.jpg,0.475788,0,0,0,1,0,1,1,1.253661,0.475788,0.777873,0,,,0.027629,1.060753,4,32,1,1,1,4,3.934453,3.934453,0,0,0,0.000000,0,,,,,0,,,,13.790,0.000000,15.816,742.339,787.965
726,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00727.jpg,0.540114,0,0,0,1,0,1,1,1.246027,0.540114,0.705913,0,,,0.037642,1.074730,4,32,1,1,1,4,3.894401,3.894401,0,0,0,0.000000,0,,,,,0,,,,13.849,0.000000,14.080,698.828,744.344
727,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00728.jpg,0.715203,0,0,0,1,0,1,1,1.694312,0.715203,0.979109,0,,,0.002508,1.000794,4,32,1,1,1,4,3.878478,3.878478,0,0,0,0.000000,0,,,,,0,,,,13.743,0.002821,14.436,547.006,591.917
728,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00729.jpg,0.402645,0,0,0,1,0,1,1,1.240828,0.402645,0.838184,0,,,0.017209,1.052348,4,32,1,1,1,4,4.242159,4.242159,0,0,0,0.000000,0,,,,,0,,,,14.314,0.001005,14.501,641.577,687.744
729,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00730.jpg,0.590316,0,0,0,1,0,1,1,1.492102,0.590316,0.901786,0,,,0.010379,1.030197,4,32,1,1,1,4,4.097154,4.097154,0,0,0,0.000000,0,,,,,0,,,,14.438,0.001779,14.553,335.704,382.183
730,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00731.jpg,0.542455,0,0,0,1,0,1,1,1.506649,0.542455,0.964194,0,,,0.003575,1.011077,4,32,1,1,1,4,3.829937,3.829937,0,0,0,0.000000,0,,,,,0,,,,14.101,0.001115,14.604,417.118,462.821
731,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00732.jpg,0.679644,0,0,0,1,0,1,1,1.486032,0.679644,0.806389,0,,,0.021524,1.061367,4,32,1,1,1,4,3.896003,3.896003,0,0,0,0.000000,0,,,,,0,,,,14.554,0.004834,14.695,505.353,552.450
732,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00733.jpg,0.448118,0,0,0,1,0,1,1,1.441082,0.448118,0.992963,0,,,0.000804,1.000663,4,32,1,1,1,4,3.946737,3.946737,0,0,0,0.000000,0,,,,,0,,,,14.370,0.001215,14.851,547.012,593.566
733,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00734.jpg,0.695713,0,0,0,1,0,1,1,1.530195,0.695713,0.834481,0,,,0.018613,1.050345,4,32,1,1,1,4,4.478827,4.478827,0,0,0,0.000000,0,,,,,0,,,,14.139,0.004549,14.469,638.268,683.886
734,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00735.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,4.416562,4.416562,0,0,0,0.000000,0,,,,,0,,,,13.373,0.000000,13.509,505.643,546.910
735,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00736.jpg,0.528664,0,0,0,1,0,1,1,0.528664,0.528664,0.000000,0,,,,,4,32,1,1,1,4,4.069557,4.069557,0,0,0,0.000000,0,,,,,0,,,,13.567,0.005363,14.575,531.866,576.752
736,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00737.jpg,0.527941,0,0,0,1,0,1,1,1.262063,0.527941,0.734122,0,,,0.032865,1.078648,4,32,1,1,1,4,4.198007,4.198007,0,0,0,0.000000,0,,,,,0,,,,14.231,0.000000,14.104,600.974,644.588
737,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00738.jpg,0.492566,0,0,0,1,0,1,1,1.438417,0.492566,0.945851,0,,,0.005315,1.017289,4,32,1,1,1,4,4.062739,4.062739,0,0,0,0.000000,0,,,,,0,,,,14.521,0.000000,13.219,554.973,597.900
738,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00739.jpg,0.743948,0,0,0,1,0,1,1,1.633200,0.743948,0.889252,0,,,0.013125,1.010925,4,32,1,1,1,4,3.966666,3.966666,0,0,0,0.000000,0,,,,,0,,,,14.624,0.027583,14.282,655.212,701.288
739,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00740.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,3.934534,3.934534,0,0,0,0.000000,0,,,,,0,,,,14.573,0.001914,14.486,510.988,554.981
740,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00741.jpg,0.472826,0,0,0,1,0,1,1,0.472826,0.472826,0.000000,0,,,,,4,32,1,1,1,4,3.913437,3.913437,0,0,0,0.000000,0,,,,,0,,,,14.174,0.000000,13.847,682.808,726.621
741,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00742.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,4,32,1,1,1,4,4.050161,4.050161,0,0,0,0.000000,0,,,,,0,,,,13.390,0.012568,14.390,627.564,670.831
742,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00743.jpg,0.533050,0,0,0,1,0,1,1,0.533050,0.533050,0.000000,0,,,,,4,32,1,1,1,4,3.911948,3.911948,0,0,0,0.000000,0,,,,,0,,,,14.627,0.014344,13.776,671.926,717.203
743,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00744.jpg,0.359142,0,0,0,1,0,1,1,1.259133,0.359142,0.899991,0,,,0.011935,1.007631,4,32,1,1,1,4,4.025240,4.025240,0,0,0,0.000000,0,,,,,0,,,,14.185,0.003666,14.172,551.638,597.022
744,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00745.jpg,0.394345,0,0,0,1,0,1,1,1.278154,0.394345,0.883809,0,,,0.014161,1.015800,4,32,1,1,1,4,3.800631,3.800631,0,0,0,0.000000,0,,,,,0,,,,14.251,0.004344,14.523,534.512,580.532
745,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00746.jpg,0.554012,0,0,0,1,0,1,1,1.500123,0.554012,0.946111,0,,,0.006388,1.010559,4,32,1,1,1,4,3.959942,3.959942,0,0,0,0.000000,0,,,,,0,,,,14.252,0.004644,14.713,691.171,737.167
746,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00747.jpg,0.727292,0,0,0,1,0,1,1,1.583581,0.727292,0.856289,0,,,0.014834,1.047194,4,32,1,1,1,4,3.896237,3.896237,0,0,0,0.000000,0,,,,,0,,,,16.280,0.009550,14.837,501.795,550.215
747,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00748.jpg,0.687606,0,0,0,1,0,1,1,1.619607,0.687606,0.932001,0,,,0.008377,1.003152,4,32,1,1,1,4,4.114047,4.114047,0,0,0,0.000000,0,,,,,0,,,,14.557,0.006017,14.310,435.110,483.810
748,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00749.jpg,0.791855,0,0,0,1,0,1,1,1.625875,0.791855,0.834021,0,,,0.020742,1.043497,4,32,1,1,1,4,3.946709,3.946709,0,0,0,0.000000,0,,,,,0,,,,14.255,0.001732,13.795,765.090,810.051
749,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00750.jpg,0.634798,0,0,0,1,0,1,1,1.338638,0.634798,0.703840,0,,,0.037196,1.067018,4,32,1,1,1,4,3.997272,3.997272,0,0,0,0.000000,0,,,,,0,,,,14.076,0.000000,14.505,566.427,611.581
750,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00751.jpg,0.579609,0,0,0,1,0,1,1,1.274616,0.579609,0.695007,0,,,0.033834,1.107966,4,32,1,1,1,4,4.093440,4.093440,0,0,0,0.000000,0,,,,,0,,,,13.811,0.000000,14.330,530.979,576.208
751,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00752.jpg,0.724352,0,0,0,1,0,1,1,1.610082,0.724352,0.885730,0,,,0.014163,1.005171,4,32,1,1,1,4,3.894780,3.894780,0,0,0,0.000000,0,,,,,0,,,,14.597,0.005898,14.724,377.772,422.609
752,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00753.jpg,0.737607,0,0,0,1,0,1,1,1.589384,0.737607,0.851778,0,,,0.017624,1.020310,4,32,1,1,1,4,3.873748,3.873748,0,0,0,0.000000,0,,,,,0,,,,13.815,0.008412,14.449,422.124,466.909
753,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00754.jpg,0.770943,0,0,0,1,0,1,1,1.628398,0.770943,0.857455,0,,,0.016482,1.040145,4,32,1,1,1,4,3.811029,3.811029,0,0,0,0.000000,0,,,,,0,,,,14.269,0.006480,14.456,618.698,663.190
754,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00755.jpg,0.764565,0,0,0,1,0,1,1,1.748840,0.764565,0.984275,0,,,0.001879,1.001360,4,32,1,1,1,4,3.989910,3.989910,0,0,0,0.000000,0,,,,,0,,,,13.357,0.001443,14.387,421.939,466.469
755,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00756.jpg,0.655842,0,0,0,1,0,1,1,1.650960,0.655842,0.995118,0,,,0.000484,1.001483,4,32,1,1,1,4,3.850431,3.850431,0,0,0,0.000000,0,,,,,0,,,,14.216,0.002150,14.636,557.297,602.061
756,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00757.jpg,0.738218,0,0,0,1,0,1,1,1.656538,0.738218,0.918320,0,,,0.009914,1.018356,4,32,1,1,1,4,3.947342,3.947342,0,0,0,0.000000,0,,,,,0,,,,14.225,0.000000,14.308,555.935,603.936
