frame,path,active_conf,active_latency_ms,shadow_teacher_conf,shadow_student_conf,shadow_teacher_latency_ms,shadow_student_latency_ms,shadow_update_latency_ms,shadow_update_applied,shadow_updates_this_frame,shadow_buffer_size,shadow_accepted,update_paused,throttle_weird_rate,throttle_box_jump_rate,active_weights
684,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00685.jpg,0.6658236384391785,11.159808158874512,0.5221154689788818,0.21896754205226898,11.257439613342285,11.265631675720215,0.0,0,0,32,0,1,0.8199999928474426,0.2199999988079071,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
685,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00686.jpg,0.6506422162055969,11.290816307067871,0.5614970922470093,0.23119543492794037,11.325440406799316,11.197919845581055,0.0,0,0,32,0,1,0.8199999928474426,0.2199999988079071,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
686,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00687.jpg,0.5950125455856323,11.387552261352539,0.5545957684516907,0.26496952772140503,11.182368278503418,11.097920417785645,0.0,0,0,32,0,1,0.8199999928474426,0.2199999988079071,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
687,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00688.jpg,0.6410954594612122,12.110560417175293,0.5950435996055603,0.23119239509105682,12.056991577148438,11.912768363952637,0.0,0,0,32,0,1,0.8199999928474426,0.2199999988079071,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
688,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00689.jpg,0.652685284614563,11.749312400817871,0.4772818386554718,0.1912005990743637,11.389056205749512,11.386848449707031,0.0,0,0,32,0,1,0.8199999928474426,0.2199999988079071,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
689,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00690.jpg,0.716143786907196,11.636320114135742,0.5053250789642334,0.1938847303390503,11.103360176086426,11.48192024230957,0.0,0,0,32,0,1,0.8100000023841858,0.23000000417232513,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
690,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00691.jpg,0.5664494037628174,12.344703674316406,0.518971860408783,0.17905119061470032,11.390624046325684,11.369343757629395,0.0,0,0,32,0,1,0.8100000023841858,0.23999999463558197,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
691,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00692.jpg,0.5542007088661194,11.673952102661133,0.4633972942829132,0.17411303520202637,11.397760391235352,11.858400344848633,0.0,0,0,32,0,1,0.8100000023841858,0.23999999463558197,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
692,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00693.jpg,0.6900747418403625,10.891039848327637,0.33257824182510376,0.11389908939599991,11.232864379882812,11.430496215820312,0.0,0,0,32,0,1,0.8100000023841858,0.23999999463558197,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
693,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00694.jpg,0.3309803307056427,11.281760215759277,0.2560873031616211,0.09461085498332977,11.230912208557129,11.235296249389648,0.0,0,0,32,0,1,0.8100000023841858,0.23999999463558197,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
694,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00695.jpg,0.7066652774810791,10.78927993774414,0.6347018480300903,0.06016915291547775,11.261152267456055,11.149439811706543,0.0,0,0,32,0,1,0.8100000023841858,0.23999999463558197,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
695,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00696.jpg,0.7066652774810791,10.95628833770752,0.6347018480300903,0.06016915291547775,10.986111640930176,11.008576393127441,0.0,0,0,32,0,1,0.8100000023841858,0.25,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
696,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00697.jpg,0.10859295725822449,10.827168464660645,0.0,0.044389523565769196,10.943455696105957,10.849151611328125,0.0,0,0,32,0,1,0.8100000023841858,0.25,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
697,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00698.jpg,0.30740225315093994,11.010880470275879,0.27830085158348083,0.10002754628658295,11.810527801513672,10.94655990600586,0.0,0,0,32,0,1,0.800000011920929,0.25,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
698,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00699.jpg,0.6067280769348145,11.027168273925781,0.3204369843006134,0.08064739406108856,10.990976333618164,11.123071670532227,0.0,0,0,32,0,1,0.800000011920929,0.25,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
699,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00700.jpg,0.5603066682815552,11.37606430053711,0.4787634611129761,0.07348083704710007,11.28006362915039,11.178048133850098,0.0,0,0,32,0,1,0.800000011920929,0.25,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
700,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00701.jpg,0.5603066682815552,11.645983695983887,0.4787634611129761,0.07348083704710007,11.518783569335938,10.96076774597168,0.0,0,0,32,0,1,0.7900000214576721,0.25999999046325684,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
701,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00702.jpg,0.5576081275939941,11.287360191345215,0.47686681151390076,0.05036298185586929,11.25823974609375,11.258784294128418,0.0,0,0,32,0,1,0.7799999713897705,0.25999999046325684,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
702,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00703.jpg,0.7080743312835693,11.34329605102539,0.6331985592842102,0.08313168585300446,11.34665584564209,11.182144165039062,0.0,0,0,32,0,1,0.7699999809265137,0.25999999046325684,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
703,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00704.jpg,0.6545128226280212,11.460607528686523,0.5822237133979797,0.055948931723833084,11.103424072265625,11.951423645019531,0.0,0,0,32,0,1,0.7599999904632568,0.25999999046325684,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
704,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00705.jpg,0.6250401139259338,11.139264106750488,0.5431491732597351,0.03528350219130516,11.093343734741211,11.120160102844238,0.0,0,0,32,0,1,0.7599999904632568,0.27000001072883606,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
705,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00706.jpg,0.6250401139259338,11.020928382873535,0.5431491732597351,0.03528350219130516,11.028096199035645,11.33027172088623,0.0,0,0,32,0,1,0.7599999904632568,0.27000001072883606,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
706,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00707.jpg,0.636421799659729,11.338784217834473,0.5580325126647949,0.08888275921344757,10.941375732421875,11.12492847442627,0.0,0,0,32,0,1,0.7599999904632568,0.27000001072883606,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
707,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00708.jpg,0.4009522795677185,11.238880157470703,0.33359405398368835,0.07526487857103348,11.23305606842041,11.187711715698242,0.0,0,0,32,0,1,0.75,0.2800000011920929,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
708,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00709.jpg,0.4009522795677185,12.774656295776367,0.33359405398368835,0.07526487857103348,12.266271591186523,11.744223594665527,0.0,0,0,32,0,1,0.75,0.28999999165534973,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
709,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00710.jpg,0.630199670791626,10.868063926696777,0.5504328608512878,0.08407126367092133,11.142175674438477,11.658656120300293,0.0,0,0,32,0,1,0.75,0.28999999165534973,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
710,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00711.jpg,0.5967501997947693,12.26854419708252,0.5199723243713379,0.11051216721534729,11.555423736572266,11.187456130981445,0.0,0,0,32,0,1,0.75,0.28999999165534973,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
711,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00712.jpg,0.6747971177101135,11.15011215209961,0.5930784344673157,0.06592971831560135,11.923392295837402,11.215295791625977,0.0,0,0,32,0,1,0.7400000095367432,0.2800000011920929,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
712,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00713.jpg,0.6269600987434387,11.065088272094727,0.5469333529472351,0.08698622137308121,11.344191551208496,11.361568450927734,0.0,0,0,32,0,1,0.7300000190734863,0.27000001072883606,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
713,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00714.jpg,0.6179082989692688,11.366559982299805,0.5369811654090881,0.04208184778690338,11.353568077087402,11.300031661987305,0.0,0,0,32,0,1,0.7200000286102295,0.27000001072883606,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
714,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00715.jpg,0.6541187167167664,11.011263847351074,0.57893306016922,0.05309228226542473,11.041824340820312,10.904704093933105,0.0,0,0,32,0,1,0.7200000286102295,0.27000001072883606,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
715,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00716.jpg,0.6351490616798401,10.790016174316406,0.5613507628440857,0.05464757978916168,10.802111625671387,10.887040138244629,0.0,0,0,32,0,1,0.7200000286102295,0.27000001072883606,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
716,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00717.jpg,0.503744900226593,11.056960105895996,0.4358079731464386,0.04605447128415108,11.011648178100586,10.78384017944336,0.0,0,0,32,0,1,0.7200000286102295,0.27000001072883606,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
717,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00718.jpg,0.7295868992805481,11.483360290527344,0.6549544334411621,0.04739472270011902,11.090304374694824,11.068863868713379,0.0,0,0,32,0,1,0.7200000286102295,0.27000001072883606,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
718,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00719.jpg,0.6281879544258118,10.982527732849121,0.5476989150047302,0.03939110040664673,11.179807662963867,11.703519821166992,0.0,0,0,32,0,1,0.7200000286102295,0.25999999046325684,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
719,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00720.jpg,0.6542512774467468,11.21241569519043,0.5734686851501465,0.04832773655653,11.777024269104004,11.252927780151367,0.0,0,0,32,0,1,0.7200000286102295,0.25,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
720,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00721.jpg,0.544905424118042,11.31993579864502,0.4640890955924988,0.051023803651332855,10.886048316955566,10.99062442779541,0.0,0,0,32,0,1,0.7200000286102295,0.23999999463558197,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
721,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00722.jpg,0.7097823619842529,11.037535667419434,0.6348399519920349,0.05138790234923363,11.011199951171875,11.252544403076172,0.0,0,0,32,0,1,0.7200000286102295,0.23000000417232513,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
722,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00723.jpg,0.5411157011985779,10.98681640625,0.46867403388023376,0.044610340148210526,10.708255767822266,11.272543907165527,0.0,0,0,32,0,1,0.7200000286102295,0.23000000417232513,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
723,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00724.jpg,0.6838132739067078,11.530495643615723,0.5988696217536926,0.03291165828704834,10.935296058654785,10.948575973510742,0.0,0,0,32,0,1,0.7200000286102295,0.2199999988079071,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
724,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00725.jpg,0.6838132739067078,10.999615669250488,0.5988696217536926,0.03291165828704834,11.008992195129395,11.451871871948242,0.0,0,0,32,0,1,0.7200000286102295,0.2199999988079071,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
725,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00726.jpg,0.6942622661590576,11.12707233428955,0.6166024804115295,0.04515981674194336,10.96828842163086,11.73971176147461,0.0,0,0,32,0,1,0.7200000286102295,0.20999999344348907,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
726,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00727.jpg,0.7149103283882141,10.902239799499512,0.6362054347991943,0.04127315804362297,10.92416000366211,11.028767585754395,0.0,0,0,32,0,1,0.7200000286102295,0.20999999344348907,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
727,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00728.jpg,0.7678701877593994,11.03007984161377,0.6917588114738464,0.05476951599121094,11.161503791809082,11.041728019714355,0.0,0,0,32,0,1,0.7200000286102295,0.20000000298023224,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
728,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00729.jpg,0.6906037330627441,10.990367889404297,0.6109319925308228,0.040775734931230545,11.486207962036133,11.251199722290039,0.0,0,0,32,0,1,0.7200000286102295,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
729,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00730.jpg,0.7103611826896667,10.945440292358398,0.6303548812866211,0.038140565156936646,11.130111694335938,11.07487964630127,0.0,0,0,32,0,1,0.7200000286102295,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
730,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00731.jpg,0.6843260526657104,11.13702392578125,0.6024410128593445,0.03720778226852417,11.162495613098145,11.236960411071777,0.0,0,0,32,0,1,0.7200000286102295,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
731,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00732.jpg,0.7535200715065002,11.185503959655762,0.6774691939353943,0.049330033361911774,11.19372844696045,10.89401626586914,0.0,0,0,32,0,1,0.7200000286102295,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
732,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00733.jpg,0.6696644425392151,10.821887969970703,0.5889525413513184,0.04348313435912132,11.077152252197266,11.039648056030273,0.0,0,0,32,0,1,0.7200000286102295,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
733,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00734.jpg,0.7737607359886169,11.1397123336792,0.7026361227035522,0.051103461533784866,11.061375617980957,11.024415969848633,0.0,0,0,32,0,1,0.7200000286102295,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
734,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00735.jpg,0.5183595418930054,10.987615585327148,0.4389894902706146,0.029305502772331238,11.129152297973633,10.851424217224121,0.0,0,0,32,0,1,0.7200000286102295,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
735,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00736.jpg,0.6515166759490967,11.190560340881348,0.5655040144920349,0.06030788645148277,10.925888061523438,10.982687950134277,0.0,0,0,32,0,1,0.7099999785423279,0.20000000298023224,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
736,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00737.jpg,0.7408732771873474,11.065279960632324,0.666455864906311,0.05042501538991928,11.072959899902344,10.917344093322754,0.0,0,0,32,0,1,0.699999988079071,0.20000000298023224,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
737,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00738.jpg,0.6291415691375732,11.566207885742188,0.5447360277175903,0.038173455744981766,11.217408180236816,10.917440414428711,0.0,0,0,32,0,1,0.699999988079071,0.20999999344348907,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
738,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00739.jpg,0.7647752165794373,11.043807983398438,0.6952100396156311,0.08582013845443726,11.242655754089355,11.119711875915527,0.0,0,0,32,0,1,0.699999988079071,0.20999999344348907,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
739,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00740.jpg,0.17770269513130188,11.152959823608398,0.0,0.06679321080446243,11.126336097717285,10.959391593933105,0.0,0,0,32,0,1,0.699999988079071,0.20000000298023224,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
740,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00741.jpg,0.6683070063591003,11.617440223693848,0.5962527394294739,0.061107102781534195,10.729344367980957,10.921855926513672,0.0,0,0,32,0,1,0.699999988079071,0.20000000298023224,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
741,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00742.jpg,0.6829220056533813,10.990976333618164,0.6135769486427307,0.08408749103546143,11.017472267150879,11.094592094421387,0.0,0,0,32,0,1,0.7099999785423279,0.20999999344348907,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
742,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00743.jpg,0.7237625122070312,11.340448379516602,0.6502248644828796,0.05229141563177109,11.227807998657227,11.202943801879883,0.0,0,0,32,0,1,0.699999988079071,0.20999999344348907,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
743,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00744.jpg,0.6791456341743469,11.099679946899414,0.611367404460907,0.07414919137954712,10.668479919433594,10.977343559265137,0.0,0,0,32,0,1,0.699999988079071,0.2199999988079071,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
744,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00745.jpg,0.7019729018211365,10.940832138061523,0.6327655911445618,0.06947814673185349,10.967455863952637,11.034720420837402,0.0,0,0,32,0,1,0.699999988079071,0.2199999988079071,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
745,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00746.jpg,0.7233766317367554,11.111712455749512,0.6485947966575623,0.06161405146121979,10.976991653442383,11.2293119430542,0.0,0,0,32,0,1,0.699999988079071,0.2199999988079071,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
746,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00747.jpg,0.7649996280670166,11.255295753479004,0.7001839876174927,0.07907654345035553,11.179455757141113,11.266655921936035,0.0,0,0,32,0,1,0.7099999785423279,0.20999999344348907,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
747,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00748.jpg,0.7810565233230591,11.36025619506836,0.7205641865730286,0.08792726695537567,11.306528091430664,11.301024436950684,0.0,0,0,32,0,1,0.7200000286102295,0.20000000298023224,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
748,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00749.jpg,0.811799168586731,10.936863899230957,0.7514394521713257,0.10268263518810272,10.956576347351074,11.389439582824707,0.0,0,0,32,0,1,0.7300000190734863,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
749,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00750.jpg,0.7367836236953735,10.924703598022461,0.674740731716156,0.09062723815441132,11.015711784362793,10.96720027923584,0.0,0,0,32,0,1,0.7400000095367432,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
750,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00751.jpg,0.6961130499839783,11.051775932312012,0.629572868347168,0.08361421525478363,11.159040451049805,11.067328453063965,0.0,0,0,32,0,1,0.75,0.18000000715255737,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
751,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00752.jpg,0.7904202342033386,11.071328163146973,0.7350499629974365,0.12692005932331085,11.337408065795898,11.07862377166748,0.0,0,0,32,0,1,0.75,0.17000000178813934,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
752,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00753.jpg,0.7873367071151733,11.134559631347656,0.7297810912132263,0.1808011382818222,10.851360321044922,11.101119995117188,0.0,0,0,32,0,1,0.75,0.17000000178813934,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
753,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00754.jpg,0.8056908249855042,11.00761604309082,0.7501425743103027,0.1271914690732956,10.984959602355957,11.011808395385742,0.0,0,0,32,0,1,0.7599999904632568,0.17000000178813934,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
754,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00755.jpg,0.7897636890411377,10.911871910095215,0.7323161959648132,0.12232796847820282,11.728511810302734,10.917247772216797,0.0,0,0,32,0,1,0.7699999809265137,0.17000000178813934,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
755,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00756.jpg,0.7576733231544495,10.953536033630371,0.6964432597160339,0.13448181748390198,10.989184379577637,10.869536399841309,0.0,0,0,32,0,1,0.7699999809265137,0.17000000178813934,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
756,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00757.jpg,0.7964211106300354,11.148544311523438,0.7388479709625244,0.1083526685833931,11.064512252807617,11.090751647949219,0.0,0,0,32,0,1,0.7599999904632568,0.17000000178813934,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
757,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00758.jpg,0.7155929207801819,11.162240028381348,0.6451908946037292,0.14840352535247803,11.37996768951416,10.82044792175293,0.0,0,0,32,0,1,0.7699999809265137,0.17000000178813934,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
758,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00759.jpg,0.7938480973243713,10.979776382446289,0.7352532744407654,0.10428475588560104,10.818943977355957,11.035552024841309,0.0,0,0,32,0,1,0.7699999809265137,0.18000000715255737,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
759,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00760.jpg,0.809797465801239,11.27337646484375,0.7485871315002441,0.0939120277762413,11.232640266418457,11.076959609985352,0.0,0,0,32,0,1,0.7799999713897705,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
760,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00761.jpg,0.7912353873252869,11.369536399841309,0.7336577773094177,0.1007557362318039,11.409695625305176,10.999232292175293,0.0,0,0,32,0,1,0.7900000214576721,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
761,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00762.jpg,0.8036866784095764,11.25814437866211,0.7464737892150879,0.09720352292060852,11.239999771118164,11.259519577026367,0.0,0,0,32,0,1,0.800000011920929,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
762,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00763.jpg,0.8146079778671265,11.244288444519043,0.7575646638870239,0.10576517879962921,11.161855697631836,11.03718376159668,0.0,0,0,32,0,1,0.8100000023841858,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
763,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00764.jpg,0.8115564584732056,11.276960372924805,0.7550923824310303,0.1079716682434082,10.796031951904297,10.993120193481445,0.0,0,0,32,0,1,0.8199999928474426,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
764,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00765.jpg,0.8232850432395935,10.944064140319824,0.7650696635246277,0.09477221220731735,10.930624008178711,10.989279747009277,0.0,0,0,32,0,1,0.8299999833106995,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
765,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00766.jpg,0.8230002522468567,10.911616325378418,0.7688438892364502,0.11360993981361389,10.944479942321777,11.464320182800293,0.0,0,0,32,0,1,0.8299999833106995,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
766,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00767.jpg,0.7945207357406616,11.305855751037598,0.7356483936309814,0.11615565419197083,10.878432273864746,10.973695755004883,0.0,0,0,32,0,1,0.8299999833106995,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
767,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00768.jpg,0.7945207357406616,11.041184425354004,0.7356483936309814,0.11615565419197083,10.948160171508789,10.996416091918945,0.0,0,0,32,0,1,0.8299999833106995,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
768,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00769.jpg,0.7945207357406616,11.047552108764648,0.7356483936309814,0.11615565419197083,11.008000373840332,11.551520347595215,0.0,0,0,32,0,1,0.8299999833106995,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
769,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00770.jpg,0.7780967354774475,11.001791954040527,0.718198299407959,0.09608081728219986,11.027392387390137,11.091936111450195,0.0,0,0,32,0,1,0.8299999833106995,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
770,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00771.jpg,0.7678712606430054,11.087200164794922,0.7074291706085205,0.09573524445295334,11.242688179016113,11.196255683898926,0.0,0,0,32,0,1,0.8299999833106995,0.1899999976158142,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
