frame,path,active_conf,active_latency_ms,shadow_teacher_conf,shadow_student_conf,shadow_teacher_latency_ms,shadow_student_latency_ms,shadow_update_latency_ms,shadow_update_applied,shadow_updates_this_frame,shadow_buffer_size,shadow_accepted,update_paused,throttle_weird_rate,throttle_box_jump_rate,active_weights
23,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00024.jpg,0.8398364186286926,14.750911712646484,0.8398364186286926,0.8398364186286926,12.294464111328125,12.337759971618652,0.0,0,0,0,0,1,0.8695651888847351,0.1304347813129425,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
24,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00025.jpg,0.8556025624275208,12.840864181518555,0.8556025624275208,0.8556025624275208,13.04640007019043,12.300800323486328,0.0,0,0,0,0,1,0.875,0.125,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
25,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00026.jpg,0.7611258625984192,11.607839584350586,0.7611258625984192,0.7611258625984192,11.825247764587402,14.479935646057129,0.0,0,0,0,0,1,0.8799999952316284,0.11999999731779099,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
26,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00027.jpg,0.7961434721946716,11.998880386352539,0.7961434721946716,0.7961434721946716,11.944864273071289,11.940064430236816,0.0,0,0,0,0,1,0.8846153616905212,0.1538461595773697,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
27,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00028.jpg,0.7770799994468689,13.18188762664795,0.7770799994468689,0.7770799994468689,12.912416458129883,13.51420783996582,0.0,0,0,0,0,1,0.8888888955116272,0.18518517911434174,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
28,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00029.jpg,0.8070093393325806,12.372735977172852,0.8070093393325806,0.8070093393325806,12.893216133117676,12.763968467712402,0.0,0,0,0,0,1,0.8928571343421936,0.1785714328289032,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
29,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00030.jpg,0.7866107821464539,13.817728042602539,0.7866107821464539,0.7866107821464539,12.511967658996582,12.64470386505127,0.0,0,0,0,0,1,0.8965517282485962,0.17241379618644714,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
30,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00031.jpg,0.5746544599533081,12.044256210327148,0.5746544599533081,0.5746544599533081,11.996447563171387,13.063136100769043,0.0,0,0,0,0,1,0.8999999761581421,0.1666666716337204,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
31,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00032.jpg,0.6778037548065186,13.241279602050781,0.6778037548065186,0.6778037548065186,14.52012825012207,14.80185604095459,0.0,0,0,0,0,1,0.9032257795333862,0.19354838132858276,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
32,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00033.jpg,0.6979268789291382,14.324383735656738,0.6979268789291382,0.6979268789291382,13.144384384155273,13.960576057434082,0.0,0,0,0,0,1,0.875,0.21875,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
33,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00034.jpg,0.6979268789291382,13.050623893737793,0.6979268789291382,0.6979268789291382,14.203807830810547,12.91443157196045,0.0,0,0,0,0,1,0.8484848737716675,0.21212121844291687,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
34,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00035.jpg,0.6903776526451111,14.680447578430176,0.4531760513782501,0.6903776526451111,12.332832336425781,11.875295639038086,0.0,0,0,0,0,1,0.8235294222831726,0.20588235557079315,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
35,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00036.jpg,0.7090364694595337,12.13049602508545,0.5643447041511536,0.7090364694595337,12.64140796661377,12.03878402709961,0.0,0,0,0,0,1,0.8285714387893677,0.22857142984867096,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
36,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00037.jpg,0.6410483121871948,11.951104164123535,0.6410483121871948,0.6410483121871948,12.252127647399902,12.30617618560791,0.0,0,0,0,0,1,0.8333333134651184,0.2222222238779068,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
37,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00038.jpg,0.70716792345047,12.1495361328125,0.70716792345047,0.70716792345047,11.578080177307129,11.599648475646973,0.0,0,0,0,0,1,0.837837815284729,0.2432432472705841,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
38,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00039.jpg,0.5823854804039001,11.84921646118164,0.4080986976623535,0.5823854804039001,11.764896392822266,11.480480194091797,0.0,0,0,0,0,1,0.8421052694320679,0.2368421107530594,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
39,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00040.jpg,0.654145359992981,12.94598388671875,0.654145359992981,0.654145359992981,12.049504280090332,11.834400177001953,0.0,0,0,0,0,1,0.8205128312110901,0.25641027092933655,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
40,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00041.jpg,0.8102470636367798,11.699904441833496,0.8102470636367798,0.8102470636367798,12.19382381439209,12.515583992004395,0.0,0,0,0,0,1,0.824999988079071,0.2750000059604645,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
41,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00042.jpg,0.8076925277709961,12.949600219726562,0.8076925277709961,0.8076925277709961,11.928607940673828,12.439807891845703,0.0,0,0,0,0,1,0.8292682766914368,0.26829269528388977,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
42,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00043.jpg,0.7551153302192688,12.53600025177002,0.7551153302192688,0.7551153302192688,11.749759674072266,11.422687530517578,0.0,0,0,0,0,1,0.8333333134651184,0.261904776096344,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
43,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00044.jpg,0.7551153302192688,11.713727951049805,0.7551153302192688,0.7551153302192688,11.699456214904785,11.833215713500977,0.0,0,0,0,0,1,0.8372092843055725,0.25581395626068115,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
44,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00045.jpg,0.4924508035182953,11.929920196533203,0.46657976508140564,0.4924508035182953,15.045632362365723,11.93331241607666,0.0,0,0,0,0,1,0.8409090638160706,0.25,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
45,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00046.jpg,0.1949586570262909,11.626208305358887,0.0,0.1949586570262909,11.5863037109375,11.608223915100098,0.0,0,0,0,0,1,0.8222222328186035,0.2666666805744171,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
46,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00047.jpg,0.510389506816864,11.392736434936523,0.510389506816864,0.510389506816864,11.134655952453613,11.397088050842285,0.0,0,0,0,0,1,0.8260869383811951,0.260869562625885,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
47,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00048.jpg,0.39971721172332764,12.209919929504395,0.3410685360431671,0.39971721172332764,12.724255561828613,11.887328147888184,0.0,0,0,0,0,1,0.8297872543334961,0.25531914830207825,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
48,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00049.jpg,0.6794880628585815,11.568544387817383,0.6794880628585815,0.6794880628585815,12.016287803649902,12.814496040344238,0.0,0,0,0,0,1,0.8125,0.25,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
49,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00050.jpg,0.7343124747276306,11.72009563446045,0.7343124747276306,0.7343124747276306,11.801888465881348,11.921055793762207,0.0,0,0,0,0,1,0.795918345451355,0.2448979616165161,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
50,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00051.jpg,0.6643109917640686,11.571647644042969,0.6643109917640686,0.6643109917640686,11.708895683288574,11.307583808898926,0.0,0,0,0,0,1,0.7799999713897705,0.23999999463558197,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
51,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00052.jpg,0.6302661299705505,11.772383689880371,0.6302661299705505,0.6302661299705505,11.693504333496094,11.773728370666504,0.0,0,0,0,0,1,0.7647058963775635,0.23529411852359772,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
52,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00053.jpg,0.6302661299705505,11.415552139282227,0.6302661299705505,0.6302661299705505,12.720224380493164,12.771200180053711,0.0,0,0,0,0,1,0.75,0.23076923191547394,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
53,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00054.jpg,0.5099009275436401,12.63584041595459,0.3800254762172699,0.5099009275436401,11.528639793395996,12.295455932617188,0.0,0,0,0,0,1,0.7358490824699402,0.22641509771347046,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
54,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00055.jpg,0.7574768662452698,12.020928382873535,0.7574768662452698,0.7574768662452698,11.822367668151855,11.861760139465332,0.0,0,0,0,0,1,0.7407407164573669,0.24074074625968933,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
55,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00056.jpg,0.48231860995292664,12.634880065917969,0.4738234281539917,0.48231860995292664,12.310848236083984,11.725503921508789,0.0,0,0,0,0,1,0.7272727489471436,0.2545454502105713,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
56,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00057.jpg,0.6318436861038208,11.76854419708252,0.6318436861038208,0.6318436861038208,11.92627239227295,12.598048210144043,0.0,0,0,0,0,1,0.7321428656578064,0.2678571343421936,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
57,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00058.jpg,0.6318436861038208,11.718591690063477,0.6318436861038208,0.6318436861038208,12.261983871459961,11.780608177185059,0.0,0,0,0,0,1,0.719298243522644,0.28070175647735596,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
58,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00059.jpg,0.6723853945732117,12.998144149780273,0.6723853945732117,0.6723853945732117,11.778464317321777,11.536640167236328,0.0,0,0,0,0,1,0.7068965435028076,0.27586206793785095,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
59,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00060.jpg,0.7373436093330383,11.823776245117188,0.7373436093330383,0.7373436093330383,12.158464431762695,11.496416091918945,0.0,0,0,0,0,1,0.694915235042572,0.2711864411830902,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
60,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00061.jpg,0.8217363953590393,11.542112350463867,0.8217363953590393,0.8217363953590393,11.858719825744629,12.113183975219727,0.0,0,0,0,0,1,0.6833333373069763,0.2666666805744171,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
61,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00062.jpg,0.8217363953590393,11.839776039123535,0.8217363953590393,0.8217363953590393,11.784799575805664,11.892576217651367,0.0,0,0,0,0,1,0.6721311211585999,0.26229506731033325,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
62,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00063.jpg,0.8810567259788513,12.653247833251953,0.8810567259788513,0.8810567259788513,11.661855697631836,12.260448455810547,0.0,0,0,1,1,1,0.6612903475761414,0.25806450843811035,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
63,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00064.jpg,0.7571223974227905,11.885600090026855,0.7571223974227905,0.7571223974227905,12.152799606323242,12.024224281311035,0.0,0,0,1,0,1,0.6507936716079712,0.2539682686328888,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
64,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00065.jpg,0.5391175746917725,11.376543998718262,0.5391175746917725,0.5391175746917725,11.639264106750488,11.601471900939941,0.0,0,0,1,0,1,0.640625,0.25,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
65,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00066.jpg,0.8213079571723938,11.91055965423584,0.8213079571723938,0.8213079571723938,12.527968406677246,12.34284782409668,0.0,0,0,1,0,1,0.6461538672447205,0.26153847575187683,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
66,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00067.jpg,0.7363989353179932,11.802623748779297,0.7363989353179932,0.7363989353179932,11.87609577178955,12.065055847167969,0.0,0,0,1,0,1,0.6363636255264282,0.27272728085517883,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
67,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00068.jpg,0.8525351881980896,15.130208015441895,0.8525351881980896,0.8525351881980896,12.341376304626465,11.930848121643066,0.0,0,0,1,0,1,0.6268656849861145,0.26865673065185547,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
68,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00069.jpg,0.4205372929573059,11.741215705871582,0.38903501629829407,0.4205372929573059,11.73855972290039,12.022751808166504,0.0,0,0,1,0,1,0.6176470518112183,0.2647058963775635,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
69,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00070.jpg,0.4361611008644104,11.876383781433105,0.4361611008644104,0.4361611008644104,11.671199798583984,11.611136436462402,0.0,0,0,1,0,1,0.6231883764266968,0.2753623127937317,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
70,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00071.jpg,0.4361611008644104,11.727231979370117,0.4361611008644104,0.4361611008644104,11.680191993713379,11.704544067382812,0.0,0,0,1,0,1,0.6285714507102966,0.2857142984867096,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
71,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00072.jpg,0.7537681460380554,11.869024276733398,0.7537681460380554,0.7537681460380554,11.774944305419922,12.851712226867676,0.0,0,0,1,0,1,0.6338028311729431,0.28169015049934387,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
72,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00073.jpg,0.8409789800643921,11.43222427368164,0.8409789800643921,0.8409789800643921,11.756608009338379,12.27894401550293,0.0,0,0,1,0,1,0.625,0.2777777910232544,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
73,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00074.jpg,0.8772897720336914,14.153599739074707,0.8772897720336914,0.8772897720336914,12.194944381713867,12.351200103759766,0.0,0,0,2,1,1,0.6164383292198181,0.27397260069847107,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
74,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00075.jpg,0.868298351764679,12.58902359008789,0.868298351764679,0.868298351764679,11.712287902832031,11.450943946838379,0.0,0,0,3,1,1,0.6081081032752991,0.2702702581882477,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
75,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00076.jpg,0.8907424211502075,11.953375816345215,0.8907424211502075,0.8907424211502075,12.21183967590332,14.317919731140137,0.0,0,0,4,1,1,0.6000000238418579,0.2666666805744171,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
76,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00077.jpg,0.887818455696106,12.106592178344727,0.887818455696106,0.887818455696106,12.147968292236328,12.031295776367188,0.0,0,0,5,1,1,0.5921052694320679,0.2631579041481018,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
77,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00078.jpg,0.887818455696106,11.770272254943848,0.887818455696106,0.887818455696106,11.88691234588623,11.908127784729004,0.0,0,0,6,1,1,0.5844155550003052,0.25974026322364807,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
78,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00079.jpg,0.8982348442077637,12.124959945678711,0.8982348442077637,0.8982348442077637,11.652799606323242,11.954272270202637,0.0,0,0,7,1,1,0.5769230723381042,0.25641027092933655,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
79,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00080.jpg,0.8897255063056946,11.673855781555176,0.8897255063056946,0.8897255063056946,12.02131175994873,11.53286361694336,0.0,0,0,8,1,1,0.5696202516555786,0.2531645596027374,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
80,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00081.jpg,0.8690613508224487,11.515775680541992,0.8690613508224487,0.8690613508224487,11.73964786529541,12.222047805786133,0.0,0,0,9,1,1,0.5625,0.25,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
81,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00082.jpg,0.667571485042572,11.380255699157715,0.667571485042572,0.667571485042572,11.511775970458984,11.62063980102539,0.0,0,0,9,0,1,0.5555555820465088,0.2469135820865631,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
82,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00083.jpg,0.8830251097679138,11.580320358276367,0.8830251097679138,0.8830251097679138,11.688608169555664,11.62707233428955,0.0,0,0,9,0,1,0.5487805008888245,0.24390244483947754,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
83,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00084.jpg,0.8646262288093567,14.609408378601074,0.8646262288093567,0.8646262288093567,11.786815643310547,11.572319984436035,0.0,0,0,10,1,1,0.5421686768531799,0.2409638613462448,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
84,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00085.jpg,0.8771536350250244,11.734272003173828,0.8771536350250244,0.8771536350250244,11.74732780456543,12.046431541442871,0.0,0,0,11,1,1,0.5357142686843872,0.2380952388048172,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
85,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00086.jpg,0.8751716613769531,12.376480102539062,0.8751716613769531,0.8751716613769531,11.637120246887207,11.70464038848877,0.0,0,0,12,1,1,0.529411792755127,0.23529411852359772,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
86,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00087.jpg,0.8988476395606995,12.242560386657715,0.8988476395606995,0.8988476395606995,12.651200294494629,11.739456176757812,0.0,0,0,13,1,1,0.5232558250427246,0.23255814611911774,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
87,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00088.jpg,0.8988476395606995,12.316703796386719,0.8988476395606995,0.8988476395606995,11.804863929748535,11.650272369384766,0.0,0,0,14,1,1,0.517241358757019,0.2298850566148758,/home/hm25936/mae/runs/yolov8_baseline/baseline/weights/best.pt
