frame,path,active_conf,active_latency_ms,shadow_teacher_conf,shadow_student_conf,shadow_teacher_latency_ms,shadow_student_latency_ms,shadow_update_latency_ms,shadow_update_applied,shadow_updates_this_frame,shadow_buffer_size,shadow_accepted,update_paused,throttle_weird_rate,throttle_box_jump_rate,active_weights,active_model_kind,promotion_policy,active_current_bad_streak
2162,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02163.jpg,0.07098013162612915,13.979999542236328,0.0,0.03595774248242378,13.785663604736328,14.790528297424316,740.4229640960693,1,1,32,0,0,0.07999999821186066,0.05999999865889549,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,3
2163,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02164.jpg,0.12646090984344482,13.692704200744629,0.0,0.08477935194969177,13.492480278015137,15.29139232635498,730.3993701934814,1,1,32,0,0,0.07000000029802322,0.05000000074505806,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,4
2164,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02165.jpg,0.3713584542274475,13.863295555114746,0.0,0.044491760432720184,14.006815910339355,13.791040420532227,527.1978378295898,1,1,32,0,0,0.07000000029802322,0.03999999910593033,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2165,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02166.jpg,0.2871437072753906,14.172991752624512,0.0,0.017493799328804016,13.539872169494629,14.209952354431152,471.25697135925293,1,1,32,0,0,0.07999999821186066,0.03999999910593033,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2166,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02167.jpg,0.0049368841573596,13.2958402633667,0.0,0.0013463457580655813,13.514559745788574,13.734047889709473,513.4837627410889,1,1,32,0,0,0.07999999821186066,0.03999999910593033,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,1
2167,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02168.jpg,0.021279683336615562,13.218496322631836,0.0,0.001522952108643949,13.007391929626465,14.628735542297363,601.513147354126,1,1,32,0,0,0.09000000357627869,0.03999999910593033,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,2
2168,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02169.jpg,0.04829083010554314,13.399423599243164,0.0,0.010638640262186527,13.928256034851074,14.845952033996582,486.59706115722656,1,1,32,0,0,0.10000000149011612,0.03999999910593033,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,3
2169,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02170.jpg,0.11304521560668945,13.831520080566406,0.0,0.20309923589229584,13.234848022460938,14.033920288085938,490.4308319091797,1,1,32,0,0,0.10999999940395355,0.03999999910593033,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,4
2170,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02171.jpg,0.08250029385089874,14.28927993774414,0.0,0.3020346164703369,13.569791793823242,13.972224235534668,654.4222831726074,1,1,32,0,0,0.10999999940395355,0.03999999910593033,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,5
2171,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02172.jpg,0.025870051234960556,13.347616195678711,0.0,0.03541415184736252,13.195743560791016,14.871552467346191,609.4233989715576,1,1,32,0,0,0.10999999940395355,0.03999999910593033,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,6
2172,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02173.jpg,0.06505598872900009,14.316736221313477,0.0,0.05721250921487808,13.568191528320312,13.828895568847656,775.1381397247314,1,1,32,0,0,0.10999999940395355,0.03999999910593033,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,7
2173,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02174.jpg,0.026478761807084084,13.499903678894043,0.0,0.13282279670238495,14.123807907104492,13.834431648254395,711.0254764556885,1,1,32,0,0,0.11999999731779099,0.03999999910593033,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,8
2174,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02175.jpg,0.009385830722749233,13.348896026611328,0.0,0.005388356279581785,13.429183959960938,13.693951606750488,248.43192100524902,1,1,32,0,0,0.11999999731779099,0.03999999910593033,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,9
2175,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02176.jpg,0.02041393145918846,13.138239860534668,0.0,0.007986785843968391,13.065631866455078,13.328512191772461,775.2726078033447,1,1,32,0,0,0.11999999731779099,0.03999999910593033,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,10
2176,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02177.jpg,0.027550309896469116,13.47555160522461,0.0,0.0012307075085118413,13.236479759216309,13.96940803527832,479.2790412902832,1,1,32,0,0,0.11999999731779099,0.03999999910593033,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,11
2177,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02178.jpg,0.06904645264148712,13.401727676391602,0.0,0.2526229918003082,13.149951934814453,14.567423820495605,810.4169368743896,1,1,32,0,0,0.12999999523162842,0.05000000074505806,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,12
2178,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02179.jpg,0.1144104152917862,13.591615676879883,0.0,0.09876872599124908,13.184288024902344,13.75436782836914,543.5492992401123,1,1,32,0,0,0.14000000059604645,0.05999999865889549,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,13
2179,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02180.jpg,0.019491491839289665,13.213919639587402,0.0,0.013480477035045624,12.900351524353027,15.249407768249512,760.0922584533691,1,1,32,0,0,0.15000000596046448,0.05999999865889549,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,14
2180,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02181.jpg,0.019491491839289665,12.622847557067871,0.0,0.013414401561021805,12.903583526611328,15.013152122497559,682.2214126586914,1,1,32,0,0,0.15000000596046448,0.07000000029802322,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,15
2181,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02182.jpg,0.019491491839289665,12.53052806854248,0.0,0.01335197500884533,12.724960327148438,13.296704292297363,460.7272148132324,1,1,32,0,0,0.15000000596046448,0.07000000029802322,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,16
2182,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02183.jpg,0.22730255126953125,12.986528396606445,0.5164647102355957,0.1774900108575821,12.396191596984863,13.393919944763184,691.4634704589844,1,1,32,0,0,0.15000000596046448,0.07000000029802322,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,17
2183,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02184.jpg,0.021429119631648064,13.24841594696045,0.0,0.0072475699707865715,12.75817584991455,14.877375602722168,753.1006336212158,1,1,32,0,0,0.15000000596046448,0.07000000029802322,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,18
2184,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02185.jpg,0.021429119631648064,13.339712142944336,0.0,0.007219299674034119,12.852288246154785,13.532447814941406,524.6655941009521,1,1,32,0,0,0.14000000059604645,0.05999999865889549,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,19
2185,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02186.jpg,0.7285857796669006,14.259584426879883,0.8832544088363647,0.2632826864719391,13.506912231445312,14.267711639404297,550.7032871246338,1,1,32,0,0,0.12999999523162842,0.05000000074505806,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2186,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02187.jpg,0.045091304928064346,14.8951997756958,0.0,0.1707495003938675,13.568767547607422,13.672287940979004,301.2423515319824,1,1,32,0,0,0.12999999523162842,0.05000000074505806,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,1
2187,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02188.jpg,0.05666516721248627,14.843520164489746,0.0,0.36040958762168884,12.892959594726562,14.539008140563965,551.1937141418457,1,1,32,0,0,0.12999999523162842,0.05000000074505806,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,2
2188,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02189.jpg,0.07902252674102783,13.325823783874512,0.0,0.11869131028652191,13.275839805603027,13.71513557434082,634.9244117736816,1,1,32,0,0,0.12999999523162842,0.05999999865889549,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,3
2189,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02190.jpg,0.021165402606129646,13.833791732788086,0.0,0.14545103907585144,16.255775451660156,13.690879821777344,734.8363399505615,1,1,32,0,0,0.12999999523162842,0.05999999865889549,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,4
2190,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02191.jpg,0.5925291180610657,13.826687812805176,0.8042678236961365,0.14464300870895386,13.422464370727539,13.74403190612793,434.9856376647949,1,1,32,0,0,0.12999999523162842,0.05999999865889549,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,5
2191,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02192.jpg,0.2538883686065674,13.532671928405762,0.5156800150871277,0.11642996966838837,13.272640228271484,15.079423904418945,607.5136661529541,1,1,32,0,0,0.12999999523162842,0.07000000029802322,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2192,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02193.jpg,0.04100902006030083,12.946592330932617,0.0,0.07306545227766037,12.848608016967773,13.384832382202148,775.1612663269043,1,1,32,0,0,0.12999999523162842,0.07000000029802322,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,1
2193,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02194.jpg,0.009041872806847095,12.909855842590332,0.0,0.01206209510564804,12.715104103088379,13.429535865783691,679.2111396789551,1,1,32,0,0,0.12999999523162842,0.07000000029802322,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,2
2194,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02195.jpg,0.010574215091764927,13.274368286132812,0.0,0.002264620503410697,12.940511703491211,13.20025634765625,417.61040687561035,1,1,32,0,0,0.12999999523162842,0.07000000029802322,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,3
2195,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02196.jpg,0.29664430022239685,13.352640151977539,0.0,0.46710005402565,15.973919868469238,13.451264381408691,312.563419342041,1,1,32,0,0,0.12999999523162842,0.07999999821186066,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,4
2196,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02197.jpg,0.04843098297715187,13.40294361114502,0.0,0.11829231679439545,13.655296325683594,13.741727828979492,604.4795513153076,1,1,32,0,0,0.12999999523162842,0.07999999821186066,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,5
2197,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02198.jpg,0.2891504466533661,13.472512245178223,0.5947211384773254,0.3717527389526367,13.343680381774902,13.726655960083008,516.9157981872559,1,1,32,0,0,0.12999999523162842,0.07999999821186066,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,6
2198,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02199.jpg,0.4469144642353058,13.449728012084961,0.2510634660720825,0.2546822726726532,13.17734432220459,16.101696014404297,479.17628288269043,1,1,32,0,0,0.12999999523162842,0.07999999821186066,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,7
2199,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02200.jpg,0.9071364402770996,14.755807876586914,0.8640504479408264,0.3275229036808014,13.974528312683105,14.820032119750977,346.50659561157227,1,1,32,0,0,0.14000000059604645,0.07999999821186066,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,8
2200,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02201.jpg,0.9452064633369446,13.571455955505371,0.8614163994789124,0.6453239917755127,13.512063980102539,14.665632247924805,553.5123348236084,1,1,32,1,0,0.14000000059604645,0.07999999821186066,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2201,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02202.jpg,0.95887690782547,14.565343856811523,0.9343706965446472,0.34894871711730957,13.443615913391113,14.40272045135498,564.9721622467041,1,1,32,1,0,0.14000000059604645,0.07999999821186066,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2202,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02203.jpg,0.9492650628089905,13.644736289978027,0.8547572493553162,0.3465231657028198,13.614368438720703,14.065664291381836,470.0889587402344,1,1,32,1,0,0.14000000059604645,0.07999999821186066,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,1
2203,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02204.jpg,0.9465933442115784,13.032544136047363,0.8959916234016418,0.2760559022426605,13.35859203338623,14.246848106384277,300.520658493042,1,1,32,1,0,0.14000000059604645,0.07999999821186066,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,2
2204,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02205.jpg,0.9638916254043579,14.56873607635498,0.8923864960670471,0.17093999683856964,14.3503999710083,14.23583984375,385.8346939086914,1,1,32,1,0,0.15000000596046448,0.07999999821186066,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2205,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02206.jpg,0.952568769454956,13.364224433898926,0.8434123396873474,0.3393632769584656,13.533791542053223,14.100607872009277,513.6964321136475,1,1,32,1,0,0.1599999964237213,0.07999999821186066,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2206,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02207.jpg,0.9554951190948486,13.362431526184082,0.853325366973877,0.3459775149822235,13.552160263061523,13.930496215820312,717.6437377929688,1,1,32,1,0,0.1599999964237213,0.07999999821186066,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2207,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02208.jpg,0.9392693638801575,13.060256004333496,0.839050829410553,0.6410826444625854,13.204671859741211,13.593376159667969,561.5100860595703,1,1,32,1,0,0.1599999964237213,0.07999999821186066,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2208,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02209.jpg,0.8897815942764282,14.233087539672852,0.7908801436424255,0.8669764995574951,13.32271957397461,14.42790412902832,724.5912551879883,1,1,32,0,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2209,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02210.jpg,0.9539819955825806,14.189408302307129,0.8442612290382385,0.9001829028129578,13.508319854736328,13.879263877868652,552.8316497802734,1,1,32,0,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2210,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02211.jpg,0.9399990439414978,13.483327865600586,0.8299989700317383,0.9516649842262268,13.067359924316406,13.92204761505127,549.232006072998,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2211,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02212.jpg,0.9516689777374268,13.545472145080566,0.8273131847381592,0.9770790934562683,17.605920791625977,15.31817626953125,428.84230613708496,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2212,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02213.jpg,0.9444888234138489,13.69155216217041,0.806972086429596,0.9843019247055054,13.52348804473877,13.59881591796875,295.8064079284668,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2213,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02214.jpg,0.9588872194290161,13.445535659790039,0.8671076893806458,0.9948539137840271,13.517536163330078,14.145536422729492,684.3008995056152,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2214,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02215.jpg,0.9779037237167358,12.984640121459961,0.930155873298645,0.9956964254379272,14.362336158752441,13.818079948425293,506.84571266174316,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2215,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02216.jpg,0.9779037237167358,13.185664176940918,0.9301760196685791,0.9966707825660706,12.591936111450195,13.667167663574219,689.8560523986816,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2216,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02217.jpg,0.8439255356788635,15.74182415008545,0.8917750716209412,0.9929811954498291,13.277215957641602,13.538592338562012,462.9664421081543,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2217,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02218.jpg,0.8439255356788635,13.109824180603027,0.892055869102478,0.9924173355102539,13.02956771850586,13.645824432373047,388.948917388916,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2218,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02219.jpg,0.8928953409194946,13.227104187011719,0.9147133827209473,0.9944621920585632,13.185503959655762,14.32044792175293,337.77785301208496,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2219,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02220.jpg,0.9849662780761719,13.457728385925293,0.9521801471710205,0.9944848418235779,13.510656356811523,16.20377540588379,435.2438449859619,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2220,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02221.jpg,0.9782590866088867,14.864352226257324,0.9315549731254578,0.9929084777832031,13.800031661987305,14.109760284423828,820.9950923919678,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2221,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02222.jpg,0.9791233539581299,13.923232078552246,0.9227734804153442,0.9854725003242493,13.446623802185059,14.211199760437012,807.1763515472412,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2222,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02223.jpg,0.8202452659606934,13.234304428100586,0.9146065711975098,0.9800050258636475,13.127903938293457,13.639488220214844,512.9740238189697,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2223,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02224.jpg,0.9718047380447388,17.043359756469727,0.9629155397415161,0.9925382733345032,13.099552154541016,14.923775672912598,624.7129440307617,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2224,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02225.jpg,0.9972207546234131,13.454048156738281,0.9689586162567139,0.9990224838256836,13.212063789367676,13.711359977722168,689.3973350524902,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2225,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02226.jpg,0.9972207546234131,13.40998363494873,0.9688481688499451,0.9984097480773926,13.33897590637207,13.86518383026123,435.5318546295166,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2226,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02227.jpg,0.996615469455719,13.309887886047363,0.9748665690422058,0.9961977601051331,13.32915210723877,14.353311538696289,737.3039722442627,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2227,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02228.jpg,0.9971822500228882,13.30742359161377,0.9736634492874146,0.9954687356948853,12.886816024780273,14.89510440826416,617.5658702850342,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2228,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02229.jpg,0.9972637891769409,13.30031967163086,0.973581075668335,0.9906332492828369,13.489503860473633,13.629440307617188,609.4977855682373,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2229,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02230.jpg,0.9955305457115173,13.141247749328613,0.9451618194580078,0.9945563077926636,13.102080345153809,13.640576362609863,250.8690357208252,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2230,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02231.jpg,0.9955305457115173,13.3121919631958,0.9449012279510498,0.9937106370925903,13.396960258483887,13.743103981018066,484.57789421081543,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2231,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02232.jpg,0.9960134029388428,13.61411190032959,0.9467943906784058,0.9912182688713074,13.402496337890625,14.971903800964355,678.3571243286133,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2232,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02233.jpg,0.9960134029388428,13.311424255371094,0.9464775919914246,0.9910430908203125,15.232319831848145,13.859840393066406,569.1094398498535,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2233,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02234.jpg,0.9962338805198669,16.014976501464844,0.9547427892684937,0.9920700192451477,12.94655990600586,13.820672035217285,474.44605827331543,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2234,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02235.jpg,0.9970788955688477,13.114432334899902,0.9613940119743347,0.9897408485412598,13.156736373901367,13.87724781036377,868.6246871948242,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2235,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02236.jpg,0.9970788955688477,13.4137601852417,0.9611855149269104,0.9903296232223511,13.636287689208984,16.334495544433594,797.3499298095703,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2236,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02237.jpg,0.9972890615463257,13.533120155334473,0.9686019420623779,0.9899739027023315,13.302751541137695,13.723648071289062,302.17981338500977,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2237,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02238.jpg,0.9972890615463257,13.696576118469238,0.9684391021728516,0.9911972284317017,13.380831718444824,14.031007766723633,539.4113063812256,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2238,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02239.jpg,0.9975071549415588,14.338144302368164,0.977288544178009,0.9907417297363281,13.333439826965332,13.765727996826172,480.82876205444336,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2239,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02240.jpg,0.9981257319450378,13.526687622070312,0.9822752475738525,0.9919501543045044,13.486944198608398,15.221023559570312,599.938154220581,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2240,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02241.jpg,0.9978094696998596,13.70854377746582,0.976416289806366,0.9953827261924744,13.636192321777344,13.742207527160645,564.6913051605225,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
2241,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02242.jpg,0.998103141784668,13.642271995544434,0.9808860421180725,0.9952795505523682,13.620672225952148,14.018560409545898,603.2524108886719,1,1,32,1,0,0.1599999964237213,0.09000000357627869,/home/hm25936/mae/odad/online_adapt_topk2_full/student_final.pt,current_odad,diagnostic,0
