frame,path,width,height,teacher_det,teacher_conf,teacher_x1,teacher_y1,teacher_x2,teacher_y2,teacher_iou_prev,student_pre_det,student_pre_conf,student_pre_x1,student_pre_y1,student_pre_x2,student_pre_y2,student_pre_iou_prev,student_post_det,student_post_conf,student_post_x1,student_post_y1,student_post_x2,student_post_y2,student_post_iou_prev,student_delta_conf,student_pre_post_iou,student_pre_post_center_shift,pseudo_accepted,update_applied,loss_total,loss_box,loss_cls,loss_dfl,latency_teacher_ms,latency_student_pre_ms,latency_student_post_ms
2660,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02661.jpg,1936,1216,1,0.481581,0.657,0.000,1212.199,838.966,0.594311,1,0.337039,1.160,0.000,1306.128,813.302,0.353830,1,0.337039,1.160,0.000,1306.128,813.302,0.353830,0.000000,1.000000,0.000000,0,0,,,,,11.280,11.227,11.131
2661,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02662.jpg,1936,1216,1,0.612935,399.527,0.000,1936.000,1208.553,0.311106,1,0.247924,436.037,0.000,1936.000,1215.343,0.325107,1,0.247924,436.037,0.000,1936.000,1215.343,0.325107,0.000000,1.000000,0.000000,0,0,,,,,12.074,11.755,11.536
2662,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02663.jpg,1936,1216,1,0.572895,431.930,0.000,1936.000,1149.618,0.931174,1,0.245975,431.986,0.000,1936.000,1149.825,0.943680,1,0.245975,431.986,0.000,1936.000,1149.825,0.943680,0.000000,1.000000,0.000000,0,0,,,,,11.481,11.451,11.320
2663,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02664.jpg,1936,1216,1,0.559111,0.000,0.000,1390.217,1206.522,0.477993,1,0.232093,432.200,0.000,1936.000,1161.422,0.989876,1,0.232093,432.200,0.000,1936.000,1161.422,0.989876,0.000000,1.000000,0.000000,0,0,,,,,12.038,11.804,11.469
2664,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02665.jpg,1936,1216,1,0.612501,378.576,0.000,1936.000,1134.032,0.499609,1,0.233265,433.252,0.000,1936.000,1157.096,0.995579,1,0.233265,433.252,0.000,1936.000,1157.096,0.995579,0.000000,1.000000,0.000000,0,0,,,,,11.455,11.793,11.557
2665,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02666.jpg,1936,1216,1,0.585959,385.873,0.000,1936.000,1120.605,0.983530,1,0.220825,385.939,0.000,1936.000,1120.959,0.940095,1,0.220825,385.939,0.000,1936.000,1120.959,0.940095,0.000000,1.000000,0.000000,0,0,,,,,12.117,11.691,11.600
2666,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02667.jpg,1936,1216,1,0.526834,33.787,0.000,1534.050,1199.180,0.571970,1,0.183169,428.404,15.898,1936.000,1015.650,0.867439,1,0.183169,428.404,15.898,1936.000,1015.650,0.867439,0.000000,1.000000,0.000000,0,0,,,,,11.814,11.726,11.546
2667,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02668.jpg,1936,1216,1,0.550868,0.000,0.000,1529.770,1102.476,0.898139,1,0.147354,418.966,0.000,1936.000,1153.427,0.861374,1,0.147354,418.966,0.000,1936.000,1153.427,0.861374,0.000000,1.000000,0.000000,0,0,,,,,12.066,11.797,11.438
2668,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02669.jpg,1936,1216,1,0.430070,3.795,0.000,1153.562,1201.939,0.703868,1,0.223701,3.766,0.000,1153.683,1202.174,0.370913,1,0.223701,3.766,0.000,1153.683,1202.174,0.370913,0.000000,1.000000,0.000000,0,0,,,,,11.433,11.169,11.264
2669,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02670.jpg,1936,1216,1,0.424663,440.384,0.000,1936.000,1214.149,0.366221,1,0.206092,440.419,0.000,1936.000,1214.336,0.366271,1,0.206092,440.419,0.000,1936.000,1214.336,0.366271,0.000000,1.000000,0.000000,0,0,,,,,11.943,11.517,11.096
2670,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02671.jpg,1936,1216,1,0.678080,443.920,0.000,1936.000,1206.676,0.991496,1,0.395286,443.980,0.000,1936.000,1206.949,0.991550,1,0.395286,443.980,0.000,1936.000,1206.949,0.991550,0.000000,1.000000,0.000000,0,0,,,,,11.763,11.768,11.370
2671,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02672.jpg,1936,1216,1,0.595463,408.317,0.000,1936.000,1195.318,0.967714,1,0.305716,442.103,0.000,1936.000,1188.125,0.983186,1,0.305716,442.103,0.000,1936.000,1188.125,0.983186,0.000000,1.000000,0.000000,0,0,,,,,12.262,12.191,11.788
2672,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02673.jpg,1936,1216,1,0.642753,439.929,0.000,1936.000,1188.376,0.973620,1,0.365308,440.027,0.000,1936.000,1188.561,0.998247,1,0.365308,440.027,0.000,1936.000,1188.561,0.998247,0.000000,1.000000,0.000000,0,0,,,,,11.416,11.488,11.646
2673,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02674.jpg,1936,1216,1,0.680583,475.477,0.000,1936.000,1191.584,0.973673,1,0.402871,475.603,0.000,1936.000,1191.881,0.973564,1,0.402871,475.603,0.000,1936.000,1191.881,0.973564,0.000000,1.000000,0.000000,0,0,,,,,12.400,12.166,11.494
2674,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02675.jpg,1936,1216,1,0.668992,497.274,0.000,1936.000,1182.583,0.977635,1,0.405125,497.309,0.000,1936.000,1182.927,0.977736,1,0.405125,497.309,0.000,1936.000,1182.927,0.977736,0.000000,1.000000,0.000000,0,0,,,,,11.553,11.412,11.714
2675,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02676.jpg,1936,1216,1,0.538809,199.949,0.000,1820.073,1203.119,0.749808,1,0.172995,199.923,0.000,1820.055,1203.273,0.749880,1,0.172995,199.923,0.000,1820.055,1203.273,0.749880,0.000000,1.000000,0.000000,0,0,,,,,12.215,11.779,11.597
2676,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02677.jpg,1936,1216,1,0.615639,444.518,0.000,1936.000,1201.393,0.791286,1,0.267595,455.314,0.000,1936.000,1207.829,0.783576,1,0.267595,455.314,0.000,1936.000,1207.829,0.783576,0.000000,1.000000,0.000000,0,0,,,,,11.366,11.403,11.291
2677,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02678.jpg,1936,1216,1,0.525218,431.952,15.362,1936.000,1216.000,0.967308,1,0.276781,432.012,15.355,1936.000,1216.000,0.965648,1,0.276781,432.012,15.355,1936.000,1216.000,0.965648,0.000000,1.000000,0.000000,0,0,,,,,11.969,11.628,11.319
2678,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02679.jpg,1936,1216,1,0.610870,503.728,0.000,1936.000,1163.358,0.899565,1,0.296063,431.201,0.000,1936.000,1184.468,0.960937,1,0.296063,431.201,0.000,1936.000,1184.468,0.960937,0.000000,1.000000,0.000000,0,0,,,,,11.501,11.377,11.297
2679,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02680.jpg,1936,1216,1,0.611466,517.210,0.000,1936.000,1123.368,0.956536,1,0.282388,434.043,0.000,1936.000,1155.461,0.973669,1,0.282388,434.043,0.000,1936.000,1155.461,0.973669,0.000000,1.000000,0.000000,0,0,,,,,12.154,11.705,11.340
2680,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02681.jpg,1936,1216,1,0.614945,515.001,0.000,1936.000,1046.535,0.930256,1,0.249169,433.234,0.000,1936.000,1080.987,0.935075,1,0.249169,433.234,0.000,1936.000,1080.987,0.935075,0.000000,1.000000,0.000000,0,0,,,,,11.488,11.447,11.383
2681,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02682.jpg,1936,1216,1,0.610393,482.018,0.000,1936.000,1157.633,0.883522,1,0.263070,432.693,0.000,1936.000,1174.990,0.919666,1,0.263070,432.693,0.000,1936.000,1174.990,0.919666,0.000000,1.000000,0.000000,0,0,,,,,11.892,11.975,11.554
2682,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02683.jpg,1936,1216,1,0.523090,317.045,0.000,1936.000,1161.116,0.895406,1,0.171727,417.181,0.000,1936.000,1139.821,0.960455,1,0.171727,417.181,0.000,1936.000,1139.821,0.960455,0.000000,1.000000,0.000000,0,0,,,,,11.720,11.719,11.644
2683,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02684.jpg,1936,1216,1,0.664171,424.324,0.000,1936.000,1118.590,0.899538,1,0.261640,424.380,0.000,1936.000,1119.311,0.977352,1,0.261640,424.380,0.000,1936.000,1119.311,0.977352,0.000000,1.000000,0.000000,0,0,,,,,12.236,11.956,11.712
2684,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02685.jpg,1936,1216,1,0.559363,318.149,0.000,1936.000,1137.802,0.918596,1,0.177742,318.191,0.000,1936.000,1138.875,0.918312,1,0.177742,318.191,0.000,1936.000,1138.875,0.918312,0.000000,1.000000,0.000000,0,0,,,,,11.599,11.589,11.920
2685,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02686.jpg,1936,1216,1,0.597046,321.769,0.000,1936.000,1148.476,0.988509,1,0.206638,442.407,0.000,1936.000,1070.894,0.868112,1,0.206638,442.407,0.000,1936.000,1070.894,0.868112,0.000000,1.000000,0.000000,0,0,,,,,12.421,12.123,11.863
2686,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02687.jpg,1936,1216,1,0.617275,321.513,0.000,1936.000,1162.945,0.987402,1,0.206662,321.560,0.000,1936.000,1164.777,0.850578,1,0.206662,321.560,0.000,1936.000,1164.777,0.850578,0.000000,1.000000,0.000000,0,0,,,,,11.862,12.402,11.900
2687,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02688.jpg,1936,1216,1,0.603448,499.879,0.000,1936.000,1182.183,0.876622,1,0.236711,499.976,0.000,1936.000,1182.631,0.877522,1,0.236711,499.976,0.000,1936.000,1182.631,0.877522,0.000000,1.000000,0.000000,0,0,,,,,12.360,12.007,11.701
2688,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02689.jpg,1936,1216,1,0.603448,499.879,0.000,1936.000,1182.183,1.000000,1,0.236711,499.976,0.000,1936.000,1182.631,1.000000,1,0.236711,499.976,0.000,1936.000,1182.631,1.000000,0.000000,1.000000,0.000000,0,0,,,,,11.509,11.692,12.612
2689,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02690.jpg,1936,1216,1,0.641734,426.806,0.000,1936.000,1124.147,0.907021,1,0.245490,426.743,0.000,1936.000,1125.384,0.907551,1,0.245490,426.743,0.000,1936.000,1125.384,0.907551,0.000000,1.000000,0.000000,0,0,,,,,13.460,12.019,11.737
2690,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02691.jpg,1936,1216,1,0.652172,422.258,0.000,1936.000,1105.840,0.980808,1,0.273207,422.178,0.000,1936.000,1105.925,0.979796,1,0.273207,422.178,0.000,1936.000,1105.925,0.979796,0.000000,1.000000,0.000000,0,0,,,,,11.819,11.795,11.669
2691,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02692.jpg,1936,1216,1,0.629239,312.347,0.000,1936.000,1170.537,0.880777,1,0.248050,400.116,0.000,1936.000,1141.883,0.954598,1,0.248050,400.116,0.000,1936.000,1141.883,0.954598,0.000000,1.000000,0.000000,0,0,,,,,12.419,11.920,11.717
2692,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02693.jpg,1936,1216,1,0.619505,507.827,0.000,1936.000,1112.413,0.835928,1,0.219532,507.847,0.000,1936.000,1112.829,0.906199,1,0.219532,507.847,0.000,1936.000,1112.829,0.906199,0.000000,1.000000,0.000000,0,0,,,,,11.482,11.554,11.383
2693,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02694.jpg,1936,1216,1,0.563087,427.710,0.000,1936.000,1162.668,0.905955,1,0.264988,256.085,0.000,1373.008,1179.186,0.495364,1,0.264988,256.085,0.000,1373.008,1179.186,0.495364,0.000000,1.000000,0.000000,0,0,,,,,12.185,11.729,11.370
2694,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02695.jpg,1936,1216,1,0.651795,422.645,0.000,1936.000,1156.558,0.991434,1,0.262271,438.694,0.000,1936.000,1104.390,0.532203,1,0.262271,438.694,0.000,1936.000,1104.390,0.532203,0.000000,1.000000,0.000000,0,0,,,,,11.458,11.492,11.349
2695,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02696.jpg,1936,1216,1,0.644088,403.128,0.000,1936.000,1127.663,0.962908,1,0.245742,403.067,0.000,1936.000,1128.173,0.956168,1,0.245742,403.067,0.000,1936.000,1128.173,0.956168,0.000000,1.000000,0.000000,0,0,,,,,11.984,11.830,11.746
2696,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02697.jpg,1936,1216,1,0.621470,412.607,0.000,1936.000,1196.864,0.936689,1,0.220890,412.632,0.000,1936.000,1196.988,0.936965,1,0.220890,412.632,0.000,1936.000,1196.988,0.936965,0.000000,1.000000,0.000000,0,0,,,,,11.570,11.468,11.481
2697,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02698.jpg,1936,1216,1,0.618867,477.703,0.000,1936.000,1145.285,0.916016,1,0.223993,477.732,0.000,1936.000,1145.424,0.916028,1,0.223993,477.732,0.000,1936.000,1145.424,0.916028,0.000000,1.000000,0.000000,0,0,,,,,12.191,11.862,11.518
2698,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02699.jpg,1936,1216,1,0.609298,406.414,0.000,1936.000,1134.443,0.944785,1,0.221069,406.389,0.000,1936.000,1134.630,0.944790,1,0.221069,406.389,0.000,1936.000,1134.630,0.944790,0.000000,1.000000,0.000000,0,0,,,,,11.636,11.619,11.659
2699,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02700.jpg,1936,1216,1,0.619774,395.020,0.000,1936.000,1152.550,0.977011,1,0.223041,395.002,0.000,1936.000,1152.927,0.976858,1,0.223041,395.002,0.000,1936.000,1152.927,0.976858,0.000000,1.000000,0.000000,0,0,,,,,12.293,11.853,11.723
2700,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02701.jpg,1936,1216,1,0.655903,266.927,0.000,1936.000,1180.326,0.901529,1,0.250951,433.090,0.000,1936.000,1030.817,0.871989,1,0.250951,433.090,0.000,1936.000,1030.817,0.871989,0.000000,1.000000,0.000000,0,0,,,,,11.716,11.766,11.650
2701,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02702.jpg,1936,1216,1,0.668375,391.160,0.000,1936.000,1190.796,0.918030,1,0.286387,437.834,0.000,1936.000,1199.606,0.856964,1,0.286387,437.834,0.000,1936.000,1199.606,0.856964,0.000000,1.000000,0.000000,0,0,,,,,12.370,11.973,11.579
2702,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02703.jpg,1936,1216,1,0.610911,394.903,0.000,1936.000,1197.106,0.992332,1,0.316430,0.000,0.000,1471.101,1180.094,0.526970,1,0.316430,0.000,0.000,1471.101,1180.094,0.526970,0.000000,1.000000,0.000000,0,0,,,,,11.515,11.526,11.406
2703,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02704.jpg,1936,1216,1,0.630053,382.897,0.000,1936.000,1198.545,0.991078,1,0.248077,437.320,0.000,1936.000,1207.850,0.524429,1,0.248077,437.320,0.000,1936.000,1207.850,0.524429,0.000000,1.000000,0.000000,0,0,,,,,12.016,11.783,11.496
2704,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02705.jpg,1936,1216,1,0.637377,297.770,0.000,1928.054,1185.212,0.933234,1,0.211136,436.325,0.000,1936.000,1088.420,0.900583,1,0.211136,436.325,0.000,1936.000,1088.420,0.900583,0.000000,1.000000,0.000000,0,0,,,,,11.745,11.850,11.696
2705,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02706.jpg,1936,1216,1,0.653007,321.135,0.000,1936.000,1186.315,0.979989,1,0.224603,254.821,0.000,1936.000,1185.716,0.818840,1,0.224603,254.821,0.000,1936.000,1185.716,0.818840,0.000000,1.000000,0.000000,0,0,,,,,12.309,12.179,11.870
2706,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02707.jpg,1936,1216,1,0.661292,318.677,0.000,1936.000,1191.697,0.993971,1,0.228519,255.106,0.000,1936.000,1185.521,0.999666,1,0.228519,255.106,0.000,1936.000,1185.521,0.999666,0.000000,1.000000,0.000000,0,0,,,,,11.830,11.617,11.740
2707,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02708.jpg,1936,1216,1,0.676760,316.976,0.000,1936.000,1186.659,0.994731,1,0.238711,316.994,0.000,1936.000,1186.660,0.962291,1,0.238711,316.994,0.000,1936.000,1186.660,0.962291,0.000000,1.000000,0.000000,0,0,,,,,12.635,11.846,11.658
2708,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02709.jpg,1936,1216,1,0.657329,317.453,0.000,1936.000,1188.892,0.997829,1,0.230153,377.035,0.000,1936.000,1196.961,0.954933,1,0.230153,377.035,0.000,1936.000,1196.961,0.954933,0.000000,1.000000,0.000000,0,0,,,,,11.524,11.444,11.521
2709,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02710.jpg,1936,1216,1,0.659848,434.423,0.000,1936.000,1189.851,0.927037,1,0.317485,434.459,0.000,1936.000,1190.549,0.958005,1,0.317485,434.459,0.000,1936.000,1190.549,0.958005,0.000000,1.000000,0.000000,0,0,,,,,12.258,11.772,11.848
2710,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02711.jpg,1936,1216,1,0.691598,436.125,0.000,1936.000,1204.809,0.986479,1,0.344897,436.169,0.000,1936.000,1205.368,0.986595,1,0.344897,436.169,0.000,1936.000,1205.368,0.986595,0.000000,1.000000,0.000000,0,0,,,,,11.561,11.646,11.522
2711,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02712.jpg,1936,1216,1,0.738284,440.184,0.000,1936.000,1207.374,0.995181,1,0.403229,440.234,0.000,1936.000,1207.828,0.995263,1,0.403229,440.234,0.000,1936.000,1207.828,0.995263,0.000000,1.000000,0.000000,0,0,,,,,12.377,12.025,11.699
2712,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02713.jpg,1936,1216,1,0.738284,440.184,0.000,1936.000,1207.374,1.000000,1,0.403229,440.234,0.000,1936.000,1207.828,1.000000,1,0.403229,440.234,0.000,1936.000,1207.828,1.000000,0.000000,1.000000,0.000000,0,0,,,,,11.688,11.603,11.445
2713,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02714.jpg,1936,1216,1,0.343472,0.000,511.986,1673.461,1171.150,0.387819,1,0.155612,430.286,42.856,1936.000,1216.000,0.951928,1,0.155612,430.286,42.856,1936.000,1216.000,0.951928,0.000000,1.000000,0.000000,0,0,,,,,12.127,11.626,11.340
2714,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02715.jpg,1936,1216,1,0.399027,478.606,0.000,1936.000,1216.000,0.377265,1,0.206832,478.787,0.000,1936.000,1216.000,0.934742,1,0.206832,478.787,0.000,1936.000,1216.000,0.934742,0.000000,1.000000,0.000000,0,0,,,,,11.639,11.607,11.465
2715,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02716.jpg,1936,1216,1,0.733056,437.217,0.000,1936.000,1199.102,0.959240,1,0.393512,437.275,0.000,1936.000,1199.520,0.959484,1,0.393512,437.275,0.000,1936.000,1199.520,0.959484,0.000000,1.000000,0.000000,0,0,,,,,12.918,12.597,12.058
2716,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02717.jpg,1936,1216,1,0.733056,437.217,0.000,1936.000,1199.102,1.000000,1,0.393512,437.275,0.000,1936.000,1199.520,1.000000,1,0.393512,437.275,0.000,1936.000,1199.520,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.163,12.039,12.006
2717,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02718.jpg,1936,1216,1,0.677376,433.789,0.000,1936.000,1189.407,0.989669,1,0.335632,433.839,0.000,1936.000,1189.724,0.989584,1,0.335632,433.839,0.000,1936.000,1189.724,0.989584,0.000000,1.000000,0.000000,0,0,,,,,12.258,11.830,11.759
2718,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02719.jpg,1936,1216,1,0.667389,380.983,0.000,1936.000,1194.559,0.961875,1,0.246285,381.007,0.000,1936.000,1194.615,0.962070,1,0.246285,381.007,0.000,1936.000,1194.615,0.962070,0.000000,1.000000,0.000000,0,0,,,,,11.907,11.897,11.788
2719,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02720.jpg,1936,1216,1,0.654212,381.872,0.000,1936.000,1196.615,0.997712,1,0.299292,433.983,0.000,1936.000,1197.627,0.963584,1,0.299292,433.983,0.000,1936.000,1197.627,0.963584,0.000000,1.000000,0.000000,0,0,,,,,12.383,11.937,11.777
2720,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02721.jpg,1936,1216,1,0.682055,439.399,0.000,1936.000,1208.954,0.953516,1,0.329561,439.451,0.000,1936.000,1209.268,0.986802,1,0.329561,439.451,0.000,1936.000,1209.268,0.986802,0.000000,1.000000,0.000000,0,0,,,,,11.811,11.747,11.617
2721,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02722.jpg,1936,1216,1,0.667587,440.669,0.000,1936.000,1195.474,0.988010,1,0.326085,440.696,0.000,1936.000,1195.769,0.988014,1,0.326085,440.696,0.000,1936.000,1195.769,0.988014,0.000000,1.000000,0.000000,0,0,,,,,12.238,11.873,11.289
2722,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02723.jpg,1936,1216,1,0.667587,440.669,0.000,1936.000,1195.474,1.000000,1,0.326085,440.696,0.000,1936.000,1195.769,1.000000,1,0.326085,440.696,0.000,1936.000,1195.769,1.000000,0.000000,1.000000,0.000000,0,0,,,,,11.525,11.425,11.498
2723,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02724.jpg,1936,1216,1,0.642869,396.124,0.000,1936.000,1190.993,0.967537,1,0.219682,396.129,0.000,1936.000,1191.055,0.967340,1,0.219682,396.129,0.000,1936.000,1191.055,0.967340,0.000000,1.000000,0.000000,0,0,,,,,12.260,11.937,11.579
2724,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02725.jpg,1936,1216,1,0.630667,409.661,0.000,1936.000,1186.339,0.987335,1,0.248576,450.586,0.000,1936.000,1192.562,0.963459,1,0.248576,450.586,0.000,1936.000,1192.562,0.963459,0.000000,1.000000,0.000000,0,0,,,,,11.908,11.708,11.805
2725,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02726.jpg,1936,1216,1,0.704238,500.084,0.000,1936.000,1188.624,0.939057,1,0.384279,500.093,0.000,1936.000,1188.901,0.963705,1,0.384279,500.093,0.000,1936.000,1188.901,0.963705,0.000000,1.000000,0.000000,0,0,,,,,12.562,12.060,12.087
2726,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02727.jpg,1936,1216,1,0.802409,557.553,0.000,1936.000,1188.799,0.959843,1,0.490534,557.420,0.000,1936.000,1189.087,0.959932,1,0.490534,557.420,0.000,1936.000,1189.087,0.959932,0.000000,1.000000,0.000000,0,0,,,,,11.980,11.643,11.428
2727,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02728.jpg,1936,1216,1,0.802409,557.553,0.000,1936.000,1188.799,1.000000,1,0.490534,557.420,0.000,1936.000,1189.087,1.000000,1,0.490534,557.420,0.000,1936.000,1189.087,1.000000,0.000000,1.000000,0.000000,0,0,,,,,12.168,11.908,11.772
2728,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02729.jpg,1936,1216,1,0.673031,460.942,0.000,1936.000,1210.302,0.917901,1,0.335017,460.935,0.000,1936.000,1210.610,0.917973,1,0.335017,460.935,0.000,1936.000,1210.610,0.917973,0.000000,1.000000,0.000000,0,0,,,,,11.866,12.008,11.744
2729,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02730.jpg,1936,1216,1,0.182468,582.901,0.000,1936.000,1214.427,0.914460,1,0.077256,582.879,0.000,1936.000,1214.831,0.914404,1,0.077256,582.879,0.000,1936.000,1214.831,0.914404,0.000000,1.000000,0.000000,0,0,,,,,12.612,12.167,11.653
2730,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02731.jpg,1936,1216,1,0.678390,509.438,0.000,1936.000,1205.364,0.941786,1,0.283822,509.322,0.000,1936.000,1205.510,0.941537,1,0.283822,509.322,0.000,1936.000,1205.510,0.941537,0.000000,1.000000,0.000000,0,0,,,,,11.604,11.415,11.334
2731,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02732.jpg,1936,1216,1,0.661620,484.166,0.000,1936.000,1193.426,0.973029,1,0.234742,484.260,0.000,1936.000,1193.536,0.973142,1,0.234742,484.260,0.000,1936.000,1193.536,0.973142,0.000000,1.000000,0.000000,0,0,,,,,12.424,11.951,11.521
2732,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02733.jpg,1936,1216,1,0.678643,403.229,0.000,1936.000,1193.726,0.946957,1,0.323959,435.756,1.835,1936.000,1196.327,0.963976,1,0.323959,435.756,1.835,1936.000,1196.327,0.963976,0.000000,1.000000,0.000000,0,0,,,,,11.773,11.606,11.622
2733,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02734.jpg,1936,1216,1,0.670403,427.681,0.000,1936.000,1188.625,0.979842,1,0.305429,447.395,0.000,1936.000,1193.695,0.988549,1,0.305429,447.395,0.000,1936.000,1193.695,0.988549,0.000000,1.000000,0.000000,0,0,,,,,12.351,11.966,11.619
2734,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02735.jpg,1936,1216,1,0.711254,433.324,0.000,1936.000,1191.644,0.993744,1,0.395170,433.393,0.000,1936.000,1193.036,0.990140,1,0.395170,433.393,0.000,1936.000,1193.036,0.990140,0.000000,1.000000,0.000000,0,0,,,,,11.719,11.670,11.664
2735,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02736.jpg,1936,1216,1,0.670987,429.663,1.427,1936.000,1190.192,0.995165,1,0.345848,429.708,1.415,1936.000,1191.648,0.995215,1,0.345848,429.708,1.415,1936.000,1191.648,0.995215,0.000000,1.000000,0.000000,0,0,,,,,12.545,12.157,11.896
2736,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02737.jpg,1936,1216,1,0.674343,425.130,0.000,1936.000,1186.917,0.993069,1,0.337930,436.435,0.000,1936.000,1195.478,0.991185,1,0.337930,436.435,0.000,1936.000,1195.478,0.991185,0.000000,1.000000,0.000000,0,0,,,,,11.824,11.718,11.613
2737,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02738.jpg,1936,1216,1,0.448257,123.652,457.513,1850.939,1180.811,0.512736,1,0.180228,123.669,457.475,1850.893,1181.022,0.506898,1,0.180228,123.669,457.475,1850.893,1181.022,0.506898,0.000000,1.000000,0.000000,0,0,,,,,11.577,12.826,12.637
2738,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_02739.jpg,1936,1216,1,0.157674,613.346,381.501,1918.710,1216.000,0.620115,1,0.105687,576.760,0.000,1773.871,730.944,0.182139,1,0.105687,576.760,0.000,1773.871,730.944,0.182139,0.000000,1.000000,0.000000,0,0,,,,,11.709,11.504,11.253
