frame,path,teacher_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,teacher_num_candidates,teacher_selected_rank,teacher_selected_score,teacher_selected_score_conf,teacher_selected_score_temporal,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,update_event_triggered,update_applied,updates_this_frame,batch_size_used,det_loss,total_loss,coverage_buffer_size,coverage_entries_added,coverage_entries_sampled,coverage_loss,coverage_region_entries_skipped,coverage_region_mean_student_conf,coverage_region_mean_teacher_conf,coverage_region_mean_conf_gap,source_memory_loss,source_memory_valid_entries,source_memory_mean_pos_sim,source_memory_mean_neg_sim,source_memory_margin,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
0,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00001.jpg,0.641048,0,0,0,1,0,1,1,0.641048,0.641048,0.000000,0,,,,,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,18.709,0.641048,48.917,0.000,108.074
1,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00002.jpg,0.641048,0,0,0,1,0,1,1,1.641048,0.641048,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,19.252,0.641048,15.698,0.000,53.397
2,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00003.jpg,0.776923,0,0,0,1,0,1,1,1.605282,0.776923,0.828359,0,,,0.016354,1.054807,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,15.665,0.776923,15.508,0.000,48.818
3,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00004.jpg,0.680275,0,0,0,1,0,1,1,1.362378,0.680275,0.682103,0,,,0.030284,1.102039,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.856,0.680275,13.745,0.000,40.025
4,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00005.jpg,0.748070,0,0,0,1,0,1,1,1.410459,0.748070,0.662390,0,,,0.020877,1.175343,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.259,0.748070,13.454,0.000,45.117
5,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00006.jpg,0.748070,0,0,0,1,0,1,1,1.748070,0.748070,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.297,0.748070,13.309,0.000,38.950
6,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00007.jpg,0.774327,0,0,0,1,0,1,1,1.653825,0.774327,0.879498,0,,,0.010755,1.037224,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.821,0.774327,14.010,0.000,40.424
7,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00008.jpg,0.762984,0,0,0,0,0,1,1,0.762984,0.762984,0.000000,0,,,0.233661,2.190912,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.886,0.762984,12.907,0.000,35.648
8,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00009.jpg,0.787730,0,0,0,1,0,1,1,1.765290,0.787730,0.977559,0,,,0.002497,1.006085,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.922,0.787730,13.183,0.000,46.232
9,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00010.jpg,0.269051,0,0,0,0,0,1,1,0.269051,0.269051,0.000000,0,,,0.211951,5.469030,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,16.900,0.269051,14.905,0.000,45.525
10,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00011.jpg,0.735096,0,0,0,1,0,1,1,0.739963,0.735096,0.004866,0,,,0.032259,2.478429,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.096,0.735096,13.431,0.000,42.391
11,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00012.jpg,0.720707,0,0,0,1,0,1,1,1.463155,0.720707,0.742448,0,,,0.030030,1.013718,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.372,0.720707,13.329,0.000,39.703
12,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00013.jpg,0.629040,0,0,0,1,0,1,1,1.389926,0.629040,0.760885,0,,,0.022938,1.090497,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.685,0.629040,16.022,0.000,48.986
13,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00014.jpg,0.710388,0,0,0,1,0,1,1,1.520305,0.710388,0.809917,0,,,0.018965,1.064024,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.747,0.710388,14.058,0.000,41.387
14,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00015.jpg,0.710388,0,0,0,1,0,1,1,1.710388,0.710388,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.692,0.710388,13.769,0.000,42.419
15,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00016.jpg,0.608971,0,0,0,1,0,1,1,1.192851,0.608971,0.583880,0,,,0.046908,1.153310,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.178,0.608971,14.538,0.000,40.070
16,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00017.jpg,0.766669,0,0,0,1,0,1,1,0.788835,0.766669,0.022166,0,,,0.180199,1.871497,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.893,0.766669,13.890,0.000,45.110
17,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00018.jpg,0.758212,0,0,0,1,0,1,1,1.582178,0.758212,0.823966,0,,,0.020256,1.052528,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.335,0.758212,13.676,0.000,40.713
18,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00019.jpg,0.593200,0,0,0,1,0,2,2,1.150427,0.593200,0.557227,0,,,0.053537,1.167476,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.958,0.777303,13.438,0.000,53.265
19,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00020.jpg,0.593200,0,0,0,1,0,2,2,1.593200,0.593200,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.395,0.777303,12.953,0.000,45.785
20,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00021.jpg,0.850822,0,0,0,0,0,2,1,0.850822,0.850822,0.000000,0,,,0.232174,1.978745,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.973,0.850822,14.109,0.000,46.768
21,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00022.jpg,0.837120,0,0,0,1,0,2,1,1.814892,0.837120,0.977772,0,,,0.001931,1.006961,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.810,0.837120,14.182,0.000,40.729
22,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00023.jpg,0.837567,0,0,0,1,0,2,1,1.813120,0.837567,0.975553,0,,,0.002466,1.000904,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.002,0.837567,14.590,0.000,43.288
23,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00024.jpg,0.839836,0,0,0,1,0,1,1,1.833293,0.839836,0.993457,0,,,0.000653,1.000644,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.059,0.839836,13.907,0.000,39.083
24,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00025.jpg,0.855603,0,0,0,1,0,1,1,1.810507,0.855603,0.954905,0,,,0.004687,1.000654,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.570,0.855603,15.093,0.000,50.113
25,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00026.jpg,0.761126,0,0,0,0,0,1,1,0.761126,0.761126,0.000000,0,,,0.250604,2.383342,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.350,0.761126,13.901,0.000,39.190
26,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00027.jpg,0.796143,0,0,0,0,0,2,1,0.796143,0.796143,0.000000,0,,,0.241409,2.307664,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.449,0.796143,14.171,0.000,41.073
27,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00028.jpg,0.777080,0,0,0,1,0,2,1,1.713976,0.777080,0.936896,0,,,0.005084,1.021655,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.921,0.777080,13.592,0.000,38.843
28,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00029.jpg,0.807009,0,0,0,1,0,2,1,1.743478,0.807009,0.936468,0,,,0.006205,1.008997,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.155,0.807009,14.941,0.000,49.390
29,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00030.jpg,0.786611,0,0,0,1,0,2,1,1.703227,0.786611,0.916616,0,,,0.006552,1.032420,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.518,0.786611,13.675,0.000,38.015
30,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00031.jpg,0.574654,0,0,0,0,0,2,1,0.574654,0.574654,0.000000,0,,,0.220021,1.832352,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.307,0.574654,13.790,0.000,42.860
31,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00032.jpg,0.677804,0,0,0,0,0,2,1,0.677804,0.677804,0.000000,0,,,0.204716,9.919765,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.030,0.677804,13.407,0.000,39.542
32,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00033.jpg,0.697927,0,0,0,1,0,2,1,1.671833,0.697927,0.973906,0,,,0.001428,1.004984,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.689,0.697927,13.547,0.000,47.011
33,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00034.jpg,0.697927,0,0,0,1,0,2,1,1.697927,0.697927,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.088,0.697927,13.833,0.000,38.616
34,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00035.jpg,0.453176,0,0,0,1,0,2,2,1.098044,0.453176,0.644868,0,,,0.025500,1.171926,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.347,0.690378,14.377,0.000,50.796
35,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00036.jpg,0.564345,0,0,0,1,0,2,2,0.834954,0.564345,0.270610,0,,,0.079027,1.487239,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.828,0.709036,14.740,0.000,52.272
36,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00037.jpg,0.641048,0,0,0,0,0,1,1,0.641048,0.641048,0.000000,0,,,0.443983,2.861190,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.034,0.641048,13.013,0.000,44.726
37,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00038.jpg,0.707168,0,0,0,1,0,2,1,1.349001,0.707168,0.641833,0,,,0.041494,1.086768,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.405,0.707168,12.979,0.000,36.610
38,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00039.jpg,0.408099,0,0,0,1,0,2,2,0.723012,0.408099,0.314913,0,,,0.090652,1.279352,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.838,0.582385,13.445,0.000,50.345
39,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00040.jpg,0.654145,0,0,0,1,0,2,1,0.759797,0.654145,0.105652,0,,,0.152884,1.443241,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.495,0.654145,13.951,0.000,39.749
40,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00041.jpg,0.810247,0,0,0,1,0,1,1,1.788028,0.810247,0.977781,0,,,0.001960,1.002877,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.832,0.810247,13.172,0.000,43.607
41,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00042.jpg,0.807693,0,0,0,1,0,2,1,1.763469,0.807693,0.955776,0,,,0.004343,1.013998,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.194,0.807693,13.690,0.000,38.682
42,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00043.jpg,0.755115,0,0,0,1,0,2,1,1.706930,0.755115,0.951815,0,,,0.002373,1.022551,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.236,0.755115,13.774,0.000,41.297
43,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00044.jpg,0.755115,0,0,0,1,0,2,1,1.755115,0.755115,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.129,0.755115,13.060,0.000,38.043
44,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00045.jpg,0.466580,0,0,0,1,0,2,2,1.052505,0.466580,0.585925,0,,,0.049906,1.151482,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.263,0.492451,13.480,0.000,54.981
45,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00046.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.050,0.194959,13.035,0.000,38.224
46,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00047.jpg,0.510390,0,0,0,1,0,1,1,0.510390,0.510390,0.000000,0,,,,,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.856,0.510390,12.886,0.000,39.506
47,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00048.jpg,0.341069,0,0,0,1,0,2,2,1.220502,0.341069,0.879434,0,,,0.013318,1.032040,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.545,0.399717,13.724,0.000,49.268
48,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00049.jpg,0.679488,0,0,0,0,0,2,1,0.679488,0.679488,0.000000,0,,,0.175943,8.918719,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.444,0.679488,14.333,0.000,45.081
49,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00050.jpg,0.734312,0,0,0,1,0,2,1,1.105777,0.734312,0.371464,0,,,0.063736,1.358659,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.440,0.734312,14.475,0.000,39.966
50,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00051.jpg,0.664311,0,0,0,1,0,2,1,1.255373,0.664311,0.591062,0,,,0.037911,1.145598,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.025,0.664311,13.354,0.000,38.699
51,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00052.jpg,0.630266,0,0,0,1,0,2,1,1.287476,0.630266,0.657210,0,,,0.031570,1.132426,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.579,0.630266,13.168,0.000,38.643
52,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00053.jpg,0.630266,0,0,0,1,0,2,1,1.630266,0.630266,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.363,0.630266,13.162,0.000,45.659
53,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00054.jpg,0.380025,0,0,0,1,0,2,2,0.810703,0.380025,0.430677,0,,,0.039806,1.366885,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.136,0.509901,13.506,0.000,50.004
54,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00055.jpg,0.757477,0,0,0,1,0,2,1,0.844264,0.757477,0.086787,0,,,0.107239,1.952091,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.535,0.757477,15.199,0.000,43.256
55,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00056.jpg,0.473823,0,0,0,1,0,2,2,0.817180,0.473823,0.343356,0,,,0.069026,1.374579,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.995,0.482319,12.913,0.000,36.245
56,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00057.jpg,0.631844,0,0,0,1,0,2,1,1.567054,0.631844,0.935210,0,,,0.004211,1.006064,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,16.302,0.631844,14.178,0.000,49.739
57,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00058.jpg,0.631844,0,0,0,1,0,2,1,1.631844,0.631844,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.055,0.631844,13.017,0.000,36.555
58,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00059.jpg,0.672385,0,0,0,1,0,2,1,1.583768,0.672385,0.911383,0,,,0.006752,1.016723,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.076,0.672385,13.045,0.000,40.091
59,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00060.jpg,0.737344,0,0,0,1,0,2,1,1.650597,0.737344,0.913254,0,,,0.006004,1.026456,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,12.939,0.737344,12.884,0.000,35.900
60,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00061.jpg,0.821736,0,0,0,1,0,2,1,0.877333,0.821736,0.055596,0,0.495097,,0.130515,2.015178,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.271,0.821736,13.099,0.000,44.550
61,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00062.jpg,0.821736,0,0,1,1,0,2,1,1.821736,0.821736,1.000000,1,1.000000,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.086,0.821736,13.183,0.000,38.136
62,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00063.jpg,0.881057,1,1,1,1,1,2,1,1.761127,0.881057,0.880070,2,0.936009,0.936009,0.006072,1.045485,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.097,0.881057,17.981,0.000,81.720
63,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00064.jpg,0.757122,0,0,0,1,0,2,1,1.687637,0.757122,0.930514,0,,,0.004011,1.023054,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.944,0.757122,13.871,0.000,43.678
64,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00065.jpg,0.539118,0,0,0,0,0,1,1,0.539118,0.539118,0.000000,0,,,0.321684,6.409406,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.572,0.539118,14.102,0.000,38.555
65,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00066.jpg,0.821308,0,0,0,0,0,2,1,0.821308,0.821308,0.000000,0,0.058369,,0.340859,5.742130,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.442,0.821308,13.601,0.000,37.983
66,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00067.jpg,0.736399,0,0,0,1,0,2,1,1.555722,0.736399,0.819323,0,,,0.009668,1.091031,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.676,0.736399,13.645,0.000,40.428
67,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00068.jpg,0.852535,0,0,1,1,0,2,1,1.796501,0.852535,0.943966,1,0.967504,,0.002862,1.015243,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.181,0.852535,13.860,0.000,40.839
68,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00069.jpg,0.389035,0,0,0,1,0,2,2,0.592265,0.389035,0.203230,0,,,0.083786,1.635091,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.424,0.420537,13.470,0.000,41.020
69,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00070.jpg,0.436161,0,0,0,1,0,2,1,0.792818,0.436161,0.356656,0,,,0.073209,1.348220,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.487,0.436161,14.028,0.000,38.419
70,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00071.jpg,0.436161,0,0,0,1,0,2,1,1.436161,0.436161,1.000000,0,,,0.000000,1.000000,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.631,0.436161,13.444,0.000,38.068
71,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00072.jpg,0.753768,0,0,0,1,0,2,1,0.795014,0.753768,0.041246,0,,,0.143928,2.044422,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.817,0.753768,13.398,0.000,38.701
72,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00073.jpg,0.840979,0,0,1,1,0,2,1,1.730676,0.840979,0.889698,1,0.949319,,0.005644,1.053386,0,1,0,0,0,0,,,0,0,0,,0,,,,,0,,,,14.105,0.840979,13.493,0.000,40.220
73,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00074.jpg,0.877290,1,1,1,1,1,2,1,1.683443,0.877290,0.806153,2,0.911914,0.911914,0.011244,1.094974,0,2,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.742,0.877290,13.838,0.000,51.378
74,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00075.jpg,0.868298,1,1,1,1,1,2,1,1.712469,0.868298,0.844171,3,0.926202,0.926202,0.009506,1.064629,0,3,0,0,0,0,,,0,0,0,,0,,,,,0,,,,13.623,0.868298,13.653,0.000,49.031
75,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00076.jpg,0.890742,1,1,1,1,1,2,1,1.738323,0.890742,0.847581,4,0.930610,0.930610,0.008315,1.074564,4,4,1,1,1,4,10.519547,10.528209,0,0,0,0.000000,0,,,,0.173228,4,0.826772,0.207262,0.619510,14.394,0.890750,19.349,927.159,988.485
76,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00077.jpg,0.887856,1,1,1,1,1,2,1,1.793793,0.887856,0.905937,5,0.952988,0.952988,0.003409,1.049331,4,5,1,1,1,4,10.346094,10.354922,0,0,0,0.000000,0,,,,0.176564,4,0.823436,0.194504,0.628932,15.674,0.888006,15.977,639.478,703.902
77,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00078.jpg,0.887892,1,1,1,1,1,2,1,1.887852,0.887892,0.999960,6,0.999971,0.999971,0.000002,1.000002,4,6,1,1,1,4,10.034810,10.043367,0,0,0,0.000000,0,,,,0.171154,4,0.828846,0.210769,0.618077,15.810,0.888323,15.992,1046.425,1106.693
78,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00079.jpg,0.898210,1,1,1,1,1,2,1,1.840612,0.898210,0.942402,7,0.963386,0.963386,0.002093,1.017154,4,7,1,1,1,4,9.569860,9.578538,0,0,0,0.000000,0,,,,0.173568,4,0.826432,0.209028,0.617404,15.620,0.899732,17.368,839.275,900.353
79,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00080.jpg,0.889747,1,1,1,1,1,2,1,1.849494,0.889747,0.959747,8,0.971298,0.971298,0.000553,1.013727,4,8,1,1,1,4,10.222998,10.231837,0,0,0,0.000000,0,,,,0.176788,4,0.823212,0.220374,0.602838,14.085,0.891296,14.045,599.337,655.628
80,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00081.jpg,0.869085,1,1,1,1,1,2,1,1.750837,0.869085,0.881751,9,0.946960,0.946960,0.006550,1.056001,4,9,1,1,1,4,9.523261,9.531865,0,0,0,0.000000,0,,,,0.172075,4,0.827925,0.231227,0.596698,13.831,0.870673,13.942,901.999,958.132
81,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00082.jpg,0.667877,0,0,0,1,0,2,1,1.446983,0.667877,0.779106,0,,,0.014567,1.059565,4,9,1,1,1,4,10.172987,10.182055,0,0,0,0.000000,0,,,,0.181349,4,0.818651,0.202012,0.616640,13.754,0.674936,15.323,760.783,805.639
82,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00083.jpg,0.882969,0,0,1,1,0,2,1,1.607640,0.882969,0.724671,1,0.873640,,0.018480,1.129105,4,9,1,1,1,4,10.244135,10.252884,0,0,0,0.000000,0,,,,0.174986,4,0.825014,0.209619,0.615395,14.044,0.886976,14.343,922.276,968.558
83,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00084.jpg,0.864648,1,1,1,1,1,1,1,1.733918,0.864648,0.869270,2,0.934161,0.934161,0.008253,1.044122,4,10,1,1,1,4,9.639748,9.648439,0,0,0,0.000000,0,,,,0.173830,4,0.826170,0.240754,0.585417,14.392,0.866765,15.022,888.997,945.343
84,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00085.jpg,0.877188,1,1,1,1,1,1,1,1.852765,0.877188,0.975576,3,0.987431,0.987431,0.000908,1.011252,4,11,1,1,1,4,10.317008,10.325626,0,0,0,0.000000,0,,,,0.172359,4,0.827641,0.256949,0.570692,14.478,0.879932,13.696,952.481,1008.708
85,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00086.jpg,0.875148,1,1,1,1,1,2,1,1.788893,0.875148,0.913745,4,0.959815,0.959815,0.004762,1.037170,4,12,1,1,1,4,9.826767,9.835020,0,0,0,0.000000,0,,,,0.165063,4,0.834937,0.291118,0.543819,14.121,0.881123,14.394,978.042,1035.715
86,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00087.jpg,0.898918,1,1,1,1,1,2,1,1.859063,0.898918,0.960144,5,0.969966,0.969966,0.000844,1.008895,4,13,1,1,1,4,11.163644,11.172002,0,0,0,0.000000,0,,,,0.167152,4,0.832848,0.285783,0.547065,14.226,0.905694,14.299,772.233,829.687
87,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00088.jpg,0.898885,1,1,1,1,1,2,1,1.898782,0.898885,0.999897,6,0.999946,0.999946,0.000003,1.000053,4,14,1,1,1,4,10.612027,10.620315,0,0,0,0.000000,0,,,,0.165743,4,0.834257,0.298784,0.535473,14.260,0.906303,14.225,690.656,746.624
88,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00089.jpg,0.907405,1,1,1,1,1,2,1,1.748819,0.907405,0.841414,7,0.924220,0.924220,0.009395,1.067079,4,15,1,1,1,4,9.989142,9.996961,0,0,0,0.000000,0,,,,0.156360,4,0.843640,0.324605,0.519035,14.948,0.917491,14.238,903.072,959.304
89,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00090.jpg,0.907425,1,1,1,1,1,2,1,1.906948,0.907425,0.999523,8,0.999791,0.999791,0.000027,1.000201,4,16,1,1,1,4,9.357889,9.365737,0,0,0,0.000000,0,,,,0.156964,4,0.843036,0.335783,0.507253,14.986,0.918305,14.350,935.934,993.845
90,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00091.jpg,0.910575,1,1,1,1,1,2,1,1.895140,0.910575,0.984566,9,0.990147,0.990147,0.000873,1.001920,4,17,1,1,1,4,9.218122,9.226067,0,0,0,0.000000,0,,,,0.158907,4,0.841093,0.328252,0.512842,14.062,0.922220,14.426,816.720,872.236
