frame,path,teacher_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,teacher_num_candidates,teacher_selected_rank,teacher_selected_score,teacher_selected_score_conf,teacher_selected_score_temporal,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,update_event_triggered,update_applied,updates_this_frame,batch_size_used,det_loss,total_loss,coverage_buffer_size,coverage_entries_added,coverage_entries_sampled,coverage_loss,coverage_region_entries_skipped,coverage_region_mean_student_conf,coverage_region_mean_teacher_conf,coverage_region_mean_conf_gap,source_memory_loss,source_memory_valid_entries,source_memory_mean_pos_sim,source_memory_mean_neg_sim,source_memory_margin,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
308,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00309.jpg,0.843628,1,1,1,1,1,1,1,1.843516,0.843628,0.999888,38,0.999949,0.999949,0.000005,1.000051,4,32,1,1,1,4,7.990667,7.994443,0,0,0,0.000000,0,,,,0.075517,4,0.924483,0.352199,0.572284,13.755,0.909425,13.564,378.981,422.832
309,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00310.jpg,0.787020,0,0,0,1,0,1,1,1.328079,0.787020,0.541059,0,,,0.033277,1.260951,4,32,1,1,1,4,7.882998,7.887420,0,0,0,0.000000,0,,,,0.088438,4,0.911562,0.348167,0.563395,13.260,0.909591,14.925,453.250,498.174
310,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00311.jpg,0.773371,0,0,0,1,0,1,1,1.349676,0.773371,0.576305,0,,,0.030817,1.233146,4,32,1,1,1,4,7.822857,7.826486,0,0,0,0.000000,0,,,,0.072569,4,0.927431,0.348339,0.579092,13.328,0.907852,13.373,693.830,735.739
311,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00312.jpg,0.806256,0,0,1,1,0,1,1,1.726372,0.806256,0.920116,1,0.947504,,0.003430,1.017938,4,32,1,1,1,4,7.192221,7.195990,0,0,0,0.000000,0,,,,0.075375,4,0.924625,0.357115,0.567510,13.154,0.897793,13.467,552.470,595.729
312,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00313.jpg,0.845961,1,1,1,1,1,1,1,1.757068,0.845961,0.911107,2,0.947138,0.947138,0.003805,1.029076,4,32,1,1,1,4,7.637717,7.641995,0,0,0,0.000000,0,,,,0.085577,4,0.914423,0.354979,0.559445,13.506,0.915874,13.762,350.182,395.110
313,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00314.jpg,0.846018,1,1,1,1,1,1,1,1.845767,0.846018,0.999749,3,0.999881,0.999881,0.000012,1.000108,4,32,1,1,1,4,6.105936,6.110213,0,0,0,0.000000,0,,,,0.085545,4,0.914455,0.352198,0.562257,13.188,0.915929,14.721,601.808,647.002
314,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00315.jpg,0.857515,1,1,1,1,1,2,1,1.754634,0.857515,0.897119,4,0.950339,0.950339,0.005881,1.041103,4,32,1,1,1,4,6.037127,6.041321,0,0,0,0.000000,0,,,,0.083868,4,0.916132,0.362093,0.554039,13.461,0.920341,13.880,595.127,641.564
315,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00316.jpg,0.802605,1,1,1,1,1,1,1,1.677953,0.802605,0.875348,5,0.941572,0.941572,0.007227,1.053223,4,32,1,1,1,4,6.408883,6.413812,0,0,0,0.000000,0,,,,0.098581,4,0.901420,0.341220,0.560200,13.234,0.910317,18.117,620.534,669.629
316,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00317.jpg,0.814657,1,1,1,1,1,2,1,1.391671,0.814657,0.577014,6,0.793997,0.793997,0.025728,1.248986,4,32,1,1,1,4,6.975776,6.980070,0,0,0,0.000000,0,,,,0.085882,4,0.914118,0.339168,0.574950,13.521,0.904510,13.912,876.804,922.129
317,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00318.jpg,0.813164,1,1,1,1,1,2,1,1.773320,0.813164,0.960155,7,0.980026,0.980026,0.001356,1.020381,4,32,1,1,1,4,8.695865,8.700723,0,0,0,0.000000,0,,,,0.097154,4,0.902846,0.343796,0.559050,13.298,0.903065,15.886,623.973,671.000
318,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00319.jpg,0.799021,0,0,0,1,0,2,1,1.482475,0.799021,0.683454,0,,,0.017439,1.177518,4,32,1,1,1,4,8.265988,8.271257,0,0,0,0.000000,0,,,,0.105382,4,0.894618,0.336803,0.557815,13.229,0.906451,13.239,558.607,600.909
319,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00320.jpg,0.836163,0,0,1,1,0,1,1,1.591257,0.836163,0.755094,1,0.876823,,0.013544,1.114416,4,32,1,1,1,4,6.860472,6.865178,0,0,0,0.000000,0,,,,0.094126,4,0.905874,0.343059,0.562815,13.091,0.911144,14.344,556.876,599.890
320,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00321.jpg,0.836258,1,1,1,1,1,1,1,1.836040,0.836258,0.999782,2,0.999890,0.999890,0.000008,1.000104,4,32,1,1,1,4,8.192927,8.197810,0,0,0,0.000000,0,,,,0.097660,4,0.902340,0.325126,0.577213,13.236,0.911230,13.948,751.741,795.827
321,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00322.jpg,0.899627,1,1,1,1,1,2,1,1.640046,0.899627,0.740418,3,0.841091,0.841091,0.015878,1.065670,4,32,1,1,1,4,8.358580,8.363500,0,0,0,0.000000,0,,,,0.098404,4,0.901596,0.315417,0.586179,14.737,0.916151,14.649,680.327,726.663
322,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00323.jpg,0.827292,1,1,1,1,1,2,1,1.596788,0.827292,0.769496,4,0.868041,0.868041,0.012713,1.080029,4,32,1,1,1,4,7.060978,7.066091,0,0,0,0.000000,0,,,,0.102262,4,0.897738,0.314037,0.583700,14.165,0.923509,16.290,378.053,426.113
323,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00324.jpg,0.843166,1,1,1,1,1,2,1,1.677721,0.843166,0.834555,5,0.920057,0.920057,0.008395,1.079783,4,32,1,1,1,4,7.143519,7.148991,0,0,0,0.000000,0,,,,0.109441,4,0.890559,0.308771,0.581788,15.568,0.924311,14.039,438.205,485.567
324,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00325.jpg,0.783104,0,0,0,1,0,2,1,1.722713,0.783104,0.939609,0,,,0.001391,1.030879,4,32,1,1,1,4,6.842769,6.847779,0,0,0,0.000000,0,,,,0.100190,4,0.899810,0.310101,0.589708,13.307,0.898022,15.703,604.135,649.141
325,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00326.jpg,0.868029,0,0,1,1,0,2,1,1.798855,0.868029,0.930825,1,0.962826,,0.003302,1.025512,4,32,1,1,1,4,7.368118,7.373407,0,0,0,0.000000,0,,,,0.105790,4,0.894210,0.306147,0.588063,13.177,0.926115,15.491,604.217,649.972
326,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00327.jpg,0.894563,1,1,1,1,1,2,1,1.648297,0.894563,0.753734,2,0.880686,0.880686,0.012391,1.131439,4,32,1,1,1,4,8.059936,8.065798,0,0,0,0.000000,0,,,,0.117248,4,0.882752,0.313990,0.568762,13.320,0.939075,13.796,263.583,306.557
327,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00328.jpg,0.886580,1,1,1,1,1,2,1,1.872334,0.886580,0.985753,3,0.991326,0.991326,0.000793,1.002493,4,32,1,1,1,4,8.730380,8.735964,0,0,0,0.000000,0,,,,0.111676,4,0.888324,0.323122,0.565202,13.390,0.940578,13.490,384.755,429.512
328,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00329.jpg,0.860973,1,1,1,1,1,2,1,1.791782,0.860973,0.930809,4,0.964881,0.964881,0.003595,1.026482,4,32,1,1,1,4,8.165421,8.171547,0,0,0,0.000000,0,,,,0.122537,4,0.877463,0.330206,0.547258,13.360,0.931359,13.629,631.878,676.545
329,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00330.jpg,0.861083,1,1,1,1,1,2,1,1.860970,0.861083,0.999886,5,0.999931,0.999931,0.000007,1.000017,4,32,1,1,1,4,9.013315,9.019401,0,0,0,0.000000,0,,,,0.121714,4,0.878286,0.324342,0.553944,13.367,0.931548,15.126,570.010,616.027
330,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00331.jpg,0.904168,1,1,1,1,1,2,1,1.852896,0.904168,0.948728,6,0.971935,0.971935,0.002849,1.014657,4,32,1,1,1,4,8.705561,8.711264,0,0,0,0.000000,0,,,,0.114066,4,0.885934,0.345630,0.540305,13.599,0.938236,16.646,606.546,653.071
331,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00332.jpg,0.896059,1,1,1,1,1,2,1,1.706171,0.896059,0.810112,7,0.891551,0.891551,0.009937,1.065753,4,32,1,1,1,4,7.520047,7.525304,0,0,0,0.000000,0,,,,0.105145,4,0.894854,0.350298,0.544556,14.577,0.918552,15.065,426.728,473.852
332,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00333.jpg,0.803754,1,1,1,1,1,2,1,1.529318,0.803754,0.725564,8,0.856531,0.856531,0.013798,1.135198,4,32,1,1,1,4,6.823946,6.828880,0,0,0,0.000000,0,,,,0.098665,4,0.901335,0.337039,0.564296,13.166,0.855526,13.412,609.385,652.251
333,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00334.jpg,0.838239,1,1,1,1,1,2,1,1.750563,0.838239,0.912324,9,0.951212,0.951212,0.002722,1.041471,4,32,1,1,1,4,7.298399,7.303828,0,0,0,0.000000,0,,,,0.108563,4,0.891437,0.341025,0.550412,13.764,0.879248,14.746,302.966,348.932
334,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00335.jpg,0.759267,0,0,0,1,0,2,1,1.731265,0.759267,0.971998,0,,,0.000778,1.014161,4,32,1,1,1,4,7.556444,7.562303,0,0,0,0.000000,0,,,,0.117165,4,0.882835,0.336577,0.546258,13.271,0.770137,13.593,351.882,394.323
335,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00336.jpg,0.655532,0,0,0,1,0,2,1,1.583665,0.655532,0.928133,0,,,0.003138,1.023461,4,32,1,1,1,4,6.857239,6.862392,0,0,0,0.000000,0,,,,0.103055,4,0.896945,0.311408,0.585537,13.338,0.656179,13.731,729.217,773.009
336,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00337.jpg,0.748041,0,0,0,1,0,2,1,1.664119,0.748041,0.916078,0,,,0.003976,1.033070,4,32,1,1,1,4,6.531796,6.537052,0,0,0,0.000000,0,,,,0.105102,4,0.894898,0.336019,0.558878,14.051,0.785434,15.830,593.136,641.722
337,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00338.jpg,0.748187,0,0,0,1,0,2,1,1.748170,0.748187,0.999983,0,,,0.000001,1.000003,4,32,1,1,1,4,6.399364,6.404611,0,0,0,0.000000,0,,,,0.104941,4,0.895059,0.339141,0.555918,14.449,0.786572,16.560,431.042,478.799
338,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00339.jpg,0.748678,0,0,0,1,0,2,1,1.718417,0.748678,0.969740,0,,,0.001895,1.000837,4,32,1,1,1,4,8.374084,8.379811,0,0,0,0.000000,0,,,,0.114534,4,0.885466,0.329973,0.555493,13.219,0.752923,13.785,535.760,578.585
339,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00340.jpg,0.778762,0,0,0,1,0,2,1,1.751881,0.778762,0.973119,0,,,0.001428,1.004540,4,32,1,1,1,4,8.013021,8.018708,0,0,0,0.000000,0,,,,0.113733,4,0.886267,0.341781,0.544485,13.272,0.804080,14.331,356.683,401.182
340,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00341.jpg,0.778773,0,0,0,1,0,2,1,1.778703,0.778773,0.999929,0,,,0.000004,1.000006,4,32,1,1,1,4,6.634869,6.639688,0,0,0,0.000000,0,,,,0.096372,4,0.903628,0.311140,0.592488,13.023,0.806771,13.440,666.480,709.498
341,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00342.jpg,0.778971,0,0,0,1,0,2,1,1.778844,0.778971,0.999872,0,,,0.000006,1.000039,4,32,1,1,1,4,6.337653,6.342344,0,0,0,0.000000,0,,,,0.093820,4,0.906181,0.325534,0.580646,13.462,0.809094,14.637,636.687,681.077
342,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00343.jpg,0.877486,0,0,1,1,0,2,1,1.807640,0.877486,0.930154,1,0.962721,,0.004843,1.014775,4,32,1,1,1,4,6.550449,6.555703,0,0,0,0.000000,0,,,,0.105076,4,0.894924,0.331050,0.563874,13.238,0.924824,16.042,480.569,525.597
343,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00344.jpg,0.851902,1,1,1,1,1,2,1,1.777550,0.851902,0.925648,2,0.962034,0.962034,0.004304,1.024990,4,32,1,1,1,4,6.286402,6.291689,0,0,0,0.000000,0,,,,0.105731,4,0.894269,0.346469,0.547800,14.966,0.911084,14.451,477.771,525.116
344,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00345.jpg,0.864397,1,1,1,1,1,2,1,1.752782,0.864397,0.888384,3,0.946834,0.946834,0.005547,1.052446,4,32,1,1,1,4,6.545806,6.550543,0,0,0,0.000000,0,,,,0.094728,4,0.905272,0.336101,0.569171,13.236,0.910223,15.846,765.311,810.658
345,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00346.jpg,0.864464,1,1,1,1,1,2,1,1.864410,0.864464,0.999946,4,0.999968,0.999968,0.000002,1.000017,4,32,1,1,1,4,7.347775,7.352957,0,0,0,0.000000,0,,,,0.103645,4,0.896356,0.363290,0.533065,13.771,0.910475,15.124,760.323,805.618
346,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00347.jpg,0.794881,0,0,0,1,0,2,1,1.642212,0.794881,0.847331,0,,,0.008807,1.060746,4,32,1,1,1,4,6.940686,6.945585,0,0,0,0.000000,0,,,,0.097984,4,0.902016,0.379978,0.522038,13.116,0.873721,13.481,245.148,289.081
347,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00348.jpg,0.814032,0,0,1,1,0,2,1,1.764613,0.814032,0.950581,1,0.974103,,0.002432,1.018199,4,32,1,1,1,4,8.192683,8.198363,0,0,0,0.000000,0,,,,0.113609,4,0.886391,0.383481,0.502910,13.318,0.869357,13.477,343.807,385.895
348,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00349.jpg,0.813335,1,1,1,1,1,2,1,1.777578,0.813335,0.964242,2,0.982984,0.982984,0.001915,1.014376,4,32,1,1,1,4,7.555595,7.560404,0,0,0,0.000000,0,,,,0.096175,4,0.903825,0.368758,0.535067,13.562,0.867431,17.653,499.515,547.157
349,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00350.jpg,0.803503,1,1,1,1,1,2,1,1.774357,0.803503,0.970855,3,0.985013,0.985013,0.000855,1.015215,4,32,1,1,1,4,7.264620,7.269416,0,0,0,0.000000,0,,,,0.095918,4,0.904082,0.367926,0.536156,14.550,0.860763,13.420,573.126,618.376
350,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00351.jpg,0.791900,0,0,0,1,0,2,1,1.695178,0.791900,0.903278,0,,,0.004834,1.042223,4,32,1,1,1,4,7.870267,7.875790,0,0,0,0.000000,0,,,,0.110458,4,0.889542,0.380595,0.508947,13.139,0.895939,17.254,474.790,521.713
351,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00352.jpg,0.844370,0,0,1,1,0,2,1,1.705901,0.844370,0.861531,1,0.931894,,0.007376,1.060160,4,32,1,1,1,4,7.316169,7.321424,0,0,0,0.000000,0,,,,0.105097,4,0.894903,0.355666,0.539237,14.456,0.908966,13.613,719.860,763.075
352,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00353.jpg,0.787205,0,0,0,1,0,2,1,1.699181,0.787205,0.911976,0,,,0.004632,1.035147,4,32,1,1,1,4,6.385939,6.390634,0,0,0,0.000000,0,,,,0.093885,4,0.906115,0.346627,0.559488,13.997,0.888589,14.750,674.165,719.844
353,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00354.jpg,0.786854,0,0,0,1,0,2,1,1.765393,0.786854,0.978538,0,,,0.001261,1.001488,4,32,1,1,1,4,7.351380,7.356391,0,0,0,0.000000,0,,,,0.100212,4,0.899788,0.382119,0.517669,12.788,0.868538,14.394,541.267,583.491
354,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00355.jpg,0.780470,0,0,0,1,0,2,1,1.667308,0.780470,0.886838,0,,,0.005028,1.054771,4,32,1,1,1,4,7.289092,7.294575,0,0,0,0.000000,0,,,,0.109653,4,0.890347,0.391586,0.498762,13.879,0.849379,13.514,432.736,476.752
355,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00356.jpg,0.783210,0,0,0,1,0,2,1,1.718605,0.783210,0.935395,0,,,0.003224,1.020160,4,32,1,1,1,4,7.643332,7.648496,0,0,0,0.000000,0,,,,0.103273,4,0.896727,0.355678,0.541049,13.189,0.860659,14.902,503.469,546.918
356,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00357.jpg,0.788980,0,0,0,1,0,2,1,1.752017,0.788980,0.963036,0,,,0.001167,1.019048,4,32,1,1,1,4,6.665383,6.670501,0,0,0,0.000000,0,,,,0.102357,4,0.897642,0.379814,0.517829,13.503,0.848177,13.532,367.936,415.185
357,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00358.jpg,0.824777,0,0,1,1,0,2,1,1.788402,0.824777,0.963625,1,0.980195,,0.000696,1.020205,4,32,1,1,1,4,7.026705,7.032201,0,0,0,0.000000,0,,,,0.109927,4,0.890073,0.379288,0.510785,14.444,0.874234,13.787,596.989,640.656
358,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00359.jpg,0.771052,0,0,0,1,0,2,1,1.741908,0.771052,0.970856,0,,,0.001480,1.002899,4,32,1,1,1,4,6.699880,6.705779,0,0,0,0.000000,0,,,,0.117977,4,0.882023,0.376665,0.505359,13.232,0.865738,13.432,511.809,555.195
359,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00360.jpg,0.752101,0,0,0,1,0,2,1,1.694077,0.752101,0.941977,0,,,0.002761,1.019680,4,32,1,1,1,4,6.755503,6.760675,0,0,0,0.000000,0,,,,0.103450,4,0.896549,0.380322,0.516228,13.283,0.871330,13.476,551.174,594.519
360,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00361.jpg,0.713560,0,0,0,1,0,2,1,1.685898,0.713560,0.972337,0,,,0.001267,1.010787,4,32,1,1,1,4,6.666619,6.672127,0,0,0,0.000000,0,,,,0.110147,4,0.889853,0.378059,0.511794,13.174,0.876871,13.599,470.385,513.530
361,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00362.jpg,0.709566,0,0,0,1,0,2,1,1.620707,0.709566,0.911141,0,,,0.004651,1.024949,4,32,1,1,1,4,7.360536,7.365350,0,0,0,0.000000,0,,,,0.096274,4,0.903726,0.365712,0.538014,13.311,0.885193,13.636,552.078,594.804
362,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00363.jpg,0.635502,0,0,0,1,0,2,1,1.601727,0.635502,0.966225,0,,,0.001755,1.013208,4,32,1,1,1,4,6.866852,6.872581,0,0,0,0.000000,0,,,,0.114578,4,0.885422,0.390355,0.495066,13.228,0.871107,13.775,340.830,383.009
363,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00364.jpg,0.704086,0,0,0,1,0,2,1,1.663558,0.704086,0.959472,0,,,0.002299,1.013781,4,32,1,1,1,4,6.872475,6.878002,0,0,0,0.000000,0,,,,0.110539,4,0.889461,0.384305,0.505156,13.590,0.885032,14.950,529.850,574.429
364,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00365.jpg,0.704124,0,0,0,1,0,2,1,1.704097,0.704124,0.999973,0,,,0.000001,1.000014,4,32,1,1,1,4,6.537465,6.542501,0,0,0,0.000000,0,,,,0.100714,4,0.899286,0.375795,0.523491,13.341,0.885623,13.652,608.888,652.123
365,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00366.jpg,0.675040,0,0,0,1,0,2,1,1.570495,0.675040,0.895454,0,,,0.005188,1.038066,4,32,1,1,1,4,6.146973,6.152127,0,0,0,0.000000,0,,,,0.103088,4,0.896912,0.383861,0.513051,13.298,0.864188,14.523,306.375,351.234
366,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00367.jpg,0.675469,0,0,0,1,0,2,1,1.675116,0.675469,0.999648,0,,,0.000018,1.000130,4,32,1,1,1,4,6.198155,6.202737,0,0,0,0.000000,0,,,,0.091628,4,0.908372,0.349742,0.558630,13.572,0.865307,13.302,683.007,727.269
367,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00368.jpg,0.751894,0,0,0,1,0,2,1,1.741190,0.751894,0.989296,0,,,0.000562,1.001976,4,32,1,1,1,4,6.694387,6.699842,0,0,0,0.000000,0,,,,0.109092,4,0.890908,0.361116,0.529793,13.022,0.891576,14.375,659.024,703.018
368,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00369.jpg,0.601087,0,0,0,1,0,2,1,1.573144,0.601087,0.972057,0,,,0.001345,1.004298,4,32,1,1,1,4,6.561680,6.566804,0,0,0,0.000000,0,,,,0.102480,4,0.897520,0.378859,0.518661,12.860,0.874047,13.871,517.869,561.154
369,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00370.jpg,0.601595,0,0,0,1,0,2,1,1.601478,0.601595,0.999883,0,,,0.000005,1.000035,4,32,1,1,1,4,6.126017,6.130841,0,0,0,0.000000,0,,,,0.096481,4,0.903519,0.366832,0.536687,13.570,0.874980,13.493,630.703,674.294
370,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00371.jpg,0.551889,0,0,0,1,0,2,1,1.530382,0.551889,0.978493,0,,,0.000857,1.007832,4,32,1,1,1,4,6.772745,6.778005,0,0,0,0.000000,0,,,,0.105210,4,0.894790,0.376155,0.518635,13.724,0.830930,14.089,387.035,430.035
371,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00372.jpg,0.551654,0,0,0,1,0,2,2,1.520323,0.551654,0.968670,0,,,0.001525,1.011683,4,32,1,1,1,4,7.171198,7.176584,0,0,0,0.000000,0,,,,0.107713,4,0.892287,0.377071,0.515216,13.290,0.812183,13.716,414.153,456.501
372,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00373.jpg,0.677238,0,0,0,1,0,2,1,1.574953,0.677238,0.897715,0,,,0.004362,1.051925,4,32,1,1,1,4,6.115233,6.120695,0,0,0,0.000000,0,,,,0.109238,4,0.890762,0.383159,0.507603,13.339,0.871187,13.582,506.229,549.903
373,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00374.jpg,0.631748,0,0,0,1,0,2,1,1.605044,0.631748,0.973297,0,,,0.001230,1.011861,4,32,1,1,1,4,6.260764,6.266215,0,0,0,0.000000,0,,,,0.109018,4,0.890982,0.364051,0.526930,14.199,0.832638,15.753,550.090,594.778
374,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00375.jpg,0.698478,0,0,0,1,0,2,1,1.661161,0.698478,0.962683,0,,,0.001676,1.014541,4,32,1,1,1,4,6.281430,6.286992,0,0,0,0.000000,0,,,,0.111239,4,0.888762,0.380597,0.508165,13.137,0.868791,16.908,466.922,513.906
375,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00376.jpg,0.698696,0,0,0,1,0,2,1,1.698573,0.698696,0.999876,0,,,0.000003,1.000050,4,32,1,1,1,4,5.997186,6.001960,0,0,0,0.000000,0,,,,0.095486,4,0.904514,0.374587,0.529927,14.662,0.869593,14.926,558.136,603.071
376,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00377.jpg,0.464276,0,0,0,1,0,2,2,1.354128,0.464276,0.889852,0,,,0.005332,1.053907,4,32,1,1,1,4,6.202034,6.208198,0,0,0,0.000000,0,,,,0.123282,4,0.876718,0.374258,0.502460,13.097,0.823280,13.425,601.939,643.728
377,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00378.jpg,0.670352,0,0,0,1,0,2,1,1.536052,0.670352,0.865700,0,,,0.006335,1.063168,4,32,1,1,1,4,6.153365,6.158638,0,0,0,0.000000,0,,,,0.105447,4,0.894553,0.395457,0.499095,13.982,0.896961,14.123,404.314,449.425
378,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00379.jpg,0.521068,0,0,0,1,0,2,2,1.220844,0.521068,0.699776,0,,,0.016149,1.160072,4,32,1,1,1,4,6.584406,6.590164,0,0,0,0.000000,0,,,,0.115169,4,0.884831,0.388177,0.496654,12.914,0.817935,13.823,529.462,573.212
379,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00380.jpg,0.521529,0,0,0,1,0,2,2,1.521447,0.521529,0.999918,0,,,0.000004,1.000031,4,32,1,1,1,4,6.888554,6.893501,0,0,0,0.000000,0,,,,0.098950,4,0.901050,0.370338,0.530712,13.243,0.819841,13.704,685.569,729.498
380,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00381.jpg,0.505806,0,0,0,1,0,2,2,1.380310,0.505806,0.874504,0,,,0.006237,1.061361,4,32,1,1,1,4,5.756081,5.761074,0,0,0,0.000000,0,,,,0.099866,4,0.900133,0.369022,0.531111,13.290,0.829464,14.178,546.049,588.769
381,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00382.jpg,0.459169,0,0,0,1,0,2,2,1.296801,0.459169,0.837632,0,,,0.008538,1.077121,4,32,1,1,1,4,5.366899,5.371812,0,0,0,0.000000,0,,,,0.098250,4,0.901750,0.374958,0.526792,13.461,0.831818,13.640,481.949,525.777
382,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00383.jpg,0.682549,0,0,0,0,0,2,1,0.682549,0.682549,0.000000,0,,,0.153175,8.912771,4,32,1,1,1,4,6.277313,6.282095,0,0,0,0.000000,0,,,,0.095645,4,0.904355,0.348665,0.555690,13.327,0.779970,13.699,609.054,651.251
383,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00384.jpg,0.682682,0,0,0,1,0,2,1,1.682618,0.682682,0.999936,0,,,0.000006,1.000013,4,32,1,1,1,4,5.424577,5.428896,0,0,0,0.000000,0,,,,0.086395,4,0.913605,0.355422,0.558184,13.471,0.782726,17.007,770.033,817.402
384,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00385.jpg,0.725488,0,0,0,1,0,2,1,1.720467,0.725488,0.994979,0,,,0.000561,1.000225,4,32,1,1,1,4,5.392868,5.397413,0,0,0,0.000000,0,,,,0.090895,4,0.909105,0.364012,0.545093,14.903,0.821514,13.729,657.874,702.940
385,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00386.jpg,0.703037,0,0,0,1,0,1,1,1.697430,0.703037,0.994392,0,,,0.000664,1.001204,4,32,1,1,1,4,5.552781,5.557574,0,0,0,0.000000,0,,,,0.095859,4,0.904141,0.381317,0.522823,13.203,0.772773,17.868,404.359,450.787
