frame,memory_bank_active_slots,memory_bank_writes,memory_bank_appends,memory_bank_replacements,memory_bank_duplicate_skips,memory_bank_low_quality_skips,memory_bank_stable_medium_writes,memory_slot_scale_small,memory_slot_scale_medium,memory_slot_scale_large,memory_slot_conf_medium,memory_slot_conf_high,memory_retrieval_top1_sim,memory_retrieval_mean_topk_sim,memory_retrieval_top1_slot,memory_retrieval_entropy,memory_slot_mean_pairwise_sim,memory_slot_max_pairwise_sim,memory_bank_context_norm,memory_debug_images_saved
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,-1.0,nan,nan,nan,0.0,0.0
62.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0,nan,nan,1.0,1.0
63.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9854350090026855,0.9854350090026855,0.0,-0.0,nan,nan,1.0,1.0
64.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6789295673370361,0.6789295673370361,0.0,-0.0,nan,nan,1.0,1.0
65.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9679015278816223,0.9679015278816223,0.0,-0.0,nan,nan,1.0,1.0
66.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9677501320838928,0.9677501320838928,0.0,-0.0,nan,nan,1.0,1.0
67.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9709031581878662,0.9709031581878662,0.0,-0.0,nan,nan,1.0,1.0
68.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.85828697681427,0.85828697681427,0.0,-0.0,nan,nan,1.0,1.0
69.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8019983768463135,0.8019983768463135,0.0,-0.0,nan,nan,1.0,1.0
70.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8019983768463135,0.8019983768463135,0.0,-0.0,nan,nan,1.0,1.0
71.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9076554179191589,0.9076554179191589,0.0,-0.0,nan,nan,1.0,1.0
72.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9546341896057129,0.9546341896057129,0.0,-0.0,nan,nan,1.0,1.0
73.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.9833536148071289,1.0,0.9802849292755127,0.9667074680328369,0.9667074680328369,1.0,2.0
74.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0000001192092896,0.9984180927276611,2.0,0.9998195171356201,0.9773831367492676,0.996836245059967,1.0,3.0
75.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,0.9986863136291504,3.0,0.9998754858970642,0.9823340177536011,0.9973727464675903,1.0,5.0
76.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,1.0,0.9955369830131531,4.0,0.998564600944519,0.9849168658256531,0.9973727464675903,1.0,7.0
77.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,1.0,0.9999998807907104,5.0,1.0,0.9869630932807922,0.9999998211860657,1.0,9.0
78.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,7.0,1.0,0.998613715171814,6.0,0.9998613595962524,0.9883245229721069,0.9999998211860657,1.0,11.0
79.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,8.0,0.9999998807907104,0.998093843460083,7.0,0.9997380375862122,0.9891243577003479,0.9999998211860657,1.0,13.0
80.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,9.0,1.0,0.9967491030693054,8.0,0.999238133430481,0.9882334470748901,0.9999998211860657,1.0,15.0
81.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,9.0,0.9493509531021118,0.9434831738471985,8.0,0.9975206255912781,0.9882334470748901,0.9999998211860657,1.0,16.0
82.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,9.0,0.9890365600585938,0.9885941743850708,0.0,0.9999858736991882,0.9882334470748901,0.9999998211860657,1.0,17.0
83.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,10.0,1.0000001192092896,0.9925884008407593,9.0,0.9960482716560364,0.986358642578125,0.9999998211860657,1.0,19.0
84.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,11.0,1.0000001192092896,0.9988844394683838,10.0,0.9999102354049683,0.9851725101470947,0.9999998211860657,1.0,21.0
85.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,12.0,1.0,0.9979060888290405,11.0,0.9996837377548218,0.9842272996902466,0.9999998211860657,1.0,23.0
86.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,13.0,1.0,0.9987454414367676,12.0,0.9998864531517029,0.9830793738365173,0.9999998211860657,0.9999999403953552,25.0
87.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,14.0,0.9999999403953552,0.9999997615814209,13.0,1.0,0.9824333190917969,0.9999998211860657,1.0,27.0
88.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,15.0,1.0000001192092896,0.9980731010437012,14.0,0.9997321963310242,0.9812777042388916,0.9999998211860657,0.9999999403953552,29.0
89.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,1.0,0.9999994039535522,15.0,1.0,0.9805379509925842,0.9999998211860657,1.0,31.0
90.0,16.0,16.0,16.0,0.0,1.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9974392056465149,0.9974247217178345,15.0,1.0,0.9805379509925842,0.9999998211860657,1.0,33.0
91.0,16.0,16.0,16.0,0.0,2.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9874855875968933,0.9874324202537537,12.0,0.9999997019767761,0.9805379509925842,0.9999998211860657,1.0,35.0
92.0,16.0,16.0,16.0,0.0,3.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9818578362464905,0.9818229675292969,12.0,0.9999998211860657,0.9805379509925842,0.9999998211860657,1.0,37.0
93.0,16.0,16.0,16.0,0.0,4.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9819034934043884,0.9818790555000305,15.0,0.9999998807907104,0.9805379509925842,0.9999998211860657,1.0,39.0
94.0,16.0,16.0,16.0,0.0,5.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9866710305213928,0.9866467714309692,15.0,1.0,0.9805379509925842,0.9999998211860657,1.0,41.0
95.0,16.0,16.0,16.0,0.0,6.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.988192617893219,0.988167405128479,15.0,1.0,0.9805379509925842,0.9999998211860657,1.0,43.0
96.0,16.0,16.0,16.0,0.0,7.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.98329758644104,0.9832721948623657,15.0,1.0,0.9805379509925842,0.9999998211860657,1.0,45.0
97.0,16.0,16.0,16.0,0.0,8.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9830788969993591,0.9830504655838013,15.0,1.0,0.9805379509925842,0.9999998211860657,1.0,47.0
98.0,16.0,16.0,16.0,0.0,9.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9741357564926147,0.9741125702857971,15.0,1.0,0.9805379509925842,0.9999998211860657,1.0,49.0
99.0,16.0,16.0,16.0,0.0,10.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9738845229148865,0.9738580584526062,15.0,1.0,0.9805379509925842,0.9999998211860657,1.0,51.0
100.0,16.0,16.0,16.0,0.0,11.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9715299010276794,0.9715286493301392,14.0,1.0,0.9805379509925842,0.9999998211860657,1.0,53.0
101.0,16.0,16.0,16.0,0.0,12.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9702962040901184,0.9702792763710022,14.0,1.0,0.9805379509925842,0.9999998211860657,1.0,55.0
102.0,16.0,16.0,16.0,0.0,13.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9690050482749939,0.9689936637878418,14.0,1.0,0.9805379509925842,0.9999998211860657,0.9999999403953552,57.0
103.0,16.0,16.0,16.0,0.0,14.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9392728805541992,0.9391971230506897,12.0,0.9999996423721313,0.9805379509925842,0.9999998211860657,1.0,59.0
104.0,16.0,16.0,16.0,0.0,15.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9610135555267334,0.9609897136688232,14.0,0.9999998807907104,0.9805379509925842,0.9999998211860657,1.0,61.0
105.0,16.0,16.0,16.0,0.0,16.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9606983661651611,0.9606783390045166,14.0,0.9999998807907104,0.9805379509925842,0.9999998211860657,1.0,63.0
106.0,16.0,16.0,16.0,0.0,16.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9350084066390991,0.9349713921546936,14.0,0.9999998807907104,0.9805379509925842,0.9999998211860657,1.0,64.0
107.0,16.0,16.0,16.0,0.0,16.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9513567686080933,0.9513463973999023,14.0,1.0,0.9805379509925842,0.9999998211860657,0.9999999403953552,65.0
108.0,16.0,16.0,16.0,0.0,17.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9529697895050049,0.9529294371604919,15.0,0.9999998211860657,0.9805379509925842,0.9999998211860657,1.0,66.0
109.0,16.0,16.0,16.0,0.0,18.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.8904946446418762,0.890411376953125,13.0,0.999999463558197,0.9805379509925842,0.9999998211860657,1.0,67.0
110.0,16.0,16.0,16.0,0.0,19.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9402045607566833,0.9401570558547974,15.0,0.9999998211860657,0.9805379509925842,0.9999998211860657,1.0,68.0
111.0,16.0,16.0,16.0,0.0,20.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9506793022155762,0.9506134986877441,15.0,0.9999996423721313,0.9805379509925842,0.9999998211860657,1.0,69.0
112.0,16.0,16.0,16.0,0.0,21.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9448779821395874,0.9447693824768066,15.0,0.9999991059303284,0.9805379509925842,0.9999998211860657,1.0,70.0
113.0,16.0,16.0,16.0,0.0,22.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.94663006067276,0.9464982748031616,15.0,0.9999988079071045,0.9805379509925842,0.9999998211860657,1.0,71.0
114.0,16.0,16.0,16.0,0.0,23.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9446201324462891,0.9444829821586609,15.0,0.9999986290931702,0.9805379509925842,0.9999998211860657,1.0,72.0
115.0,16.0,16.0,16.0,0.0,24.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9438480138778687,0.9437074661254883,15.0,0.9999986290931702,0.9805379509925842,0.9999998211860657,1.0,73.0
116.0,16.0,16.0,16.0,0.0,25.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9417495131492615,0.9416216611862183,15.0,0.9999988675117493,0.9805379509925842,0.9999998211860657,1.0,74.0
117.0,16.0,16.0,16.0,0.0,26.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9408822059631348,0.9407507181167603,15.0,0.9999988079071045,0.9805379509925842,0.9999998211860657,1.0000001192092896,75.0
118.0,16.0,16.0,16.0,0.0,27.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9471213817596436,0.9470001459121704,15.0,0.9999988675117493,0.9805379509925842,0.9999998211860657,1.0,76.0
119.0,16.0,16.0,16.0,0.0,28.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9462872743606567,0.9461624622344971,15.0,0.9999988675117493,0.9805379509925842,0.9999998211860657,1.0,77.0
120.0,16.0,16.0,16.0,0.0,29.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.939401388168335,0.9392687082290649,15.0,0.9999988079071045,0.9805379509925842,0.9999998211860657,1.0,78.0
121.0,16.0,16.0,16.0,0.0,30.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9306893348693848,0.9287633299827576,10.0,0.999732494354248,0.9805379509925842,0.9999998211860657,1.0,79.0
122.0,16.0,16.0,16.0,0.0,31.0,0.0,0.0,0.0,12.0,4.0,0.0,16.0,0.9293295741081238,0.9275646209716797,10.0,0.9997754096984863,0.9805379509925842,0.9999998211860657,0.9999999403953552,80.0
123.0,16.0,17.0,16.0,1.0,31.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,1.0,0.8757944107055664,0.0,0.39144596457481384,0.9477771520614624,0.9999998211860657,1.0,81.0
124.0,16.0,17.0,16.0,1.0,32.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9392783045768738,0.9391720294952393,15.0,0.9999991059303284,0.9477771520614624,0.9999998211860657,1.0,82.0
125.0,16.0,17.0,16.0,1.0,33.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9377623796463013,0.9376869201660156,15.0,0.9999996423721313,0.9477771520614624,0.9999998211860657,1.0,83.0
126.0,16.0,17.0,16.0,1.0,34.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9367266893386841,0.9366476535797119,15.0,0.999999463558197,0.9477771520614624,0.9999998211860657,1.0,84.0
127.0,16.0,17.0,16.0,1.0,35.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9131287336349487,0.9130663871765137,15.0,0.9999996423721313,0.9477771520614624,0.9999998211860657,1.0,85.0
128.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9233622550964355,0.9232980012893677,15.0,0.9999996423721313,0.9477771520614624,0.9999998211860657,1.0,86.0
129.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9098567366600037,0.9097676873207092,15.0,0.999999463558197,0.9477771520614624,0.9999998211860657,1.0,87.0
130.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.8891198039054871,0.8890924453735352,12.0,1.0,0.9477771520614624,0.9999998211860657,1.0,88.0
131.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9206261038780212,0.9205805063247681,13.0,0.9999998211860657,0.9477771520614624,0.9999998211860657,1.0,89.0
132.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.8571104407310486,0.8570613861083984,14.0,0.9999998211860657,0.9477771520614624,0.9999998211860657,1.0,90.0
133.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9210307598114014,0.9209170937538147,15.0,0.9999991059303284,0.9477771520614624,0.9999998211860657,1.0,91.0
134.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9100989699363708,0.90997314453125,15.0,0.9999988079071045,0.9477771520614624,0.9999998211860657,1.0,92.0
135.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.9075877666473389,0.9074596166610718,15.0,0.9999988079071045,0.9477771520614624,0.9999998211860657,1.0,93.0
136.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.8890718817710876,0.8889254331588745,15.0,0.9999984502792358,0.9477771520614624,0.9999998211860657,1.0,94.0
137.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.8668724298477173,0.8667317628860474,15.0,0.9999986290931702,0.9477771520614624,0.9999998211860657,1.0,95.0
138.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.8354476690292358,0.8352823853492737,15.0,0.9999980926513672,0.9477771520614624,0.9999998211860657,1.0,96.0
139.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.8322646617889404,0.8320950865745544,15.0,0.9999979138374329,0.9477771520614624,0.9999998211860657,1.0,96.0
140.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.8529148101806641,0.8527317047119141,15.0,0.9999975562095642,0.9477771520614624,0.9999998211860657,1.0000001192092896,96.0
141.0,16.0,17.0,16.0,1.0,36.0,0.0,0.0,0.0,13.0,3.0,0.0,16.0,0.7891650199890137,0.7889676094055176,15.0,0.9999972581863403,0.9477771520614624,0.9999998211860657,1.0,96.0
