frame,path,teacher_conf,accepted,accepted_final,passed_base_gate,passed_motion_gate,passed_persistence_gate,teacher_num_candidates,teacher_selected_rank,teacher_selected_score,teacher_selected_score_conf,teacher_selected_score_temporal,persistence_count,temporal_iou,persistence_iou,center_shift_frac,area_ratio,num_pseudo_boxes_used,buffer_size,update_event_triggered,update_applied,updates_this_frame,batch_size_used,det_loss,total_loss,coverage_buffer_size,coverage_entries_added,coverage_entries_sampled,coverage_loss,coverage_region_entries_skipped,coverage_region_mean_student_conf,coverage_region_mean_teacher_conf,coverage_region_mean_conf_gap,teacher_latency_ms,student_post_conf,student_post_latency_ms,update_latency_ms,frame_latency_ms
10,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00011.jpg,0.735096,0,0,0,1,0,1,1,0.739963,0.735096,0.004866,0,,,0.032259,2.478429,0,0,0,0,0,0,,,0,0,0,,0,,,,13.024,0.735096,13.112,0.000,39.606
11,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00012.jpg,0.720707,0,0,0,1,0,1,1,1.463155,0.720707,0.742448,0,,,0.030030,1.013718,0,0,0,0,0,0,,,0,0,0,,0,,,,13.603,0.720707,13.417,0.000,39.759
12,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00013.jpg,0.629040,0,0,0,1,0,1,1,1.389926,0.629040,0.760885,0,,,0.022938,1.090497,0,0,0,0,0,0,,,0,0,0,,0,,,,13.763,0.629040,13.637,0.000,46.417
13,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00014.jpg,0.710388,0,0,0,1,0,1,1,1.520305,0.710388,0.809917,0,,,0.018965,1.064024,0,0,0,0,0,0,,,0,0,0,,0,,,,13.572,0.710388,13.585,0.000,37.823
14,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00015.jpg,0.710388,0,0,0,1,0,1,1,1.710388,0.710388,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,14.194,0.710388,13.570,0.000,40.291
15,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00016.jpg,0.608971,0,0,0,1,0,1,1,1.192851,0.608971,0.583880,0,,,0.046908,1.153310,0,0,0,0,0,0,,,0,0,0,,0,,,,13.412,0.608971,13.409,0.000,37.142
16,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00017.jpg,0.766669,0,0,0,1,0,1,1,0.788835,0.766669,0.022166,0,,,0.180199,1.871497,0,0,0,0,0,0,,,0,0,0,,0,,,,12.836,0.766669,12.717,0.000,43.130
17,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00018.jpg,0.758212,0,0,0,1,0,1,1,1.582178,0.758212,0.823966,0,,,0.020256,1.052528,0,0,0,0,0,0,,,0,0,0,,0,,,,12.710,0.758212,12.792,0.000,35.322
18,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00019.jpg,0.593200,0,0,0,1,0,2,2,1.150427,0.593200,0.557227,0,,,0.053537,1.167476,0,0,0,0,0,0,,,0,0,0,,0,,,,13.206,0.777303,13.242,0.000,48.889
19,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00020.jpg,0.593200,0,0,0,1,0,2,2,1.593200,0.593200,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,13.457,0.777303,13.568,0.000,49.310
20,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00021.jpg,0.850822,0,0,0,0,0,2,1,0.850822,0.850822,0.000000,0,,,0.232174,1.978745,0,0,0,0,0,0,,,0,0,0,,0,,,,13.954,0.850822,13.768,0.000,44.716
21,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00022.jpg,0.837120,0,0,0,1,0,2,1,1.814892,0.837120,0.977772,0,,,0.001931,1.006961,0,0,0,0,0,0,,,0,0,0,,0,,,,13.608,0.837120,13.546,0.000,37.755
22,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00023.jpg,0.837567,0,0,0,1,0,2,1,1.813120,0.837567,0.975553,0,,,0.002466,1.000904,0,0,0,0,0,0,,,0,0,0,,0,,,,13.531,0.837567,14.167,0.000,40.311
23,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00024.jpg,0.839836,0,0,0,1,0,1,1,1.833293,0.839836,0.993457,0,,,0.000653,1.000644,0,0,0,0,0,0,,,0,0,0,,0,,,,14.366,0.839836,13.785,0.000,38.819
24,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00025.jpg,0.855603,0,0,0,1,0,1,1,1.810507,0.855603,0.954905,0,,,0.004687,1.000654,0,0,0,0,0,0,,,0,0,0,,0,,,,13.765,0.855603,13.696,0.000,46.040
25,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00026.jpg,0.761126,0,0,0,0,0,1,1,0.761126,0.761126,0.000000,0,,,0.250604,2.383342,0,0,0,0,0,0,,,0,0,0,,0,,,,12.942,0.761126,12.712,0.000,37.163
26,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00027.jpg,0.796143,0,0,0,0,0,2,1,0.796143,0.796143,0.000000,0,,,0.241409,2.307664,0,0,0,0,0,0,,,0,0,0,,0,,,,13.172,0.796143,13.200,0.000,38.574
27,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00028.jpg,0.777080,0,0,0,1,0,2,1,1.713976,0.777080,0.936896,0,,,0.005084,1.021655,0,0,0,0,0,0,,,0,0,0,,0,,,,13.329,0.777080,13.280,0.000,37.091
28,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00029.jpg,0.807009,0,0,0,1,0,2,1,1.743478,0.807009,0.936468,0,,,0.006205,1.008997,0,0,0,0,0,0,,,0,0,0,,0,,,,13.328,0.807009,13.463,0.000,43.388
29,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00030.jpg,0.786611,0,0,0,1,0,2,1,1.703227,0.786611,0.916616,0,,,0.006552,1.032420,0,0,0,0,0,0,,,0,0,0,,0,,,,13.387,0.786611,12.854,0.000,36.485
30,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00031.jpg,0.574654,0,0,0,0,0,2,1,0.574654,0.574654,0.000000,0,,,0.220021,1.832352,0,0,0,0,0,0,,,0,0,0,,0,,,,13.288,0.574654,13.313,0.000,40.810
31,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00032.jpg,0.677804,0,0,0,0,0,2,1,0.677804,0.677804,0.000000,0,,,0.204716,9.919765,0,0,0,0,0,0,,,0,0,0,,0,,,,13.455,0.677804,13.202,0.000,36.953
32,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00033.jpg,0.697927,0,0,0,1,0,2,1,1.671833,0.697927,0.973906,0,,,0.001428,1.004984,0,0,0,0,0,0,,,0,0,0,,0,,,,13.273,0.697927,13.108,0.000,42.764
33,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00034.jpg,0.697927,0,0,0,1,0,2,1,1.697927,0.697927,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,13.141,0.697927,12.973,0.000,36.124
34,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00035.jpg,0.453176,0,0,0,1,0,2,2,1.098044,0.453176,0.644868,0,,,0.025500,1.171926,0,0,0,0,0,0,,,0,0,0,,0,,,,13.223,0.690378,13.270,0.000,49.105
35,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00036.jpg,0.564345,0,0,0,1,0,2,2,0.834954,0.564345,0.270610,0,,,0.079027,1.487239,0,0,0,0,0,0,,,0,0,0,,0,,,,13.568,0.709036,13.435,0.000,47.603
36,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00037.jpg,0.641048,0,0,0,0,0,1,1,0.641048,0.641048,0.000000,0,,,0.443983,2.861190,0,0,0,0,0,0,,,0,0,0,,0,,,,13.115,0.641048,12.698,0.000,43.546
37,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00038.jpg,0.707168,0,0,0,1,0,2,1,1.349001,0.707168,0.641833,0,,,0.041494,1.086768,0,0,0,0,0,0,,,0,0,0,,0,,,,13.178,0.707168,13.004,0.000,36.248
38,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00039.jpg,0.408099,0,0,0,1,0,2,2,0.723012,0.408099,0.314913,0,,,0.090652,1.279352,0,0,0,0,0,0,,,0,0,0,,0,,,,13.174,0.582385,13.162,0.000,51.055
39,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00040.jpg,0.654145,0,0,0,1,0,2,1,0.759797,0.654145,0.105652,0,,,0.152884,1.443241,0,0,0,0,0,0,,,0,0,0,,0,,,,13.688,0.654145,13.393,0.000,37.296
40,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00041.jpg,0.810247,0,0,0,1,0,1,1,1.788028,0.810247,0.977781,0,,,0.001960,1.002877,0,0,0,0,0,0,,,0,0,0,,0,,,,13.308,0.810247,13.142,0.000,44.376
41,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00042.jpg,0.807693,0,0,0,1,0,2,1,1.763469,0.807693,0.955776,0,,,0.004343,1.013998,0,0,0,0,0,0,,,0,0,0,,0,,,,12.964,0.807693,13.095,0.000,36.129
42,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00043.jpg,0.755115,0,0,0,1,0,2,1,1.706930,0.755115,0.951815,0,,,0.002373,1.022551,0,0,0,0,0,0,,,0,0,0,,0,,,,13.092,0.755115,13.118,0.000,39.952
43,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00044.jpg,0.755115,0,0,0,1,0,2,1,1.755115,0.755115,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,14.258,0.755115,13.421,0.000,37.587
44,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00045.jpg,0.466580,0,0,0,1,0,2,2,1.052505,0.466580,0.585925,0,,,0.049906,1.151482,0,0,0,0,0,0,,,0,0,0,,0,,,,13.005,0.492451,13.408,0.000,52.255
45,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00046.jpg,0.000000,0,0,0,0,0,0,0,,,,0,,,,,0,0,0,0,0,0,,,0,0,0,,0,,,,13.539,0.194959,13.020,0.000,37.243
46,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00047.jpg,0.510390,0,0,0,1,0,1,1,0.510390,0.510390,0.000000,0,,,,,0,0,0,0,0,0,,,0,0,0,,0,,,,12.796,0.510390,12.764,0.000,37.235
47,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00048.jpg,0.341069,0,0,0,1,0,2,2,1.220502,0.341069,0.879434,0,,,0.013318,1.032040,0,0,0,0,0,0,,,0,0,0,,0,,,,13.122,0.399717,14.196,0.000,49.125
48,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00049.jpg,0.679488,0,0,0,0,0,2,1,0.679488,0.679488,0.000000,0,,,0.175943,8.918719,0,0,0,0,0,0,,,0,0,0,,0,,,,13.647,0.679488,13.299,0.000,44.492
49,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00050.jpg,0.734312,0,0,0,1,0,2,1,1.105777,0.734312,0.371464,0,,,0.063736,1.358659,0,0,0,0,0,0,,,0,0,0,,0,,,,13.433,0.734312,13.401,0.000,37.271
50,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00051.jpg,0.664311,0,0,0,1,0,2,1,1.255373,0.664311,0.591062,0,,,0.037911,1.145598,0,0,0,0,0,0,,,0,0,0,,0,,,,13.076,0.664311,13.572,0.000,40.394
51,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00052.jpg,0.630266,0,0,0,1,0,2,1,1.287476,0.630266,0.657210,0,,,0.031570,1.132426,0,0,0,0,0,0,,,0,0,0,,0,,,,13.932,0.630266,13.170,0.000,38.251
52,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00053.jpg,0.630266,0,0,0,1,0,2,1,1.630266,0.630266,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,14.099,0.630266,13.935,0.000,46.456
53,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00054.jpg,0.380025,0,0,0,1,0,2,2,0.810703,0.380025,0.430677,0,,,0.039806,1.366885,0,0,0,0,0,0,,,0,0,0,,0,,,,14.749,0.509901,14.351,0.000,51.555
54,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00055.jpg,0.757477,0,0,0,1,0,2,1,0.844264,0.757477,0.086787,0,,,0.107239,1.952091,0,0,0,0,0,0,,,0,0,0,,0,,,,15.479,0.757477,14.050,0.000,43.125
55,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00056.jpg,0.473823,0,0,0,1,0,2,2,0.817180,0.473823,0.343356,0,,,0.069026,1.374579,0,0,0,0,0,0,,,0,0,0,,0,,,,14.038,0.482319,14.101,0.000,40.692
56,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00057.jpg,0.631844,0,0,0,1,0,2,1,1.567054,0.631844,0.935210,0,,,0.004211,1.006064,0,0,0,0,0,0,,,0,0,0,,0,,,,13.257,0.631844,13.443,0.000,45.640
57,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00058.jpg,0.631844,0,0,0,1,0,2,1,1.631844,0.631844,1.000000,0,,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,13.765,0.631844,13.365,0.000,37.304
58,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00059.jpg,0.672385,0,0,0,1,0,2,1,1.583768,0.672385,0.911383,0,,,0.006752,1.016723,0,0,0,0,0,0,,,0,0,0,,0,,,,13.155,0.672385,13.181,0.000,40.257
59,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00060.jpg,0.737344,0,0,0,1,0,2,1,1.650597,0.737344,0.913254,0,,,0.006004,1.026456,0,0,0,0,0,0,,,0,0,0,,0,,,,12.963,0.737344,12.915,0.000,37.419
60,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00061.jpg,0.821736,0,0,0,1,0,2,1,0.877333,0.821736,0.055596,0,0.495097,,0.130515,2.015178,0,0,0,0,0,0,,,0,0,0,,0,,,,13.125,0.821736,13.180,0.000,44.151
61,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00062.jpg,0.821736,0,0,1,1,0,2,1,1.821736,0.821736,1.000000,1,1.000000,,0.000000,1.000000,0,0,0,0,0,0,,,0,0,0,,0,,,,13.212,0.821736,13.049,0.000,37.930
62,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00063.jpg,0.881057,1,1,1,1,1,2,1,1.761127,0.881057,0.880070,2,0.936009,0.936009,0.006072,1.045485,0,1,0,0,0,0,,,0,0,0,,0,,,,13.078,0.881057,18.091,0.000,81.125
63,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00064.jpg,0.757122,0,0,0,1,0,2,1,1.687637,0.757122,0.930514,0,,,0.004011,1.023054,0,1,0,0,0,0,,,0,0,0,,0,,,,15.041,0.757122,14.273,0.000,43.453
64,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00065.jpg,0.539118,0,0,0,0,0,1,1,0.539118,0.539118,0.000000,0,,,0.321684,6.409406,0,1,0,0,0,0,,,0,0,0,,0,,,,13.548,0.539118,13.370,0.000,37.488
65,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00066.jpg,0.821308,0,0,0,0,0,2,1,0.821308,0.821308,0.000000,0,0.058369,,0.340859,5.742130,0,1,0,0,0,0,,,0,0,0,,0,,,,13.636,0.821308,13.895,0.000,38.159
66,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00067.jpg,0.736399,0,0,0,1,0,2,1,1.555722,0.736399,0.819323,0,,,0.009668,1.091031,0,1,0,0,0,0,,,0,0,0,,0,,,,13.827,0.736399,14.462,0.000,41.234
67,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00068.jpg,0.852535,0,0,1,1,0,2,1,1.796501,0.852535,0.943966,1,0.967504,,0.002862,1.015243,0,1,0,0,0,0,,,0,0,0,,0,,,,13.822,0.852535,13.848,0.000,39.040
68,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00069.jpg,0.389035,0,0,0,1,0,2,2,0.592265,0.389035,0.203230,0,,,0.083786,1.635091,0,1,0,0,0,0,,,0,0,0,,0,,,,14.117,0.420537,14.192,0.000,42.012
69,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00070.jpg,0.436161,0,0,0,1,0,2,1,0.792818,0.436161,0.356656,0,,,0.073209,1.348220,0,1,0,0,0,0,,,0,0,0,,0,,,,13.587,0.436161,13.443,0.000,40.066
70,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00071.jpg,0.436161,0,0,0,1,0,2,1,1.436161,0.436161,1.000000,0,,,0.000000,1.000000,0,1,0,0,0,0,,,0,0,0,,0,,,,13.729,0.436161,14.417,0.000,40.362
71,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00072.jpg,0.753768,0,0,0,1,0,2,1,0.795014,0.753768,0.041246,0,,,0.143928,2.044422,0,1,0,0,0,0,,,0,0,0,,0,,,,14.847,0.753768,13.590,0.000,40.593
72,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00073.jpg,0.840979,0,0,1,1,0,2,1,1.730676,0.840979,0.889698,1,0.949319,,0.005644,1.053386,0,1,0,0,0,0,,,0,0,0,,0,,,,13.812,0.840979,13.894,0.000,38.382
73,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00074.jpg,0.877290,1,1,1,1,1,2,1,1.683443,0.877290,0.806153,2,0.911914,0.911914,0.011244,1.094974,0,2,0,0,0,0,,,0,0,0,,0,,,,13.612,0.877290,14.123,0.000,51.347
74,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00075.jpg,0.868298,1,1,1,1,1,2,1,1.712469,0.868298,0.844171,3,0.926202,0.926202,0.009506,1.064629,0,3,0,0,0,0,,,0,0,0,,0,,,,17.258,0.868298,13.751,0.000,57.642
75,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00076.jpg,0.890742,1,1,1,1,1,2,1,1.738323,0.890742,0.847581,4,0.930610,0.930610,0.008315,1.074564,4,4,1,1,1,4,10.519547,10.519547,0,0,0,0.000000,0,,,,14.960,0.890761,18.259,670.100,732.906
76,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00077.jpg,0.887856,1,1,1,1,1,2,1,1.793793,0.887856,0.905937,5,0.952988,0.952988,0.003409,1.049331,4,5,1,1,1,4,10.346193,10.346193,0,0,0,0.000000,0,,,,14.413,0.888007,14.848,444.761,507.719
77,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00078.jpg,0.887892,1,1,1,1,1,2,1,1.887852,0.887892,0.999960,6,0.999971,0.999971,0.000002,1.000002,4,6,1,1,1,4,10.034740,10.034740,0,0,0,0.000000,0,,,,13.997,0.888344,14.649,812.743,869.120
78,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00079.jpg,0.898210,1,1,1,1,1,2,1,1.840612,0.898210,0.942402,7,0.963386,0.963386,0.002093,1.017154,4,7,1,1,1,4,9.569912,9.569912,0,0,0,0.000000,0,,,,14.321,0.899722,14.728,606.770,664.307
79,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00080.jpg,0.889744,1,1,1,1,1,2,1,1.849486,0.889744,0.959742,8,0.971296,0.971296,0.000554,1.013729,4,8,1,1,1,4,10.223108,10.223108,0,0,0,0.000000,0,,,,13.760,0.891282,14.190,374.454,430.259
80,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00081.jpg,0.869082,1,1,1,1,1,2,1,1.750680,0.869082,0.881598,9,0.946891,0.946891,0.006559,1.056076,4,9,1,1,1,4,9.521730,9.521730,0,0,0,0.000000,0,,,,13.984,0.870672,14.640,676.670,732.641
81,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00082.jpg,0.667861,0,0,0,1,0,2,1,1.447102,0.667861,0.779241,0,,,0.014557,1.059490,4,9,1,1,1,4,10.173237,10.173237,0,0,0,0.000000,0,,,,14.048,0.674890,14.197,551.342,595.177
82,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00083.jpg,0.882967,0,0,1,1,0,2,1,1.607633,0.882967,0.724666,1,0.873638,,0.018479,1.129114,4,9,1,1,1,4,10.243067,10.243067,0,0,0,0.000000,0,,,,13.675,0.886955,14.148,725.839,769.022
83,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00084.jpg,0.864646,1,1,1,1,1,1,1,1.733913,0.864646,0.869267,2,0.934163,0.934163,0.008253,1.044130,4,10,1,1,1,4,9.639055,9.639055,0,0,0,0.000000,0,,,,14.058,0.866782,14.441,669.842,726.480
84,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00085.jpg,0.877179,1,1,1,1,1,1,1,1.852755,0.877179,0.975576,3,0.987425,0.987425,0.000907,1.011249,4,11,1,1,1,4,10.313353,10.313353,0,0,0,0.000000,0,,,,14.458,0.879911,13.929,721.033,776.953
85,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00086.jpg,0.875164,1,1,1,1,1,2,1,1.788965,0.875164,0.913801,4,0.959850,0.959850,0.004761,1.037141,4,12,1,1,1,4,9.829467,9.829467,0,0,0,0.000000,0,,,,13.652,0.881093,14.189,767.842,825.074
86,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00087.jpg,0.898913,1,1,1,1,1,2,1,1.859024,0.898913,0.960111,5,0.969940,0.969940,0.000845,1.008900,4,13,1,1,1,4,11.161720,11.161720,0,0,0,0.000000,0,,,,14.528,0.905677,14.277,600.426,656.560
87,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00088.jpg,0.898876,1,1,1,1,1,2,1,1.898571,0.898876,0.999696,6,0.999847,0.999847,0.000018,1.000093,4,14,1,1,1,4,10.606544,10.606544,0,0,0,0.000000,0,,,,13.029,0.906336,14.259,456.632,510.850
88,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00089.jpg,0.907407,1,1,1,1,1,2,1,1.749033,0.907407,0.841625,7,0.924311,0.924311,0.009380,1.066972,4,15,1,1,1,4,9.985794,9.985794,0,0,0,0.000000,0,,,,14.627,0.917507,14.227,681.213,738.452
89,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00090.jpg,0.907417,1,1,1,1,1,2,1,1.907124,0.907417,0.999708,8,0.999869,0.999869,0.000016,1.000120,4,16,1,1,1,4,9.353168,9.353168,0,0,0,0.000000,0,,,,13.693,0.918312,13.603,722.161,776.867
90,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00091.jpg,0.910586,1,1,1,1,1,2,1,1.895240,0.910586,0.984654,9,0.990223,0.990223,0.000865,1.001953,4,17,1,1,1,4,9.214523,9.214523,0,0,0,0.000000,0,,,,15.293,0.922212,14.428,601.240,659.168
91,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00092.jpg,0.888207,1,1,1,1,1,1,1,1.820682,0.888207,0.932475,10,0.958655,0.958655,0.003650,1.013837,4,18,1,1,1,4,8.769692,8.769692,0,0,0,0.000000,0,,,,14.008,0.893110,13.650,551.397,606.620
92,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00093.jpg,0.844847,1,1,1,1,1,1,1,1.771260,0.844847,0.926413,11,0.963051,0.963051,0.002776,1.036757,4,19,1,1,1,4,9.595395,9.595395,0,0,0,0.000000,0,,,,14.126,0.839837,14.412,419.943,474.286
93,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00094.jpg,0.898997,1,1,1,1,1,2,1,1.702678,0.898997,0.803681,12,0.902860,0.902860,0.011677,1.081981,4,20,1,1,1,4,9.544081,9.544081,0,0,0,0.000000,0,,,,14.173,0.897139,14.220,574.915,630.992
94,/home/hm25936/datasets_for_yolo/lab_images_6000/images/test/img_00095.jpg,0.899948,1,1,1,1,1,1,1,1.789180,0.899948,0.889232,13,0.943161,0.943161,0.005354,1.046870,4,21,1,1,1,4,9.061512,9.061512,0,0,0,0.000000,0,,,,13.843,0.897590,14.334,376.373,432.804
